zipcode_label,median_income
ZCTA5 55962,57813
ZCTA5 55963,73995
ZCTA5 55964,62757
ZCTA5 55965,55610
ZCTA5 55967,81389
ZCTA5 55968,62708
ZCTA5 55969,63583
ZCTA5 55970,62411
ZCTA5 55971,58911
ZCTA5 55972,67254
ZCTA5 55973,71250
ZCTA5 55974,46161
ZCTA5 55975,58077
ZCTA5 55976,62736
ZCTA5 55977,78125
ZCTA5 55979,66736
ZCTA5 55981,53603
ZCTA5 55982,64444
ZCTA5 55983,59306
ZCTA5 55985,61563
ZCTA5 55987,49222
ZCTA5 55990,57813
ZCTA5 55991,72557
ZCTA5 55992,65852
ZCTA5 56001,48852
ZCTA5 56003,62799
ZCTA5 56007,47416
ZCTA5 56009,59022
ZCTA5 56010,60278
ZCTA5 56011,82298
ZCTA5 56013,50236
ZCTA5 56014,51477
ZCTA5 56016,60500
ZCTA5 56017,67663
ZCTA5 56019,63542
ZCTA5 56020,56750
ZCTA5 56021,69211
ZCTA5 56022,42813
ZCTA5 56023,57031
ZCTA5 56024,69313
ZCTA5 56025,69167
ZCTA5 56026,66293
ZCTA5 56027,41023
ZCTA5 56028,74766
ZCTA5 56029,54750
ZCTA5 56031,52041
ZCTA5 56032,51875
ZCTA5 56033,51250
ZCTA5 56034,50682
ZCTA5 56035,62917
ZCTA5 56036,55104
ZCTA5 56037,70313
ZCTA5 56039,63162
ZCTA5 56041,67083
ZCTA5 56042,56042
ZCTA5 56043,58846
ZCTA5 56044,70850
ZCTA5 56045,56786
ZCTA5 56046,41563
ZCTA5 56047,81750
ZCTA5 56048,69886
ZCTA5 56050,63071
ZCTA5 56051,52279
ZCTA5 56052,73036
ZCTA5 56054,72778
ZCTA5 56055,66196
ZCTA5 56056,71250
ZCTA5 56057,60047
ZCTA5 56058,63021
ZCTA5 56060,44500
ZCTA5 56062,54167
ZCTA5 56063,77941
ZCTA5 56065,58229
ZCTA5 56068,61250
ZCTA5 56069,65583
ZCTA5 56071,82444
ZCTA5 56072,55667
ZCTA5 56073,58843
ZCTA5 56074,72446
ZCTA5 56075,49375
ZCTA5 56078,73750
ZCTA5 56080,66125
ZCTA5 56081,48750
ZCTA5 56082,59245
ZCTA5 56083,52115
ZCTA5 56085,52481
ZCTA5 56087,51950
ZCTA5 56088,52708
ZCTA5 56089,36042
ZCTA5 56090,60662
ZCTA5 56091,51719
ZCTA5 56093,52742
ZCTA5 56096,55969
ZCTA5 56097,49491
ZCTA5 56098,50333
ZCTA5 56101,44022
ZCTA5 56110,57708
ZCTA5 56111,64464
ZCTA5 56113,51458
ZCTA5 56114,51932
ZCTA5 56115,59125
ZCTA5 56116,63750
ZCTA5 56117,71250
ZCTA5 56118,63750
ZCTA5 56119,63906
ZCTA5 56120,51406
ZCTA5 56121,49833
ZCTA5 56122,58654
ZCTA5 56123,52396
ZCTA5 56125,24464
ZCTA5 56127,51406
ZCTA5 56128,59063
ZCTA5 56129,45500
ZCTA5 56131,53083
ZCTA5 56132,62083
ZCTA5 56134,59063
ZCTA5 56136,48795
ZCTA5 56137,62550
ZCTA5 56138,59375
ZCTA5 56139,52500
ZCTA5 56140,32917
ZCTA5 56141,55208
ZCTA5 56142,48859
ZCTA5 56143,48800
ZCTA5 56144,49821
ZCTA5 56145,52292
ZCTA5 56146,51250
ZCTA5 56147,60000
ZCTA5 56149,54583
ZCTA5 56150,55625
ZCTA5 56151,58438
ZCTA5 56152,55536
ZCTA5 56153,40536
ZCTA5 56155,60000
ZCTA5 56156,55244
ZCTA5 56157,72083
ZCTA5 56158,51429
ZCTA5 56159,52651
ZCTA5 56160,56875
ZCTA5 56161,53375
ZCTA5 56162,63333
ZCTA5 56164,45069
ZCTA5 56165,62083
ZCTA5 56166,54063
ZCTA5 56167,52500
ZCTA5 56168,63594
ZCTA5 56169,60313
ZCTA5 56170,53611
ZCTA5 56171,57135
ZCTA5 56172,52250
ZCTA5 56173,58889
ZCTA5 56174,45000
ZCTA5 56175,49050
ZCTA5 56176,54583
ZCTA5 56177,66250
ZCTA5 56178,50227
ZCTA5 56180,52031
ZCTA5 56181,51324
ZCTA5 56183,53214
ZCTA5 56185,53958
ZCTA5 56186,51875
ZCTA5 56187,51552
ZCTA5 56201,50319
ZCTA5 56207,65417
ZCTA5 56208,41463
ZCTA5 56209,58207
ZCTA5 56210,-
ZCTA5 56211,45000
ZCTA5 56212,48472
ZCTA5 56214,47500
ZCTA5 56215,50638
ZCTA5 56216,66979
ZCTA5 56218,50000
ZCTA5 56219,42750
ZCTA5 56220,49618
ZCTA5 56221,51094
ZCTA5 56222,56042
ZCTA5 56223,53333
ZCTA5 56224,67750
ZCTA5 56225,47656
ZCTA5 56226,71250
ZCTA5 56227,48214
ZCTA5 56228,44091
ZCTA5 56229,55288
ZCTA5 56230,55000
ZCTA5 56231,62500
ZCTA5 56232,50625
ZCTA5 56235,57083
ZCTA5 56236,66875
ZCTA5 56237,45714
ZCTA5 56239,69861
ZCTA5 56240,57778
ZCTA5 56241,55163
ZCTA5 56243,56250
ZCTA5 56244,63068
ZCTA5 56245,68958
ZCTA5 56248,46020
ZCTA5 56249,66750
ZCTA5 56251,55156
ZCTA5 56252,50536
ZCTA5 56253,62768
ZCTA5 56255,62292
ZCTA5 56256,50203
ZCTA5 56257,37813
ZCTA5 56258,51804
ZCTA5 56260,57039
ZCTA5 56262,46875
ZCTA5 56263,63750
ZCTA5 56264,62548
ZCTA5 56265,60708
ZCTA5 56266,50776
ZCTA5 56267,55781
ZCTA5 56270,50774
ZCTA5 56271,59313
ZCTA5 56273,62917
ZCTA5 56274,80625
ZCTA5 56276,42422
ZCTA5 56277,61008
ZCTA5 56278,47656
ZCTA5 56279,64063
ZCTA5 56280,66667
ZCTA5 56281,65673
ZCTA5 56282,58417
ZCTA5 56283,49647
ZCTA5 56284,59955
ZCTA5 56285,59135
ZCTA5 56287,44250
ZCTA5 56288,73378
ZCTA5 56289,58750
ZCTA5 56291,58250
ZCTA5 56292,46458
ZCTA5 56293,61667
ZCTA5 56294,41250
ZCTA5 56295,53750
ZCTA5 56296,46850
ZCTA5 56297,57763
ZCTA5 56301,51825
ZCTA5 56303,50345
ZCTA5 56304,42425
ZCTA5 56307,68024
ZCTA5 56308,57755
ZCTA5 56309,55833
ZCTA5 56310,75163
ZCTA5 56311,52679
ZCTA5 56312,60690
ZCTA5 56313,37500
ZCTA5 56314,60000
ZCTA5 56315,63929
ZCTA5 56316,46607
ZCTA5 56318,65795
ZCTA5 56319,68661
ZCTA5 56320,72392
ZCTA5 56321,-
ZCTA5 56323,47917
ZCTA5 56324,66719
ZCTA5 56325,38958
ZCTA5 56326,58839
ZCTA5 56327,76875
ZCTA5 56328,41125
ZCTA5 56329,63438
ZCTA5 56330,66111
ZCTA5 56331,72917
ZCTA5 56332,63750
ZCTA5 56334,58710
ZCTA5 56335,51389
ZCTA5 56336,55769
ZCTA5 56338,57240
ZCTA5 56339,57200
ZCTA5 56340,61205
ZCTA5 56342,42458
ZCTA5 56343,53417
ZCTA5 56345,49349
ZCTA5 56347,47132
ZCTA5 56349,71875
ZCTA5 56350,49327
ZCTA5 56352,57434
ZCTA5 56353,55938
ZCTA5 56354,62656
ZCTA5 56355,60536
ZCTA5 56356,46500
ZCTA5 56357,68162
ZCTA5 56358,56027
ZCTA5 56359,40847
ZCTA5 56360,51818
ZCTA5 56361,51964
ZCTA5 56362,57861
ZCTA5 56363,52917
ZCTA5 56364,57332
ZCTA5 56367,72140
ZCTA5 56368,64571
ZCTA5 56369,42614
ZCTA5 56371,66250
ZCTA5 56373,60917
ZCTA5 56374,65538
ZCTA5 56375,78382
ZCTA5 56376,64583
ZCTA5 56377,77245
ZCTA5 56378,55589
ZCTA5 56379,54568
ZCTA5 56381,57788
ZCTA5 56382,55446
ZCTA5 56384,51250
ZCTA5 56385,45000
ZCTA5 56386,39107
ZCTA5 56387,41857
ZCTA5 56389,65156
ZCTA5 56401,53460
ZCTA5 56425,65313
ZCTA5 56431,48450
ZCTA5 56433,48452
ZCTA5 56434,52083
ZCTA5 56435,46557
ZCTA5 56436,-
ZCTA5 56437,49583
ZCTA5 56438,56389
ZCTA5 56440,48913
ZCTA5 56441,40263
ZCTA5 56442,61932
ZCTA5 56443,49659
ZCTA5 56444,53750
ZCTA5 56446,41667
ZCTA5 56447,41641
ZCTA5 56448,51250
ZCTA5 56449,67404
ZCTA5 56450,39457
ZCTA5 56452,53583
ZCTA5 56453,41719
ZCTA5 56455,52321
ZCTA5 56456,-
ZCTA5 56458,63125
ZCTA5 56461,57798
ZCTA5 56464,47122
ZCTA5 56465,55541
ZCTA5 56466,43826
ZCTA5 56467,49414
ZCTA5 56468,65833
ZCTA5 56469,55417
ZCTA5 56470,52025
ZCTA5 56472,52161
ZCTA5 56473,59293
ZCTA5 56474,46272
ZCTA5 56475,56875
ZCTA5 56477,47155
ZCTA5 56479,41940
ZCTA5 56481,49135
ZCTA5 56482,45733
ZCTA5 56484,46769
ZCTA5 56501,54807
ZCTA5 56510,52109
ZCTA5 56511,64228
ZCTA5 56514,73393
ZCTA5 56515,54758
ZCTA5 56516,44107
ZCTA5 56517,50000
ZCTA5 56518,41771
ZCTA5 56519,56667
ZCTA5 56520,47255
ZCTA5 56521,52250
ZCTA5 56522,57500
ZCTA5 56523,60893
ZCTA5 56524,42344
ZCTA5 56525,71250
ZCTA5 56527,35625
ZCTA5 56528,58929
ZCTA5 56529,57841
ZCTA5 56531,55949
ZCTA5 56533,66500
ZCTA5 56534,59250
ZCTA5 56535,50938
ZCTA5 56536,57750
ZCTA5 56537,52000
ZCTA5 56540,55929
ZCTA5 56541,-
ZCTA5 56542,49559
ZCTA5 56543,64583
ZCTA5 56544,60603
ZCTA5 56545,63472
ZCTA5 56546,65938
ZCTA5 56547,76042
ZCTA5 56548,50278
ZCTA5 56549,78000
ZCTA5 56550,42292
ZCTA5 56551,45221
ZCTA5 56552,60179
ZCTA5 56553,59167
ZCTA5 56554,66513
ZCTA5 56556,50192
ZCTA5 56557,40486
ZCTA5 56560,58133
ZCTA5 56565,76875
ZCTA5 56566,33750
ZCTA5 56567,50189
ZCTA5 56568,28750
ZCTA5 56569,40268
ZCTA5 56570,53068
ZCTA5 56571,57589
ZCTA5 56572,58158
ZCTA5 56573,58851
ZCTA5 56574,63750
ZCTA5 56575,36538
ZCTA5 56576,56875
ZCTA5 56577,-
ZCTA5 56578,62708
ZCTA5 56579,57813
ZCTA5 56580,72865
ZCTA5 56581,52250
ZCTA5 56583,68750
ZCTA5 56584,51316
ZCTA5 56585,56917
ZCTA5 56586,65991
ZCTA5 56587,55735
ZCTA5 56588,62500
ZCTA5 56589,48500
ZCTA5 56590,40625
ZCTA5 56591,36042
ZCTA5 56592,43487
ZCTA5 56593,-
ZCTA5 56594,68375
ZCTA5 56601,48955
ZCTA5 56621,42712
ZCTA5 56623,44081
ZCTA5 56626,34318
ZCTA5 56627,30833
ZCTA5 56628,42891
ZCTA5 56629,75500
ZCTA5 56630,44750
ZCTA5 56633,38968
ZCTA5 56634,48750
ZCTA5 56636,48250
ZCTA5 56637,58472
ZCTA5 56639,37417
ZCTA5 56641,47500
ZCTA5 56644,45893
ZCTA5 56646,53654
ZCTA5 56647,54226
ZCTA5 56649,48441
ZCTA5 56650,50417
ZCTA5 56651,42292
ZCTA5 56652,54375
ZCTA5 56653,45000
ZCTA5 56654,-
ZCTA5 56655,46979
ZCTA5 56657,42857
ZCTA5 56658,-
ZCTA5 56659,53750
ZCTA5 56660,48750
ZCTA5 56661,43043
ZCTA5 56662,49844
ZCTA5 56663,41042
ZCTA5 56666,29250
ZCTA5 56667,56000
ZCTA5 56668,63558
ZCTA5 56669,36094
ZCTA5 56670,40903
ZCTA5 56671,36016
ZCTA5 56672,43621
ZCTA5 56673,47303
ZCTA5 56676,56125
ZCTA5 56678,59125
ZCTA5 56680,46250
ZCTA5 56681,50000
ZCTA5 56683,56528
ZCTA5 56684,41250
ZCTA5 56685,45000
ZCTA5 56686,57589
ZCTA5 56687,34375
ZCTA5 56688,35000
ZCTA5 56701,54240
ZCTA5 56710,49306
ZCTA5 56711,-
ZCTA5 56713,67313
ZCTA5 56714,50288
ZCTA5 56715,59167
ZCTA5 56716,55227
ZCTA5 56720,76250
ZCTA5 56721,59389
ZCTA5 56722,60972
ZCTA5 56723,68375
ZCTA5 56724,47813
ZCTA5 56725,60682
ZCTA5 56726,55446
ZCTA5 56727,53654
ZCTA5 56728,61141
ZCTA5 56729,42232
ZCTA5 56731,41250
ZCTA5 56732,41176
ZCTA5 56733,60500
ZCTA5 56734,42125
ZCTA5 56735,55357
ZCTA5 56736,56612
ZCTA5 56737,40083
ZCTA5 56738,62404
ZCTA5 56741,-
ZCTA5 56742,47841
ZCTA5 56744,50750
ZCTA5 56748,59250
ZCTA5 56750,56667
ZCTA5 56751,60524
ZCTA5 56754,68438
ZCTA5 56755,60625
ZCTA5 56756,54783
ZCTA5 56757,57596
ZCTA5 56758,46875
ZCTA5 56759,69107
ZCTA5 56760,49375
ZCTA5 56761,51731
ZCTA5 56762,61875
ZCTA5 56763,53778
ZCTA5 57001,49655
ZCTA5 57002,65313
ZCTA5 57003,79545
ZCTA5 57004,62785
ZCTA5 57005,83406
ZCTA5 57006,50233
ZCTA5 57010,72600
ZCTA5 57012,57083
ZCTA5 57013,62444
ZCTA5 57014,45000
ZCTA5 57015,75000
ZCTA5 57016,78500
ZCTA5 57017,64455
ZCTA5 57018,65365
ZCTA5 57020,88403
ZCTA5 57021,47212
ZCTA5 57022,66760
ZCTA5 57024,53214
ZCTA5 57025,63357
ZCTA5 57026,64952
ZCTA5 57027,-
ZCTA5 57028,52580
ZCTA5 57029,49911
ZCTA5 57030,75577
ZCTA5 57031,65536
ZCTA5 57032,82589
ZCTA5 57033,78688
ZCTA5 57034,63203
ZCTA5 57035,61750
ZCTA5 57036,49063
ZCTA5 57037,61058
ZCTA5 57038,76250
ZCTA5 57039,57976
ZCTA5 57040,56250
ZCTA5 57041,73438
ZCTA5 57042,56048
ZCTA5 57043,49250
ZCTA5 57045,36641
ZCTA5 57046,78618
ZCTA5 57047,50556
ZCTA5 57048,63015
ZCTA5 57049,73567
ZCTA5 57050,-
ZCTA5 57051,45625
ZCTA5 57052,51250
ZCTA5 57053,66364
ZCTA5 57054,56083
ZCTA5 57055,68611
ZCTA5 57057,65938
ZCTA5 57058,63920
ZCTA5 57059,49211
ZCTA5 57061,-
ZCTA5 57062,50139
ZCTA5 57063,60625
ZCTA5 57064,81845
ZCTA5 57065,68125
ZCTA5 57066,53214
ZCTA5 57067,74688
ZCTA5 57068,64875
ZCTA5 57069,39017
ZCTA5 57070,42917
ZCTA5 57071,67532
ZCTA5 57072,78641
ZCTA5 57073,48750
ZCTA5 57075,85898
ZCTA5 57076,65250
ZCTA5 57077,70859
ZCTA5 57078,47216
ZCTA5 57103,56319
ZCTA5 57104,36850
ZCTA5 57105,57295
ZCTA5 57106,61620
ZCTA5 57107,61213
ZCTA5 57108,94094
ZCTA5 57110,68409
ZCTA5 57117,-
ZCTA5 57197,-
ZCTA5 57201,50986
ZCTA5 57212,59732
ZCTA5 57213,63542
ZCTA5 57214,56250
ZCTA5 57216,53167
ZCTA5 57217,52778
ZCTA5 57218,73661
ZCTA5 57219,42383
ZCTA5 57220,61250
ZCTA5 57221,49271
ZCTA5 57223,67344
ZCTA5 57224,73125
ZCTA5 57225,42813
ZCTA5 57226,58125
ZCTA5 57227,80139
ZCTA5 57231,64741
ZCTA5 57232,-
ZCTA5 57233,39583
ZCTA5 57234,57195
ZCTA5 57235,71250
ZCTA5 57236,-
ZCTA5 57237,45278
ZCTA5 57238,69345
ZCTA5 57239,41875
ZCTA5 57241,61435
ZCTA5 57242,51932
ZCTA5 57243,59643
ZCTA5 57245,63214
ZCTA5 57246,66250
ZCTA5 57247,97875
ZCTA5 57248,70179
ZCTA5 57249,51250
ZCTA5 57251,50417
ZCTA5 57252,56728
ZCTA5 57255,32857
ZCTA5 57256,34375
ZCTA5 57257,50987
ZCTA5 57258,46458
ZCTA5 57259,62917
ZCTA5 57260,65500
ZCTA5 57261,57143
ZCTA5 57262,41935
ZCTA5 57263,53088
ZCTA5 57264,51944
ZCTA5 57265,43500
ZCTA5 57266,52500
ZCTA5 57268,53393
ZCTA5 57269,61339
ZCTA5 57270,50048
ZCTA5 57271,66250
ZCTA5 57272,72083
ZCTA5 57273,42813
ZCTA5 57274,42548
ZCTA5 57276,60568
ZCTA5 57278,51136
ZCTA5 57279,54226
ZCTA5 57301,47995
ZCTA5 57311,61833
ZCTA5 57312,61875
ZCTA5 57313,47419
ZCTA5 57314,65750
ZCTA5 57315,63295
ZCTA5 57317,35250
ZCTA5 57319,58362
ZCTA5 57321,55795
ZCTA5 57322,45556
ZCTA5 57323,43438
ZCTA5 57324,53750
ZCTA5 57325,53500
ZCTA5 57328,57188
ZCTA5 57329,51250
ZCTA5 57330,51071
ZCTA5 57331,70833
ZCTA5 57332,66250
ZCTA5 57334,60547
ZCTA5 57335,39500
ZCTA5 57337,36750
ZCTA5 57339,29750
ZCTA5 57340,34545
ZCTA5 57341,-
ZCTA5 57342,60125
ZCTA5 57344,82813
ZCTA5 57345,56667
ZCTA5 57346,-
ZCTA5 57348,71111
ZCTA5 57349,54338
ZCTA5 57350,47047
ZCTA5 57353,56333
ZCTA5 57355,49440
ZCTA5 57356,38068
ZCTA5 57358,43750
ZCTA5 57359,52024
ZCTA5 57361,35227
ZCTA5 57362,45944
ZCTA5 57363,55714
ZCTA5 57364,-
ZCTA5 57365,52031
ZCTA5 57366,55208
ZCTA5 57367,61806
ZCTA5 57368,58333
ZCTA5 57369,48487
ZCTA5 57370,46719
ZCTA5 57371,51667
ZCTA5 57373,63750
ZCTA5 57374,56250
ZCTA5 57375,51382
ZCTA5 57376,41202
ZCTA5 57379,40000
ZCTA5 57380,39667
ZCTA5 57381,53625
ZCTA5 57382,48138
ZCTA5 57383,60052
ZCTA5 57384,80500
ZCTA5 57385,50375
ZCTA5 57386,78750
ZCTA5 57401,52059
ZCTA5 57420,51875
ZCTA5 57421,51094
ZCTA5 57422,44327
ZCTA5 57424,63750
ZCTA5 57426,-
ZCTA5 57427,105750
ZCTA5 57428,56875
ZCTA5 57429,41875
ZCTA5 57430,66061
ZCTA5 57432,75382
ZCTA5 57433,48214
ZCTA5 57434,75833
ZCTA5 57435,40000
ZCTA5 57436,55179
ZCTA5 57437,38214
ZCTA5 57438,44539
ZCTA5 57439,-
ZCTA5 57440,53750
ZCTA5 57441,60417
ZCTA5 57442,51985
ZCTA5 57445,65786
ZCTA5 57446,56442
ZCTA5 57448,48125
ZCTA5 57449,86042
ZCTA5 57450,55370
ZCTA5 57451,71722
ZCTA5 57452,30417
ZCTA5 57454,60455
ZCTA5 57455,50833
ZCTA5 57456,50050
ZCTA5 57457,89375
ZCTA5 57460,55714
ZCTA5 57461,63625
ZCTA5 57465,75938
ZCTA5 57466,46719
ZCTA5 57467,45625
ZCTA5 57468,55938
ZCTA5 57469,48711
ZCTA5 57470,71042
ZCTA5 57471,52321
ZCTA5 57472,57750
ZCTA5 57473,47917
ZCTA5 57474,59250
ZCTA5 57475,-
ZCTA5 57476,59250
ZCTA5 57477,64167
ZCTA5 57479,85000
ZCTA5 57481,61333
ZCTA5 57501,59921
ZCTA5 57520,61000
ZCTA5 57521,36000
ZCTA5 57522,59500
ZCTA5 57523,45625
ZCTA5 57528,46250
ZCTA5 57529,57841
ZCTA5 57531,42500
ZCTA5 57532,62888
ZCTA5 57533,41032
ZCTA5 57534,77875
ZCTA5 57536,47625
ZCTA5 57537,76250
ZCTA5 57538,49886
ZCTA5 57540,-
ZCTA5 57541,36000
ZCTA5 57543,53448
ZCTA5 57544,57500
ZCTA5 57547,31750
ZCTA5 57548,34464
ZCTA5 57551,46667
ZCTA5 57552,38100
ZCTA5 57553,38750
ZCTA5 57555,30217
ZCTA5 57559,37188
ZCTA5 57560,-
ZCTA5 57562,44286
ZCTA5 57563,22417
ZCTA5 57564,61333
ZCTA5 57566,24531
ZCTA5 57567,38214
ZCTA5 57568,61696
ZCTA5 57569,45694
ZCTA5 57570,33500
ZCTA5 57571,-
ZCTA5 57572,19115
ZCTA5 57574,68250
ZCTA5 57576,36429
ZCTA5 57577,23750
ZCTA5 57579,29602
ZCTA5 57580,49094
ZCTA5 57584,58750
ZCTA5 57585,33750
ZCTA5 57601,43818
ZCTA5 57620,44250
ZCTA5 57621,16635
ZCTA5 57622,15417
ZCTA5 57623,45000
ZCTA5 57625,36349
ZCTA5 57626,56000
ZCTA5 57630,36250
ZCTA5 57631,73611
ZCTA5 57632,59205
ZCTA5 57633,56923
ZCTA5 57634,46908
ZCTA5 57636,23958
ZCTA5 57638,47760
ZCTA5 57639,16667
ZCTA5 57640,80809
ZCTA5 57641,41000
ZCTA5 57642,26250
ZCTA5 57644,57500
ZCTA5 57645,45313
ZCTA5 57646,51023
ZCTA5 57648,43393
ZCTA5 57649,70625
ZCTA5 57650,-
ZCTA5 57651,39063
ZCTA5 57652,28333
ZCTA5 57656,47614
ZCTA5 57657,70833
ZCTA5 57658,23000
ZCTA5 57660,57500
ZCTA5 57661,69167
ZCTA5 57701,41927
ZCTA5 57702,68332
ZCTA5 57703,57018
ZCTA5 57706,44966
ZCTA5 57714,33702
ZCTA5 57716,60729
ZCTA5 57717,43442
ZCTA5 57718,63750
ZCTA5 57719,50388
ZCTA5 57720,63750
ZCTA5 57722,71161
ZCTA5 57724,43929
ZCTA5 57725,46691
ZCTA5 57730,49871
ZCTA5 57732,53365
ZCTA5 57735,37426
ZCTA5 57738,41157
ZCTA5 57741,-
ZCTA5 57744,56474
ZCTA5 57745,58182
ZCTA5 57747,52405
ZCTA5 57748,62188
ZCTA5 57750,51500
ZCTA5 57751,46346
ZCTA5 57752,32548
ZCTA5 57754,44365
ZCTA5 57755,-
ZCTA5 57756,-
ZCTA5 57758,-
ZCTA5 57759,35568
ZCTA5 57760,50662
ZCTA5 57761,71029
ZCTA5 57762,39792
ZCTA5 57763,53958
ZCTA5 57764,21250
ZCTA5 57766,-
ZCTA5 57767,60938
ZCTA5 57769,64224
ZCTA5 57770,32230
ZCTA5 57772,24073
ZCTA5 57773,75714
ZCTA5 57775,75909
ZCTA5 57776,-
ZCTA5 57779,-
ZCTA5 57780,108750
ZCTA5 57782,45417
ZCTA5 57783,46803
ZCTA5 57785,50711
ZCTA5 57787,41211
ZCTA5 57788,58375
ZCTA5 57790,61964
ZCTA5 57791,66328
ZCTA5 57792,104732
ZCTA5 57793,58963
ZCTA5 57794,13306
ZCTA5 57799,-
ZCTA5 58001,145313
ZCTA5 58002,53036
ZCTA5 58004,91250
ZCTA5 58005,102344
ZCTA5 58006,75625
ZCTA5 58007,56875
ZCTA5 58008,77500
ZCTA5 58009,-
ZCTA5 58011,69028
ZCTA5 58012,71094
ZCTA5 58013,53750
ZCTA5 58015,67813
ZCTA5 58016,80909
ZCTA5 58017,46528
ZCTA5 58018,115625
ZCTA5 58021,70625
ZCTA5 58027,61250
ZCTA5 58029,69250
ZCTA5 58030,59000
ZCTA5 58031,66625
ZCTA5 58032,52500
ZCTA5 58033,75147
ZCTA5 58035,50781
ZCTA5 58036,66250
ZCTA5 58038,85357
ZCTA5 58040,72407
ZCTA5 58041,66250
ZCTA5 58042,103571
ZCTA5 58043,-
ZCTA5 58045,63015
ZCTA5 58046,70417
ZCTA5 58047,103839
ZCTA5 58048,65893
ZCTA5 58049,68750
ZCTA5 58051,94087
ZCTA5 58052,71964
ZCTA5 58053,45833
ZCTA5 58054,61287
ZCTA5 58056,74375
ZCTA5 58057,66250
ZCTA5 58058,58875
ZCTA5 58059,80673
ZCTA5 58060,59653
ZCTA5 58061,76429
ZCTA5 58062,69167
ZCTA5 58063,55000
ZCTA5 58064,71563
ZCTA5 58065,43958
ZCTA5 58067,61042
ZCTA5 58068,64615
ZCTA5 58069,62292
ZCTA5 58071,52375
ZCTA5 58072,53150
ZCTA5 58075,55647
ZCTA5 58076,-
ZCTA5 58077,75066
ZCTA5 58078,77317
ZCTA5 58079,115156
ZCTA5 58081,68250
ZCTA5 58102,45407
ZCTA5 58103,42696
ZCTA5 58104,72978
ZCTA5 58105,-
ZCTA5 58201,52872
ZCTA5 58202,-
ZCTA5 58203,42807
ZCTA5 58204,50425
ZCTA5 58205,-
ZCTA5 58210,47054
ZCTA5 58212,48917
ZCTA5 58214,54750
ZCTA5 58216,49107
ZCTA5 58218,84583
ZCTA5 58219,-
ZCTA5 58220,60139
ZCTA5 58222,53750
ZCTA5 58223,50938
ZCTA5 58224,76042
ZCTA5 58225,68958
ZCTA5 58227,67431
ZCTA5 58228,64844
ZCTA5 58229,61250
ZCTA5 58230,58864
ZCTA5 58231,55000
ZCTA5 58233,64375
ZCTA5 58235,61250
ZCTA5 58237,46857
ZCTA5 58238,67250
ZCTA5 58239,130938
ZCTA5 58240,54583
ZCTA5 58241,66016
ZCTA5 58243,52250
ZCTA5 58244,67167
ZCTA5 58249,65987
ZCTA5 58250,64375
ZCTA5 58251,53512
ZCTA5 58254,48750
ZCTA5 58256,81875
ZCTA5 58257,48583
ZCTA5 58258,71250
ZCTA5 58259,55625
ZCTA5 58260,79028
ZCTA5 58261,60885
ZCTA5 58262,52344
ZCTA5 58265,73750
ZCTA5 58266,60000
ZCTA5 58267,46250
ZCTA5 58269,37917
ZCTA5 58270,42273
ZCTA5 58271,73889
ZCTA5 58272,63750
ZCTA5 58273,46875
ZCTA5 58274,82143
ZCTA5 58275,76500
ZCTA5 58276,58750
ZCTA5 58277,57500
ZCTA5 58278,94167
ZCTA5 58281,99583
ZCTA5 58282,56319
ZCTA5 58301,54619
ZCTA5 58311,51719
ZCTA5 58316,29618
ZCTA5 58317,74250
ZCTA5 58318,57123
ZCTA5 58321,47292
ZCTA5 58323,-
ZCTA5 58324,52386
ZCTA5 58325,-
ZCTA5 58327,82000
ZCTA5 58329,31375
ZCTA5 58330,55625
ZCTA5 58331,-
ZCTA5 58332,80000
ZCTA5 58335,25714
ZCTA5 58338,85833
ZCTA5 58339,250000
ZCTA5 58341,50909
ZCTA5 58343,76000
ZCTA5 58344,60039
ZCTA5 58345,37083
ZCTA5 58346,50294
ZCTA5 58348,60313
ZCTA5 58351,60833
ZCTA5 58352,58750
ZCTA5 58353,-
ZCTA5 58355,98750
ZCTA5 58356,51167
ZCTA5 58357,58906
ZCTA5 58361,60500
ZCTA5 58362,-
ZCTA5 58363,88882
ZCTA5 58365,61250
ZCTA5 58366,48438
ZCTA5 58367,40833
ZCTA5 58368,44063
ZCTA5 58369,43750
ZCTA5 58370,35833
ZCTA5 58372,98125
ZCTA5 58374,51250
ZCTA5 58377,64250
ZCTA5 58379,36750
ZCTA5 58380,46563
ZCTA5 58381,63906
ZCTA5 58382,63214
ZCTA5 58384,55938
ZCTA5 58385,72917
ZCTA5 58386,71250
ZCTA5 58401,55379
ZCTA5 58402,-
ZCTA5 58405,-
ZCTA5 58413,45667
ZCTA5 58415,83750
ZCTA5 58416,49375
ZCTA5 58418,33125
ZCTA5 58420,93500
ZCTA5 58421,60265
ZCTA5 58422,83250
ZCTA5 58423,45417
ZCTA5 58424,60357
ZCTA5 58425,54896
ZCTA5 58426,89091
ZCTA5 58428,66786
ZCTA5 58429,37375
ZCTA5 58430,71375
ZCTA5 58431,58750
ZCTA5 58433,62031
ZCTA5 58436,48565
ZCTA5 58438,58472
ZCTA5 58439,78083
ZCTA5 58440,56750
ZCTA5 58441,74464
ZCTA5 58442,46591
ZCTA5 58443,50417
ZCTA5 58444,50962
ZCTA5 58445,56111
ZCTA5 58448,35341
ZCTA5 58451,73750
ZCTA5 58452,-
ZCTA5 58454,50208
ZCTA5 58455,55000
ZCTA5 58456,65500
