zipcode_label,median_income
ZCTA5 18371,115766
ZCTA5 18372,46437
ZCTA5 18403,54172
ZCTA5 18405,59688
ZCTA5 18407,40165
ZCTA5 18411,72366
ZCTA5 18413,15795
ZCTA5 18414,71429
ZCTA5 18415,58500
ZCTA5 18417,54750
ZCTA5 18419,55464
ZCTA5 18420,48750
ZCTA5 18421,48547
ZCTA5 18424,59661
ZCTA5 18425,50000
ZCTA5 18426,47477
ZCTA5 18427,-
ZCTA5 18428,57276
ZCTA5 18430,-
ZCTA5 18431,45263
ZCTA5 18433,52647
ZCTA5 18434,41714
ZCTA5 18435,86500
ZCTA5 18436,51846
ZCTA5 18437,46250
ZCTA5 18438,63750
ZCTA5 18439,60536
ZCTA5 18441,28466
ZCTA5 18443,73594
ZCTA5 18444,68880
ZCTA5 18445,50446
ZCTA5 18446,52344
ZCTA5 18447,50582
ZCTA5 18451,71818
ZCTA5 18452,41904
ZCTA5 18453,46094
ZCTA5 18454,-
ZCTA5 18455,-
ZCTA5 18456,41250
ZCTA5 18457,-
ZCTA5 18458,60143
ZCTA5 18459,-
ZCTA5 18460,67019
ZCTA5 18461,51250
ZCTA5 18462,61597
ZCTA5 18463,71071
ZCTA5 18464,57125
ZCTA5 18465,48828
ZCTA5 18466,58387
ZCTA5 18469,75156
ZCTA5 18470,71364
ZCTA5 18471,87188
ZCTA5 18472,55495
ZCTA5 18473,44196
ZCTA5 18503,14212
ZCTA5 18504,40420
ZCTA5 18505,39943
ZCTA5 18507,57735
ZCTA5 18508,33714
ZCTA5 18509,47043
ZCTA5 18510,35601
ZCTA5 18512,49714
ZCTA5 18517,43963
ZCTA5 18518,49183
ZCTA5 18519,42672
ZCTA5 18602,126875
ZCTA5 18603,45865
ZCTA5 18610,57944
ZCTA5 18612,68851
ZCTA5 18614,44301
ZCTA5 18615,56667
ZCTA5 18616,57888
ZCTA5 18617,38458
ZCTA5 18618,63689
ZCTA5 18619,48125
ZCTA5 18621,55483
ZCTA5 18622,22391
ZCTA5 18623,49631
ZCTA5 18624,56544
ZCTA5 18625,47381
ZCTA5 18626,62656
ZCTA5 18628,27813
ZCTA5 18629,54118
ZCTA5 18630,55440
ZCTA5 18631,43393
ZCTA5 18632,40625
ZCTA5 18634,41538
ZCTA5 18635,50750
ZCTA5 18636,58636
ZCTA5 18640,45179
ZCTA5 18641,58922
ZCTA5 18642,54635
ZCTA5 18643,51105
ZCTA5 18644,58372
ZCTA5 18651,39447
ZCTA5 18653,80417
ZCTA5 18655,54041
ZCTA5 18656,57803
ZCTA5 18657,59684
ZCTA5 18660,57619
ZCTA5 18661,55795
ZCTA5 18701,19375
ZCTA5 18702,37966
ZCTA5 18704,51040
ZCTA5 18705,45492
ZCTA5 18706,43547
ZCTA5 18707,78798
ZCTA5 18708,81453
ZCTA5 18709,40086
ZCTA5 18801,56522
ZCTA5 18810,46550
ZCTA5 18812,70000
ZCTA5 18814,56136
ZCTA5 18816,77727
ZCTA5 18817,73750
ZCTA5 18818,50804
ZCTA5 18821,40714
ZCTA5 18822,42476
ZCTA5 18823,70250
ZCTA5 18824,56484
ZCTA5 18825,54500
ZCTA5 18826,69792
ZCTA5 18828,38875
ZCTA5 18829,49444
ZCTA5 18830,55063
ZCTA5 18831,50250
ZCTA5 18832,56033
ZCTA5 18833,50531
ZCTA5 18834,48158
ZCTA5 18837,53819
ZCTA5 18840,47432
ZCTA5 18842,48000
ZCTA5 18843,51875
ZCTA5 18844,62951
ZCTA5 18845,52422
ZCTA5 18846,56944
ZCTA5 18847,44844
ZCTA5 18848,47500
ZCTA5 18850,51964
ZCTA5 18851,48021
ZCTA5 18853,61250
ZCTA5 18854,48750
ZCTA5 18901,93071
ZCTA5 18902,134180
ZCTA5 18912,113975
ZCTA5 18913,-
ZCTA5 18914,103158
ZCTA5 18915,81458
ZCTA5 18917,53487
ZCTA5 18920,79875
ZCTA5 18923,133125
ZCTA5 18925,141125
ZCTA5 18929,127188
ZCTA5 18930,84511
ZCTA5 18932,87692
ZCTA5 18935,-
ZCTA5 18936,-
ZCTA5 18938,106464
ZCTA5 18940,118488
ZCTA5 18942,82750
ZCTA5 18944,80787
ZCTA5 18947,96194
ZCTA5 18950,-
ZCTA5 18951,66463
ZCTA5 18954,127183
ZCTA5 18955,75202
ZCTA5 18960,71395
ZCTA5 18962,65375
ZCTA5 18964,77566
ZCTA5 18966,92377
ZCTA5 18969,73144
ZCTA5 18970,78438
ZCTA5 18972,73705
ZCTA5 18974,74234
ZCTA5 18976,94958
ZCTA5 18977,130536
ZCTA5 18980,85250
ZCTA5 19001,79342
ZCTA5 19002,102091
ZCTA5 19003,88558
ZCTA5 19004,111907
ZCTA5 19006,97244
ZCTA5 19007,47702
ZCTA5 19008,88594
ZCTA5 19009,93750
ZCTA5 19010,101577
ZCTA5 19012,93333
ZCTA5 19013,29976
ZCTA5 19014,81583
ZCTA5 19015,60536
ZCTA5 19017,73438
ZCTA5 19018,56634
ZCTA5 19020,61157
ZCTA5 19021,53342
ZCTA5 19022,39095
ZCTA5 19023,42515
ZCTA5 19025,126705
ZCTA5 19026,68509
ZCTA5 19027,67978
ZCTA5 19029,50230
ZCTA5 19030,66110
ZCTA5 19031,100677
ZCTA5 19032,60478
ZCTA5 19033,77766
ZCTA5 19034,117419
ZCTA5 19035,195862
ZCTA5 19036,59668
ZCTA5 19038,90035
ZCTA5 19040,76208
ZCTA5 19041,108750
ZCTA5 19043,67668
ZCTA5 19044,76888
ZCTA5 19046,92944
ZCTA5 19047,89038
ZCTA5 19050,52929
ZCTA5 19053,80376
ZCTA5 19054,74114
ZCTA5 19055,74164
ZCTA5 19056,70605
ZCTA5 19057,66635
ZCTA5 19060,132987
ZCTA5 19061,58304
ZCTA5 19063,95118
ZCTA5 19064,106934
ZCTA5 19066,198828
ZCTA5 19067,103923
ZCTA5 19070,70024
ZCTA5 19072,118333
ZCTA5 19073,96642
ZCTA5 19074,75928
ZCTA5 19075,95104
ZCTA5 19076,61754
ZCTA5 19078,71281
ZCTA5 19079,43809
ZCTA5 19081,101250
ZCTA5 19082,41330
ZCTA5 19083,99292
ZCTA5 19085,193375
ZCTA5 19086,104844
ZCTA5 19087,131623
ZCTA5 19090,68344
ZCTA5 19094,63750
ZCTA5 19095,78146
ZCTA5 19096,130192
ZCTA5 19102,99167
ZCTA5 19103,70638
ZCTA5 19104,25005
ZCTA5 19106,106823
ZCTA5 19107,49776
ZCTA5 19109,-
ZCTA5 19111,46214
ZCTA5 19112,-
ZCTA5 19113,40833
ZCTA5 19114,56785
ZCTA5 19115,50810
ZCTA5 19116,51267
ZCTA5 19118,82712
ZCTA5 19119,56018
ZCTA5 19120,33117
ZCTA5 19121,17482
ZCTA5 19122,32284
ZCTA5 19123,60400
ZCTA5 19124,31219
ZCTA5 19125,56508
ZCTA5 19126,37819
ZCTA5 19127,66325
ZCTA5 19128,67530
ZCTA5 19129,50162
ZCTA5 19130,76464
ZCTA5 19131,32873
ZCTA5 19132,18918
ZCTA5 19133,15232
ZCTA5 19134,27546
ZCTA5 19135,43192
ZCTA5 19136,45570
ZCTA5 19137,52376
ZCTA5 19138,37842
ZCTA5 19139,26804
ZCTA5 19140,18557
ZCTA5 19141,28398
ZCTA5 19142,29581
ZCTA5 19143,32741
ZCTA5 19144,29505
ZCTA5 19145,39374
ZCTA5 19146,58784
ZCTA5 19147,73231
ZCTA5 19148,49469
ZCTA5 19149,41599
ZCTA5 19150,44764
ZCTA5 19151,47287
ZCTA5 19152,50159
ZCTA5 19153,41063
ZCTA5 19154,61892
ZCTA5 19301,93211
ZCTA5 19310,62137
ZCTA5 19311,97500
ZCTA5 19312,123587
ZCTA5 19316,-
ZCTA5 19317,130500
ZCTA5 19319,-
ZCTA5 19320,69770
ZCTA5 19330,77750
ZCTA5 19333,111892
ZCTA5 19335,102842
ZCTA5 19341,96929
ZCTA5 19342,101188
ZCTA5 19343,121849
ZCTA5 19344,63906
ZCTA5 19345,-
ZCTA5 19348,91929
ZCTA5 19350,120068
ZCTA5 19352,120946
ZCTA5 19355,113441
ZCTA5 19358,49760
ZCTA5 19362,67727
ZCTA5 19363,70380
ZCTA5 19365,68469
ZCTA5 19367,-
ZCTA5 19372,90920
ZCTA5 19373,144583
ZCTA5 19374,-
ZCTA5 19375,-
ZCTA5 19380,94231
ZCTA5 19382,94920
ZCTA5 19383,-
ZCTA5 19390,80363
ZCTA5 19401,49329
ZCTA5 19403,80881
ZCTA5 19405,51288
ZCTA5 19406,84868
ZCTA5 19422,117488
ZCTA5 19425,148730
ZCTA5 19426,116584
ZCTA5 19428,84360
ZCTA5 19435,125924
ZCTA5 19436,49107
ZCTA5 19437,225598
ZCTA5 19438,97782
ZCTA5 19440,71125
ZCTA5 19442,-
ZCTA5 19444,115156
ZCTA5 19446,81712
ZCTA5 19453,59896
ZCTA5 19454,92137
ZCTA5 19456,104688
ZCTA5 19457,-
ZCTA5 19460,91332
ZCTA5 19462,96159
ZCTA5 19464,56528
ZCTA5 19465,83513
ZCTA5 19468,77694
ZCTA5 19472,-
ZCTA5 19473,93497
ZCTA5 19474,-
ZCTA5 19475,71493
ZCTA5 19477,-
ZCTA5 19492,24758
ZCTA5 19501,68804
ZCTA5 19503,69167
ZCTA5 19504,80819
ZCTA5 19505,71904
ZCTA5 19506,72961
ZCTA5 19507,61786
ZCTA5 19508,73808
ZCTA5 19510,80039
ZCTA5 19511,86406
ZCTA5 19512,61989
ZCTA5 19518,89036
ZCTA5 19519,-
ZCTA5 19520,76228
ZCTA5 19522,71011
ZCTA5 19523,51250
ZCTA5 19525,95220
ZCTA5 19526,56968
ZCTA5 19529,65455
ZCTA5 19530,62548
ZCTA5 19533,70483
ZCTA5 19534,56190
ZCTA5 19535,-
ZCTA5 19536,58413
ZCTA5 19538,-
ZCTA5 19539,60061
ZCTA5 19540,75394
ZCTA5 19541,69929
ZCTA5 19542,-
ZCTA5 19543,88456
ZCTA5 19544,36597
ZCTA5 19545,61128
ZCTA5 19547,75703
ZCTA5 19549,46071
ZCTA5 19550,52250
ZCTA5 19551,75682
ZCTA5 19554,63864
ZCTA5 19555,65765
ZCTA5 19559,52386
ZCTA5 19560,63868
ZCTA5 19562,60609
ZCTA5 19564,82823
ZCTA5 19565,70153
ZCTA5 19567,60792
ZCTA5 19601,26192
ZCTA5 19602,24992
ZCTA5 19604,34781
ZCTA5 19605,63766
ZCTA5 19606,68233
ZCTA5 19607,58997
ZCTA5 19608,80697
ZCTA5 19609,63645
ZCTA5 19610,74868
ZCTA5 19611,37624
ZCTA5 19701,86033
ZCTA5 19702,74668
ZCTA5 19703,55991
ZCTA5 19706,57292
ZCTA5 19707,123657
ZCTA5 19709,101603
ZCTA5 19710,-
ZCTA5 19711,73136
ZCTA5 19713,54273
ZCTA5 19716,-
ZCTA5 19717,-
ZCTA5 19720,59348
ZCTA5 19730,93276
ZCTA5 19731,36875
ZCTA5 19732,-
ZCTA5 19733,100764
ZCTA5 19734,88883
ZCTA5 19735,-
ZCTA5 19736,-
ZCTA5 19801,25097
ZCTA5 19802,40817
ZCTA5 19803,100729
ZCTA5 19804,53196
ZCTA5 19805,42418
ZCTA5 19806,65417
ZCTA5 19807,126031
ZCTA5 19808,70601
ZCTA5 19809,68171
ZCTA5 19810,86719
ZCTA5 19901,47874
ZCTA5 19902,-
ZCTA5 19904,59799
ZCTA5 19930,84681
ZCTA5 19931,61250
ZCTA5 19933,50733
ZCTA5 19934,69306
ZCTA5 19936,26389
ZCTA5 19938,64738
ZCTA5 19939,60147
ZCTA5 19940,49221
ZCTA5 19941,48973
ZCTA5 19943,51960
ZCTA5 19944,67228
ZCTA5 19945,50911
ZCTA5 19946,50885
ZCTA5 19947,51782
ZCTA5 19950,51195
ZCTA5 19951,81302
ZCTA5 19952,49411
ZCTA5 19953,59487
ZCTA5 19954,52656
ZCTA5 19955,-
ZCTA5 19956,49904
ZCTA5 19958,68576
ZCTA5 19960,52977
ZCTA5 19962,70704
ZCTA5 19963,58422
ZCTA5 19964,58800
ZCTA5 19966,55245
ZCTA5 19967,65536
ZCTA5 19968,61612
ZCTA5 19970,70742
ZCTA5 19971,69018
ZCTA5 19973,51401
ZCTA5 19975,52674
ZCTA5 19977,60940
ZCTA5 19979,56667
ZCTA5 20001,100447
ZCTA5 20002,82022
ZCTA5 20003,118607
ZCTA5 20004,144583
ZCTA5 20005,94506
ZCTA5 20006,40000
ZCTA5 20007,123154
ZCTA5 20008,120342
ZCTA5 20009,102941
ZCTA5 20010,81106
ZCTA5 20011,65327
ZCTA5 20012,87824
ZCTA5 20015,158401
ZCTA5 20016,140545
ZCTA5 20017,76502
ZCTA5 20018,63764
ZCTA5 20019,35487
ZCTA5 20020,34508
ZCTA5 20024,75696
ZCTA5 20032,35047
ZCTA5 20036,80977
ZCTA5 20037,80133
ZCTA5 20045,-
ZCTA5 20052,-
ZCTA5 20053,-
ZCTA5 20057,-
ZCTA5 20064,-
ZCTA5 20105,143204
ZCTA5 20106,80117
ZCTA5 20109,67891
ZCTA5 20110,79798
ZCTA5 20111,88100
ZCTA5 20112,138801
ZCTA5 20115,100332
ZCTA5 20117,84674
ZCTA5 20118,-
ZCTA5 20119,85875
ZCTA5 20120,116593
ZCTA5 20121,89330
ZCTA5 20124,176829
ZCTA5 20129,215333
ZCTA5 20130,58594
ZCTA5 20132,132998
ZCTA5 20135,78160
ZCTA5 20136,135426
ZCTA5 20137,134176
ZCTA5 20139,-
ZCTA5 20141,147516
ZCTA5 20143,153750
ZCTA5 20144,115750
ZCTA5 20147,125508
ZCTA5 20148,167083
ZCTA5 20151,121086
ZCTA5 20152,151230
ZCTA5 20155,128811
ZCTA5 20158,146096
ZCTA5 20164,92279
ZCTA5 20165,135250
ZCTA5 20166,98979
ZCTA5 20169,141488
ZCTA5 20170,119911
ZCTA5 20171,142349
ZCTA5 20175,122087
ZCTA5 20176,125702
ZCTA5 20180,122424
ZCTA5 20181,123594
ZCTA5 20184,-
ZCTA5 20186,79944
ZCTA5 20187,123154
ZCTA5 20190,107117
ZCTA5 20191,111074
ZCTA5 20194,129365
ZCTA5 20197,162188
ZCTA5 20198,95701
ZCTA5 20202,-
ZCTA5 20204,-
ZCTA5 20228,-
ZCTA5 20230,-
ZCTA5 20240,-
ZCTA5 20245,-
ZCTA5 20260,-
ZCTA5 20307,-
ZCTA5 20317,30667
ZCTA5 20319,-
ZCTA5 20373,-
ZCTA5 20390,-
ZCTA5 20405,-
ZCTA5 20418,-
ZCTA5 20427,-
ZCTA5 20506,-
ZCTA5 20510,-
ZCTA5 20520,-
ZCTA5 20535,-
ZCTA5 20540,-
ZCTA5 20551,-
ZCTA5 20553,-
ZCTA5 20560,-
ZCTA5 20565,-
ZCTA5 20566,-
ZCTA5 20593,-
ZCTA5 20601,101081
ZCTA5 20602,79806
ZCTA5 20603,108384
ZCTA5 20606,-
ZCTA5 20607,121524
ZCTA5 20608,58750
ZCTA5 20609,44009
ZCTA5 20611,91071
ZCTA5 20612,-
ZCTA5 20613,111939
ZCTA5 20615,155481
ZCTA5 20616,88384
ZCTA5 20617,69100
ZCTA5 20618,69861
ZCTA5 20619,94682
ZCTA5 20620,79091
ZCTA5 20621,67727
ZCTA5 20622,91458
ZCTA5 20623,134257
ZCTA5 20624,87829
ZCTA5 20625,-
ZCTA5 20626,70781
ZCTA5 20628,155125
ZCTA5 20629,91375
ZCTA5 20630,99792
ZCTA5 20632,64946
ZCTA5 20634,81818
ZCTA5 20636,103851
ZCTA5 20637,124806
ZCTA5 20639,131350
ZCTA5 20640,65940
ZCTA5 20645,122083
ZCTA5 20646,98737
ZCTA5 20650,100569
ZCTA5 20653,69845
ZCTA5 20657,89660
ZCTA5 20658,70000
ZCTA5 20659,96093
ZCTA5 20660,-
ZCTA5 20662,75638
ZCTA5 20664,79375
ZCTA5 20667,-
ZCTA5 20670,59318
ZCTA5 20674,49737
ZCTA5 20675,79808
ZCTA5 20676,111250
ZCTA5 20677,109125
ZCTA5 20678,88822
ZCTA5 20680,69375
ZCTA5 20684,123281
ZCTA5 20685,94858
ZCTA5 20686,-
ZCTA5 20687,83077
ZCTA5 20688,85417
ZCTA5 20689,102396
ZCTA5 20690,91944
ZCTA5 20692,83724
ZCTA5 20693,130313
ZCTA5 20695,101310
ZCTA5 20701,-
ZCTA5 20705,82351
ZCTA5 20706,74700
ZCTA5 20707,78183
ZCTA5 20708,68673
ZCTA5 20710,43456
ZCTA5 20711,71912
ZCTA5 20712,51592
ZCTA5 20714,91851
ZCTA5 20715,110750
ZCTA5 20716,96492
ZCTA5 20720,138636
ZCTA5 20721,123923
ZCTA5 20722,72283
ZCTA5 20723,109230
ZCTA5 20724,93410
ZCTA5 20732,98782
ZCTA5 20733,100086
ZCTA5 20735,104925
ZCTA5 20736,137731
ZCTA5 20737,61286
ZCTA5 20740,63369
ZCTA5 20742,-
ZCTA5 20743,60942
ZCTA5 20744,96598
ZCTA5 20745,56033
ZCTA5 20746,64762
ZCTA5 20747,60583
ZCTA5 20748,66421
ZCTA5 20751,96319
ZCTA5 20754,100625
ZCTA5 20755,70858
ZCTA5 20758,122604
ZCTA5 20759,155590
ZCTA5 20762,72862
ZCTA5 20763,65521
ZCTA5 20764,91944
ZCTA5 20765,66000
ZCTA5 20769,145575
ZCTA5 20770,69601
ZCTA5 20772,104743
ZCTA5 20774,95560
ZCTA5 20776,89190
ZCTA5 20777,166719
ZCTA5 20778,85714
ZCTA5 20779,111375
ZCTA5 20781,74241
ZCTA5 20782,65622
ZCTA5 20783,63366
ZCTA5 20784,64969
ZCTA5 20785,67056
ZCTA5 20794,89234
ZCTA5 20812,192500
ZCTA5 20814,120632
ZCTA5 20815,150313
ZCTA5 20816,192066
ZCTA5 20817,185135
ZCTA5 20818,139904
ZCTA5 20832,128475
ZCTA5 20833,153919
ZCTA5 20837,143828
ZCTA5 20838,114375
ZCTA5 20839,178661
ZCTA5 20841,166646
ZCTA5 20842,97019
ZCTA5 20850,104515
ZCTA5 20851,85047
ZCTA5 20852,94378
ZCTA5 20853,110364
ZCTA5 20854,203952
ZCTA5 20855,127948
ZCTA5 20860,91473
ZCTA5 20861,250000
ZCTA5 20862,145417
ZCTA5 20866,103802
ZCTA5 20868,209145
ZCTA5 20871,125649
ZCTA5 20872,115351
ZCTA5 20874,86718
ZCTA5 20876,95338
ZCTA5 20877,66988
ZCTA5 20878,120149
ZCTA5 20879,92694
ZCTA5 20880,113125
ZCTA5 20882,152771
ZCTA5 20886,78253
ZCTA5 20895,136433
ZCTA5 20896,191875
ZCTA5 20899,24813
ZCTA5 20901,103830
ZCTA5 20902,87244
ZCTA5 20903,63106
ZCTA5 20904,81277
ZCTA5 20905,117296
ZCTA5 20906,70929
ZCTA5 20910,81429
ZCTA5 20912,73901
ZCTA5 21001,60489
ZCTA5 21005,73333
ZCTA5 21009,85961
ZCTA5 21010,73500
ZCTA5 21012,117019
ZCTA5 21013,138111
ZCTA5 21014,85798
ZCTA5 21015,104174
ZCTA5 21017,79044
ZCTA5 21028,106667
ZCTA5 21029,182045
ZCTA5 21030,68104
ZCTA5 21031,-
ZCTA5 21032,123524
ZCTA5 21034,77295
ZCTA5 21035,146116
ZCTA5 21036,136667
ZCTA5 21037,108444
ZCTA5 21040,55000
ZCTA5 21042,151354
ZCTA5 21043,114816
ZCTA5 21044,104018
ZCTA5 21045,99431
ZCTA5 21046,101990
ZCTA5 21047,104477
ZCTA5 21048,111094
ZCTA5 21050,103438
ZCTA5 21051,112292
ZCTA5 21052,85500
ZCTA5 21053,96488
ZCTA5 21054,105455
ZCTA5 21056,170966
ZCTA5 21057,120357
ZCTA5 21060,69388
ZCTA5 21061,65321
ZCTA5 21071,159318
ZCTA5 21074,80571
ZCTA5 21075,102165
ZCTA5 21076,117621
ZCTA5 21077,122830
ZCTA5 21078,76416
ZCTA5 21082,116667
ZCTA5 21084,99219
ZCTA5 21085,75031
ZCTA5 21087,106583
ZCTA5 21090,93485
ZCTA5 21093,91627
ZCTA5 21102,86909
ZCTA5 21104,134291
ZCTA5 21105,-
ZCTA5 21108,122953
ZCTA5 21111,122730
ZCTA5 21113,97419
ZCTA5 21114,117250
ZCTA5 21117,79278
ZCTA5 21120,104864
ZCTA5 21122,93598
ZCTA5 21128,97551
ZCTA5 21130,56276
ZCTA5 21131,124792
ZCTA5 21132,109219
ZCTA5 21133,78122
ZCTA5 21136,77414
ZCTA5 21140,118958
ZCTA5 21144,99823
ZCTA5 21146,131189
ZCTA5 21152,93510
ZCTA5 21153,-
ZCTA5 21154,82456
ZCTA5 21155,99583
ZCTA5 21156,95417
ZCTA5 21157,77227
ZCTA5 21158,86663
ZCTA5 21160,76886
ZCTA5 21161,99524
ZCTA5 21162,101250
ZCTA5 21163,135214
ZCTA5 21201,33877
ZCTA5 21202,44656
ZCTA5 21204,81086
ZCTA5 21205,28675
ZCTA5 21206,50975
ZCTA5 21207,59013
ZCTA5 21208,72612
ZCTA5 21209,78900
ZCTA5 21210,93203
ZCTA5 21211,63733
ZCTA5 21212,73244
ZCTA5 21213,34917
ZCTA5 21214,65792
ZCTA5 21215,36500
ZCTA5 21216,37314
ZCTA5 21217,28116
ZCTA5 21218,43352
ZCTA5 21219,80815
ZCTA5 21220,64139
ZCTA5 21221,53215
ZCTA5 21222,50644
ZCTA5 21223,26899
ZCTA5 21224,65501
ZCTA5 21225,41904
ZCTA5 21226,73438
ZCTA5 21227,64692
ZCTA5 21228,85837
ZCTA5 21229,47422
ZCTA5 21230,73762
ZCTA5 21231,69979
ZCTA5 21234,61748
ZCTA5 21236,77532
ZCTA5 21237,64758
ZCTA5 21239,52811
ZCTA5 21240,-
ZCTA5 21244,65846
ZCTA5 21250,-
ZCTA5 21251,-
ZCTA5 21252,-
ZCTA5 21286,81197
ZCTA5 21401,95244
ZCTA5 21402,73438
ZCTA5 21403,90818
ZCTA5 21405,104408
ZCTA5 21409,114311
ZCTA5 21502,41667
ZCTA5 21520,51037
ZCTA5 21521,40923
ZCTA5 21522,71250
ZCTA5 21523,35966
ZCTA5 21524,44667
ZCTA5 21529,51625
ZCTA5 21530,45000
ZCTA5 21531,43958
ZCTA5 21532,43622
ZCTA5 21536,52786
ZCTA5 21538,34861
ZCTA5 21539,52561
ZCTA5 21540,31875
ZCTA5 21541,46250
ZCTA5 21542,39728
ZCTA5 21543,48295
ZCTA5 21545,47135
ZCTA5 21550,46197
ZCTA5 21555,55250
ZCTA5 21557,41250
ZCTA5 21561,52361
ZCTA5 21562,41306
ZCTA5 21601,57706
ZCTA5 21607,98333
ZCTA5 21610,50313
ZCTA5 21612,78750
ZCTA5 21613,45133
ZCTA5 21617,98352
ZCTA5 21619,83718
ZCTA5 21620,59534
ZCTA5 21622,60536
ZCTA5 21623,70795
ZCTA5 21624,-
ZCTA5 21625,79615
ZCTA5 21626,70682
ZCTA5 21627,-
ZCTA5 21628,39353
ZCTA5 21629,60179
ZCTA5 21631,67356
ZCTA5 21632,41286
ZCTA5 21634,30313
ZCTA5 21635,73214
ZCTA5 21636,77833
ZCTA5 21638,95417
ZCTA5 21639,52750
ZCTA5 21640,51938
ZCTA5 21641,-
ZCTA5 21643,59048
ZCTA5 21644,73480
ZCTA5 21645,76615
ZCTA5 21647,78750
ZCTA5 21648,46458
ZCTA5 21649,39695
ZCTA5 21650,56875
ZCTA5 21651,58690
ZCTA5 21652,127639
ZCTA5 21653,107589
ZCTA5 21654,72625
ZCTA5 21655,63174
ZCTA5 21657,96875
ZCTA5 21658,107981
ZCTA5 21659,50625
ZCTA5 21660,49297
ZCTA5 21661,46250
ZCTA5 21662,66250
ZCTA5 21663,73516
ZCTA5 21664,37361
ZCTA5 21665,89375
ZCTA5 21666,100263
ZCTA5 21667,90625
ZCTA5 21668,62833
ZCTA5 21669,75625
ZCTA5 21671,59934
ZCTA5 21672,42917
ZCTA5 21673,77778
ZCTA5 21675,41765
ZCTA5 21676,60000
ZCTA5 21677,58125
ZCTA5 21678,45057
ZCTA5 21679,91991
ZCTA5 21701,77967
ZCTA5 21702,73834
ZCTA5 21703,77999
ZCTA5 21704,126514
ZCTA5 21705,-
ZCTA5 21710,115809
ZCTA5 21711,64808
ZCTA5 21713,73055
ZCTA5 21714,73448
ZCTA5 21716,77845
ZCTA5 21717,-
ZCTA5 21718,69107
ZCTA5 21719,53523
ZCTA5 21722,61625
ZCTA5 21723,92333
ZCTA5 21727,70469
ZCTA5 21733,83500
ZCTA5 21734,37401
ZCTA5 21737,187391
ZCTA5 21738,189833
ZCTA5 21740,47099
ZCTA5 21742,65289
ZCTA5 21746,-
ZCTA5 21750,48235
ZCTA5 21754,124643
ZCTA5 21755,105766
ZCTA5 21756,87024
ZCTA5 21757,78514
ZCTA5 21758,69306
ZCTA5 21762,143438
ZCTA5 21766,36944
ZCTA5 21767,52027
ZCTA5 21769,120951
ZCTA5 21770,115875
ZCTA5 21771,120661
ZCTA5 21773,96000
ZCTA5 21774,119253
ZCTA5 21776,85882
ZCTA5 21777,108664
ZCTA5 21778,74643
ZCTA5 21779,118429
ZCTA5 21780,59597
ZCTA5 21781,-
ZCTA5 21782,70786
ZCTA5 21783,75588
ZCTA5 21784,108370
ZCTA5 21787,73297
ZCTA5 21788,70806
ZCTA5 21790,-
ZCTA5 21791,85305
ZCTA5 21793,82474
ZCTA5 21794,196618
ZCTA5 21795,57936
ZCTA5 21797,130677
ZCTA5 21798,91458
ZCTA5 21801,54711
ZCTA5 21802,-
ZCTA5 21804,49026
ZCTA5 21810,144329
ZCTA5 21811,65203
ZCTA5 21813,92841
ZCTA5 21814,56133
ZCTA5 21817,37052
ZCTA5 21821,36765
ZCTA5 21822,45230
ZCTA5 21824,30625
ZCTA5 21826,63266
ZCTA5 21829,61250
ZCTA5 21830,64500
ZCTA5 21835,78125
ZCTA5 21837,57212
ZCTA5 21838,54405
ZCTA5 21840,86818
ZCTA5 21841,78787
ZCTA5 21842,55481
ZCTA5 21849,54000
ZCTA5 21850,60893
ZCTA5 21851,40858
ZCTA5 21853,38518
ZCTA5 21856,46186
ZCTA5 21861,61250
ZCTA5 21862,-
ZCTA5 21863,51094
ZCTA5 21864,48421
ZCTA5 21865,130425
ZCTA5 21866,-
ZCTA5 21867,-
ZCTA5 21869,52273
ZCTA5 21871,51125
ZCTA5 21872,44362
ZCTA5 21874,47150
ZCTA5 21875,60634
ZCTA5 21890,-
ZCTA5 21901,71035
ZCTA5 21902,-
ZCTA5 21903,62300
ZCTA5 21904,81783
ZCTA5 21911,73324
ZCTA5 21912,70882
ZCTA5 21913,35217
ZCTA5 21914,79722
ZCTA5 21915,78060
ZCTA5 21916,-
ZCTA5 21917,83438
ZCTA5 21918,82188
ZCTA5 21919,71961
ZCTA5 21920,36400
ZCTA5 21921,67882
ZCTA5 21930,107784
ZCTA5 22003,99422
ZCTA5 22015,125940
ZCTA5 22025,114968
ZCTA5 22026,88509
ZCTA5 22027,211316
ZCTA5 22030,112911
ZCTA5 22031,110341
ZCTA5 22032,140139
ZCTA5 22033,110519
ZCTA5 22035,-
ZCTA5 22039,204063
ZCTA5 22041,70515
ZCTA5 22042,103119
ZCTA5 22043,114050
ZCTA5 22044,81042
ZCTA5 22046,123523
ZCTA5 22060,79505
ZCTA5 22066,218638
ZCTA5 22079,107727
ZCTA5 22101,190009
ZCTA5 22102,114310
ZCTA5 22124,164955
ZCTA5 22125,138750
ZCTA5 22134,63021
ZCTA5 22150,96031
ZCTA5 22151,115901
ZCTA5 22152,123313
ZCTA5 22153,138083
ZCTA5 22172,65833
ZCTA5 22180,141328
ZCTA5 22181,158172
ZCTA5 22182,177853
ZCTA5 22185,-
ZCTA5 22191,85569
ZCTA5 22192,95632
ZCTA5 22193,94614
ZCTA5 22201,120493
ZCTA5 22202,107760
