,State,PostalCode,Longitude,Latitude
1510,NV,89121,-115.08,36.13
1517,IL,60087,-87.86,42.41
1519,FL,32561,-87.17,30.36
1520,UT,84043,-111.82,40.43
1521,CA,94598,-122.05,37.93
1524,FL,34698,-82.76,28.02
1525,CA,95113,-121.89,37.34
1528,MN,55110,-93.02,45.04
1531,NJ,08075,-74.96,40.01
1533,TX,78748,-97.85,30.18
1534,CA,94531,-121.78,37.97
1536,IL,60646,-87.76,42.0
1537,TX,75013,-96.68,33.09
1538,NJ,07652,-74.07,40.92
1541,HI,96814,-157.84,21.29
1543,NV,89131,-115.27,36.28
1545,MN,55744,-93.53,47.21
1547,IL,60148,-88.0,41.84
1551,WA,98390,-122.23,47.2
1552,FL,32225,-81.55,30.33
1553,NV,89109,-115.17,36.11
1554,NJ,07470,-74.2,40.94
1555,TX,77002,-95.37,29.76
1556,CA,94122,-122.49,37.75
1557,IN,46556,-86.24,41.7
1560,CA,90254,-118.39,33.86
1561,CO,80401,-105.2,39.74
1564,OR,97007,-122.83,45.44
1566,MN,55379,-93.41,44.78
1568,TX,77058,-95.13,29.55
1569,VA,23188,-76.75,37.34
1572,OR,97218,-122.59,45.59
1574,CA,90405,-118.47,34.0
1575,MD,21060,-76.6,39.14
1577,CO,80303,-105.23,40.0
1578,TX,77379,-95.53,30.0
1579,WA,98032,-122.24,47.44
1581,TX,79968,-106.5,31.77
1582,CA,92629,-117.7,33.49
1585,FL,33762,-82.69,27.89
1586,PA,15301,-80.22,40.19
1587,VA,20170,-77.4,38.97
1591,CA,92078,-117.17,33.13
1593,TX,75052,-97.0,32.67
1594,CA,95834,-121.51,38.64
1595,TX,76013,-97.15,32.72
1600,FL,33062,-80.1,26.23
1602,CA,91786,-117.67,34.11
1603,WA,98335,-122.58,47.3
1604,TX,75605,-94.72,32.53
1605,MI,49544,-85.69,43.02
1608,CO,80401,-105.22,39.75
1610,CA,94040,-122.09,37.37
1611,MO,63105,-90.33,38.64
1614,GA,30329,-84.33,33.83
1617,CA,91977,-116.96,32.75
1618,OH,45239,-84.6,39.19
1620,TX,76177,-97.32,32.9
1621,CA,94588,-121.9,37.69
1623,WA,98502,-122.93,47.04
1627,TN,37934,-84.15,35.9
1630,CO,80906,-104.82,38.8
1633,CA,93010,-119.07,34.22
1635,KY,40207,-85.66,38.25
1636,CO,80015,-104.76,39.61
1637,VA,24014,-79.97,37.23
1638,VA,23454,-76.05,36.84
1640,VA,20155,-77.61,38.8
1642,OR,97205,-122.68,45.52
1644,CA,92211,-116.3,33.74
1645,CA,92010,-117.26,33.13
1648,CO,80923,-104.72,38.93
1649,TX,77024,-95.56,29.77
1651,CA,92656,-117.71,33.57
1652,CA,94015,-122.47,37.67
1655,WI,54701,-91.43,44.78
1659,TX,77379,-95.49,30.04
1661,ME,04086,-69.96,43.94
1662,AZ,85034,-112.0,33.44
1663,CA,92691,-117.67,33.61
1665,TX,78503,-98.24,26.19
1666,CA,91701,-117.62,34.13
1667,NY,14127,-78.78,42.79
1670,IN,46204,-86.16,39.77
1672,WA,98158,-122.3,47.44
1675,CA,92116,-117.11,32.76
1679,NJ,08053,-74.93,39.89
1680,ID,83815,-116.79,47.71
1682,CO,80111,-104.88,39.63
1683,GA,30214,-84.44,33.48
1685,CA,90745,-118.29,33.81
1688,FL,33323,-80.32,26.15
1689,CA,95670,-121.29,38.59
1691,NC,28546,-77.4,34.79
1692,TX,77584,-95.38,29.55
1693,VA,22025,-77.33,38.6
1694,TX,78731,-97.76,30.35
1695,MS,39232,-90.06,32.34
1696,MN,55811,-92.16,46.8
1699,NC,28716,-82.84,35.54
1701,CO,80210,-104.97,39.68
1702,CA,90620,-118.03,33.83
1707,CA,92626,-117.89,33.69
1709,WI,53590,-89.27,43.17
1711,ID,83705,-116.25,43.59
1712,HI,96819,-157.92,21.33
1713,RI,02886,-71.48,41.72
1714,FL,33837,-81.64,28.23
1717,TX,79936,-106.27,31.76
1719,OR,97402,-123.14,44.05
1720,AZ,85719,-110.94,32.22
1724,OK,73019,-97.44,35.21
1725,OH,44223,-81.51,41.15
1726,MD,20854,-77.21,39.02
1729,VA,23692,-76.49,37.19
1730,CA,92835,-117.93,33.92
1734,WA,98406,-122.52,47.26
1735,OH,44224,-81.41,41.16
1737,IL,60607,-87.66,41.87
1738,TX,77084,-95.65,29.88
1739,UT,84101,-111.9,40.77
1742,MI,48051,-82.83,42.67
1743,WA,98208,-122.21,47.9
1744,WA,98057,-122.22,47.48
1747,AK,99515,-149.85,61.11
1748,NY,10036,-73.98,40.76
1749,NM,88240,-103.14,32.73
1756,MI,49512,-85.54,42.91
1760,CT,06525,-72.98,41.34
1761,DE,19702,-75.71,39.64
1762,SC,29680,-82.26,34.71
1763,WA,98121,-122.34,47.61
1764,CA,94551,-121.72,37.7
1766,CA,91354,-118.55,34.45
1768,CA,91101,-118.14,34.14
1769,PA,19087,-75.38,40.04
1771,IL,60015,-87.84,42.15
1772,AZ,85711,-110.87,32.22
1774,PA,15220,-80.07,40.39
1775,FL,34238,-82.49,27.23
1776,NY,10994,-73.95,41.1
1781,TX,76522,-97.88,31.12
1784,IL,61761,-88.99,40.51
1786,WI,53095,-88.18,43.4
1787,CO,80446,-105.93,40.06
1789,CA,93063,-118.68,34.27
1790,OH,44122,-81.49,41.5
1792,IL,60637,-87.6,41.79
1794,MA,01801,-71.14,42.52
1795,VA,23112,-77.64,37.42
1798,OH,44685,-81.47,40.96
1799,CA,94523,-122.07,37.98
1801,NC,28117,-80.9,35.6
1802,IA,52627,-91.34,40.63
1804,CA,95207,-121.32,38.0
1805,NY,11548,-73.63,40.81
1809,FL,34287,-82.21,27.04
1812,CA,95207,-121.32,38.01
1813,CA,95816,-121.47,38.57
1815,OR,97015,-122.57,45.43
1816,MN,55111,-93.21,44.88
1818,IA,50401,-93.26,43.15
1821,CT,06611,-73.2,41.25
1822,AR,72903,-94.39,35.34
1823,CA,90278,-118.35,33.87
1824,NM,87110,-106.59,35.13
1826,MO,65583,-92.23,37.81
1827,MA,02215,-71.11,42.34
1829,MO,65605,-93.72,36.97
1831,KS,66213,-94.69,38.9
1832,TX,77081,-95.5,29.72
1834,NH,03079,-71.22,42.77
1836,WA,98372,-122.29,47.18
1837,OH,45241,-84.43,39.25
1838,MI,48242,-83.35,42.22
1839,NY,10950,-74.15,41.32
1840,CA,92120,-117.1,32.79
1841,TX,75248,-96.79,32.96
1842,CA,90064,-118.44,34.02
1844,VA,20190,-77.36,38.96
1846,UT,84101,-111.89,40.77
1847,MN,55362,-93.77,45.29
1849,MI,48126,-83.22,42.32
1851,CA,92054,-117.33,33.18
1852,CA,95826,-121.39,38.55
1853,TX,77536,-95.12,29.68
1854,LA,71110,-93.66,32.51
1855,WA,98059,-122.16,47.49
1856,CA,94306,-122.13,37.41
1857,NV,89109,-115.18,36.1
1858,VA,23230,-77.5,37.59
1861,IL,60459,-87.8,41.75
1862,TX,78641,-97.86,30.54
1863,IL,60301,-87.79,41.89
1864,CA,95945,-121.06,39.2
1865,PA,19383,-75.6,39.95
1868,FL,33140,-80.12,25.82
1869,OR,97322,-123.08,44.63
1870,CA,91311,-118.58,34.26
1872,MO,63117,-90.32,38.63
1873,GA,30328,-84.38,33.94
1875,OH,44255,-81.23,41.29
1877,MD,21401,-76.52,38.98
1879,NJ,08012,-75.05,39.78
1881,FL,32703,-81.44,28.67
1882,CA,95035,-121.89,37.44
1883,TX,75092,-96.61,33.66
1884,CT,06062,-72.84,41.68
1885,IL,60005,-87.98,42.05
1886,IA,52761,-91.04,41.45
1891,FL,32803,-81.35,28.55
1892,WA,98632,-122.94,46.14
1894,TX,77340,-95.55,30.71
1895,CO,81650,-107.78,39.54
1896,PA,19406,-75.39,40.09
1897,CO,80122,-104.93,39.59
1898,IA,50401,-93.25,43.15
1899,NY,10023,-73.98,40.77
1901,MN,55344,-93.4,44.84
1903,NY,13090,-76.23,43.14
1905,LA,70809,-91.06,30.38
1906,CO,80112,-104.86,39.54
1908,MI,48084,-83.17,42.56
1909,NJ,07712,-74.05,40.23
1911,CO,80211,-105.02,39.76
1912,AZ,85027,-112.12,33.67
1914,IL,60142,-88.43,42.14
1917,VA,22314,-77.05,38.81
1918,NY,11756,-73.52,40.73
1919,TX,76201,-97.13,33.23
1921,IN,47401,-86.49,39.16
1924,CA,94523,-122.07,37.93
1928,CA,92260,-116.36,33.76
1930,NY,10022,-73.97,40.76
1931,FL,34135,-81.81,26.34
1932,PA,18701,-75.89,41.24
1935,OK,74075,-97.06,36.13
1937,IL,60062,-87.88,42.1
1941,TX,76104,-97.34,32.73
1942,CA,95122,-121.84,37.34
1944,TX,78411,-97.37,27.71
1945,NV,89135,-115.33,36.15
1947,CA,90505,-118.37,33.81
1951,VA,24502,-79.17,37.35
1952,VA,23185,-76.76,37.25
1953,TX,75205,-96.78,32.84
1954,NY,12010,-74.19,42.96
1955,FL,33607,-82.54,27.97
1956,TX,79424,-101.91,33.52
1957,TX,77063,-95.5,29.74
1959,IL,60515,-87.99,41.81
1960,ME,04345,-69.77,44.23
1961,SC,29485,-80.18,33.0
1962,CO,80112,-104.85,39.6
1963,ME,04210,-70.23,44.12
1964,NY,11234,-73.92,40.61
1966,TX,76036,-97.35,32.57
1967,AZ,86046,-112.19,35.25
1968,WA,98004,-122.2,47.62
1969,WA,98036,-122.33,47.82
1970,KS,66210,-94.7,38.93
1972,MI,48101,-83.22,42.28
1974,CA,95667,-120.84,38.71
1977,AL,35611,-86.95,34.78
1978,UT,84115,-111.9,40.73
1980,OR,97086,-122.58,45.45
1981,CA,92040,-116.93,32.86
1982,NY,10019,-73.98,40.76
1984,IL,60173,-88.04,42.05
1986,CA,96150,-119.94,38.95
1987,CO,80212,-105.05,39.77
1990,CA,94563,-122.18,37.88
1991,TX,76901,-100.48,31.45
1996,VA,22015,-77.32,38.8
1998,OR,97266,-122.58,45.5
1999,MA,02184,-71.03,42.22
2000,CA,90640,-118.11,34.02
2001,VA,22033,-77.37,38.87
2003,CA,91765,-117.84,33.97
2005,VA,23226,-77.52,37.57
2007,OR,97060,-122.41,45.53
2008,TX,78550,-97.72,26.19
2009,AZ,85224,-111.89,33.32
2011,CO,80218,-104.97,39.73
2016,MA,02115,-71.1,42.34
2018,NJ,07702,-74.06,40.33
2027,OH,44001,-82.22,41.38
2029,FL,33143,-80.3,25.69
2030,NC,28110,-80.58,35.02
2031,CA,90024,-118.44,34.06
2032,AZ,85033,-112.24,33.51
2034,CO,80110,-105.01,39.65
2035,PA,15120,-79.92,40.41
2036,WI,53406,-87.85,42.7
2038,PA,19127,-75.23,40.03
2042,CA,94621,-122.21,37.72
2047,PA,18052,-75.48,40.63
2048,CA,90601,-118.04,33.98
2049,DE,19901,-75.51,39.16
2050,HI,96740,-155.99,19.65
2054,WA,98520,-123.8,46.98
2055,ID,83709,-116.32,43.59
2060,VA,22060,-77.14,38.7
2061,CA,91202,-118.26,34.16
2063,WA,98373,-122.36,47.16
2064,CA,94403,-122.3,37.54
2070,WA,98107,-122.37,47.67
2072,TX,78653,-97.56,30.35
2073,VA,22401,-77.48,38.3
2075,CO,80120,-105.01,39.59
2076,CA,94403,-122.29,37.54
2078,MN,55116,-93.19,44.92
2079,CA,93906,-121.65,36.71
2081,MI,49509,-85.68,42.86
2083,IA,52722,-90.48,41.55
2084,OR,97333,-123.26,44.56
2085,MS,38654,-89.85,34.96
2086,NV,89109,-115.17,36.1
2088,CA,90035,-118.4,34.05
2089,MA,02540,-70.6,41.56
2093,PA,17402,-76.68,39.94
2095,MD,20716,-76.74,38.95
2096,WI,53562,-89.49,43.1
2097,VA,22407,-77.52,38.17
2104,MO,64157,-94.46,39.25
2106,TX,78249,-98.62,29.59
2109,NC,28557,-76.81,34.74
2110,AZ,86323,-112.45,34.76
2112,AZ,85251,-111.93,33.49
2113,IL,60504,-88.25,41.74
2114,KS,67226,-97.24,37.72
2117,IL,60014,-88.31,42.23
2118,NY,10309,-74.23,40.53
2123,ID,83864,-116.55,48.27
2126,CO,80111,-104.89,39.61
2127,FL,33549,-82.44,28.19
2128,GA,30308,-84.37,33.77
2129,CA,94065,-122.25,37.52
2132,CA,95014,-122.07,37.34
2135,CA,92260,-116.36,33.76
2136,CA,92614,-117.86,33.69
2137,TX,79103,-101.8,35.19
2138,UT,84010,-111.9,40.86
2141,MA,02138,-71.12,42.37
2144,IA,52404,-91.66,41.96
2145,SD,57110,-96.67,43.53
2146,PA,15220,-80.05,40.42
2147,CA,90020,-118.29,34.07
2149,CA,94945,-122.6,38.12
2150,NV,89030,-115.12,36.2
2153,PA,19131,-75.23,40.0
2155,FL,33618,-82.51,28.04
2156,CO,81620,-106.42,39.57
2158,WA,98105,-122.3,47.66
2159,WA,98002,-122.23,47.31
2161,WA,98335,-122.58,47.3
2162,WA,98125,-122.32,47.71
2164,HI,96819,-157.92,21.34
2165,WA,98112,-122.31,47.62
2166,ME,04103,-70.29,43.68
2173,OH,45242,-84.38,39.23
2174,CA,92115,-117.06,32.74
2175,CA,90262,-118.18,33.93
2182,TX,76019,-97.11,32.73
2183,TX,75019,-96.99,32.97
2184,TX,76513,-97.45,31.05
2185,WA,98177,-122.36,47.77
2187,TX,78233,-98.33,29.56
2188,TX,75034,-96.81,33.1
2190,WY,82601,-106.33,42.86
2191,MI,48895,-84.28,42.69
2194,IA,50501,-94.16,42.51
2196,TX,75024,-96.82,33.08
2198,TX,78757,-97.74,30.36
2199,TX,79707,-102.14,32.02
2201,TX,76053,-97.2,32.83
2203,CA,95014,-122.01,37.32
2204,CA,92592,-117.13,33.48
2206,OR,97034,-122.67,45.42
2207,PA,17331,-76.96,39.77
2208,AZ,85629,-110.99,31.9
2209,SC,29455,-80.15,32.61
2210,WI,53024,-87.93,43.32
2211,WA,98004,-122.19,47.62
2212,WA,98271,-122.19,48.09
2216,MA,02128,-71.02,42.36
2217,NV,89027,-114.07,36.81
2218,AL,36801,-85.41,32.62
2221,NY,12866,-73.74,43.1
2225,FL,33126,-80.27,25.79
2226,DC,20037,-77.05,38.91
2227,NC,27601,-78.64,35.77
2228,IN,46123,-86.18,39.78
2230,DC,20001,-77.03,38.9
2232,CA,92115,-117.06,32.76
2234,FL,33544,-82.35,28.18
2235,WA,98104,-122.33,47.61
2236,TN,37701,-83.99,35.81
2238,CA,92024,-117.26,33.07
2239,VA,20186,-77.8,38.73
2241,TX,76104,-97.34,32.73
2243,WI,53140,-87.82,42.62
2244,MA,01915,-70.88,42.59
2246,MD,20910,-77.03,38.99
2247,FL,33156,-80.32,25.69
2248,CO,80817,-104.7,38.72
2249,CA,94131,-122.44,37.74
2251,WI,53226,-88.05,43.07
2253,CA,90606,-118.07,33.97
2255,CA,94583,-121.96,37.76
2257,TN,37205,-86.85,36.13
2258,CA,96097,-122.65,41.7
2260,CA,92845,-118.03,33.79
2261,TX,75240,-96.82,32.93
2268,TX,77904,-97.0,28.86
2270,CA,92782,-117.83,33.7
2272,MA,01915,-70.89,42.56
2276,IL,60607,-87.65,41.88
2277,CA,93612,-119.71,36.81
2278,CA,92404,-117.28,34.17
2279,GA,30501,-83.8,34.31
2280,NY,11430,-73.79,40.65
2283,HI,96797,-158.01,21.4
2284,AR,72022,-92.62,34.61
2288,WA,98406,-122.51,47.27
2290,FL,34243,-82.52,27.39
2293,CA,92802,-117.92,33.81
2294,CA,90016,-118.35,34.02
2296,IN,46038,-86.01,39.96
2297,IL,60606,-87.63,41.88
2298,NY,13224,-76.1,43.05
2299,WA,98126,-122.37,47.52
2300,WA,98110,-122.52,47.64
2301,CA,94402,-122.31,37.55
2306,CA,94121,-122.48,37.78
2307,TN,37203,-86.8,36.15
2308,OR,97218,-122.6,45.55
2311,CA,93611,-119.66,36.84
2313,NC,27616,-78.58,35.87
2316,AZ,85086,-112.13,33.84
2317,CA,91607,-118.4,34.16
2319,IL,60142,-88.43,42.15
2322,WA,98684,-122.55,45.62
2323,MN,55435,-93.33,44.88
2325,CA,92801,-117.92,33.85
2326,WA,99208,-117.49,47.74
2327,NV,89135,-115.32,36.16
2328,CA,92108,-117.16,32.78
2330,FL,33406,-80.09,26.69
2331,CA,95667,-120.84,38.71
2333,CO,80031,-105.05,39.87
2336,MS,38804,-88.71,34.3
2341,CA,94040,-122.09,37.37
2344,ID,83864,-116.55,48.28
2346,NC,28655,-81.71,35.74
2348,CO,80023,-104.99,39.96
2350,MN,55311,-93.49,45.13
2351,MN,56304,-94.15,45.57
2353,CA,92345,-117.38,34.43
2356,VA,22209,-77.07,38.89
2358,NV,89101,-115.14,36.17
2362,FL,33511,-82.33,27.93
2364,WA,99362,-118.35,46.05
2365,CA,95037,-121.64,37.13
2366,NC,28209,-80.85,35.17
2371,IN,46550,-85.98,41.44
2372,WA,99205,-117.44,47.72
2373,CA,95742,-121.27,38.61
2378,VA,20187,-77.77,38.73
2379,FL,33136,-80.26,25.78
2380,NE,68123,-95.97,41.14
2382,NJ,07928,-74.43,40.75
2384,NC,28625,-80.86,35.79
2387,CA,92395,-117.32,34.51
2389,TX,77551,-94.83,29.27
2390,CA,90024,-118.44,34.06
2391,TX,77018,-95.41,29.81
2392,IL,60169,-88.14,42.05
2393,AZ,85331,-111.99,33.76
2394,IN,46219,-86.04,39.8
2395,MN,55305,-93.44,44.97
2396,NY,10917,-74.13,41.32
2398,NC,27834,-77.41,35.61
2401,OH,45424,-84.14,39.87
2402,MO,65301,-93.26,38.71
2403,NY,14221,-78.7,42.99
2406,SC,29801,-81.77,33.57
2408,AZ,85016,-112.01,33.48
2409,NE,68102,-95.94,41.26
2410,GA,31788,-83.76,31.19
2411,SC,29407,-80.0,32.81
2412,NY,10029,-73.95,40.79
2415,VA,23219,-77.44,37.54
2416,IL,60607,-87.64,41.87
2417,CA,92807,-117.79,33.85
2418,TX,77024,-95.55,29.77
2420,AZ,85390,-112.77,33.96
2421,FL,32966,-80.46,27.64
2423,NY,10036,-73.99,40.76
2424,NY,10022,-73.97,40.76
2425,CT,06042,-72.53,41.81
2426,PA,17402,-76.73,39.98
2428,LA,70401,-90.49,30.5
2429,NC,28208,-80.93,35.22
2430,CA,94596,-122.06,37.9
2431,CA,93308,-119.09,35.4
2434,CA,92701,-117.87,33.75
2435,NY,10314,-74.17,40.58
2438,TX,77504,-95.19,29.66
2439,VA,20190,-77.36,38.96
2440,CA,90292,-118.44,33.98
2441,CA,95129,-121.98,37.31
2442,TX,77096,-95.46,29.69
2443,NV,89015,-114.96,36.01
2445,TX,77598,-95.16,29.58
2448,CA,90703,-118.09,33.86
2451,MN,55406,-93.24,44.95
2453,OR,97741,-121.13,44.64
2455,AZ,85048,-112.05,33.31
2456,CO,80222,-104.91,39.67
2457,TN,38138,-89.76,35.06
2458,NJ,08807,-74.62,40.59
2460,MA,01772,-71.52,42.29
2461,NV,89511,-119.78,39.47
2465,TX,78216,-98.48,29.52
2466,CT,06117,-72.75,41.79
2471,CA,92024,-117.27,33.07
2472,MD,20841,-77.29,39.22
2476,IL,60156,-88.33,42.18
2478,WA,98155,-122.31,47.73
2483,FL,33709,-82.75,27.82
2484,CA,91702,-117.93,34.13
2488,CA,94107,-122.39,37.78
2489,WI,53202,-87.91,43.04
2490,NJ,07020,-73.98,40.81
2493,NV,89109,-115.17,36.11
2494,SC,29615,-82.26,34.86
2495,VA,20176,-77.5,39.08
2498,CA,92201,-116.23,33.71
2499,TX,78726,-97.83,30.45
2502,TX,77027,-95.44,29.73
2505,OK,73703,-97.91,36.39
2506,CO,80113,-104.98,39.65
2511,MA,01844,-71.16,42.74
2512,UT,84098,-111.54,40.72
2513,IL,60611,-87.61,41.89
2514,MD,21240,-76.67,39.19
2515,IL,60527,-87.91,41.75
2517,WA,98101,-122.34,47.61
2519,MD,21202,-76.61,39.29
2520,CA,90303,-118.33,33.95
2522,NY,14623,-77.61,43.09
2524,MA,01060,-72.63,42.32
2525,VA,23707,-76.32,36.83
2526,AZ,85716,-110.92,32.22
2530,CA,90620,-118.0,33.85
2531,CA,93012,-119.0,34.22
2534,CO,80222,-104.81,39.89
2535,SC,29621,-82.68,34.55
2536,TX,78209,-98.46,29.48
2537,CA,90015,-118.27,34.04
2542,IN,46835,-85.01,41.13
2545,SC,29229,-80.88,34.11
2546,CA,92626,-117.91,33.68
2547,WA,98354,-122.29,47.25
2548,CA,92705,-117.83,33.76
2551,VA,22801,-78.88,38.43
2554,IL,60611,-87.63,41.9
2556,CA,95135,-121.77,37.3
2557,OR,97232,-122.66,45.53
2560,CA,95380,-120.88,37.52
2561,WA,98665,-122.6,45.69
2562,IL,60439,-88.0,41.65
2564,MA,02128,-71.03,42.38
2565,NV,89129,-115.25,36.22
2566,TX,77381,-95.49,30.19
2567,FL,34110,-81.8,26.27
2568,PA,19107,-75.16,39.95
2573,NE,68127,-96.06,41.21
2579,CA,95472,-122.82,38.39
2580,IA,52501,-92.44,41.01
2581,DC,20016,-77.1,38.94
2582,IN,46032,-86.13,40.0
2583,MT,59601,-112.03,46.6
2584,WA,98665,-122.67,45.68
2585,VA,23220,-77.45,37.54
2586,CA,93555,-117.67,35.63
2587,WA,98002,-122.21,47.29
2591,FL,33315,-80.14,26.07
2593,CA,92886,-117.78,33.89
2596,CA,90740,-118.07,33.78
2599,TX,77429,-95.69,29.97
2601,CO,80124,-104.88,39.56
2605,WA,98012,-122.21,47.81
2608,NV,89119,-115.17,36.09
2610,TX,77024,-95.56,29.77
2613,OH,45236,-84.38,39.2
2614,TX,78256,-98.62,29.59
2615,CA,92648,-117.99,33.69
2616,TX,76006,-97.1,32.78
2617,MA,02747,-71.0,41.64
2621,TN,37862,-83.57,35.83
2622,OH,44106,-81.6,41.51
2625,CA,92707,-117.86,33.68
2628,OH,45202,-84.51,39.1
2629,CA,95129,-122.01,37.31
2630,FL,33304,-80.11,26.14
2631,PA,19103,-75.17,39.95
2632,IL,60611,-87.62,41.89
2634,IL,60091,-87.76,42.08
2637,CO,80232,-105.08,39.68
2638,MD,21202,-76.61,39.29
2641,NE,68135,-96.18,41.2
2642,MO,65109,-92.21,38.58
2643,NM,87505,-105.95,35.68
2644,TX,75230,-96.8,32.91
2645,LA,70816,-91.02,30.44
2646,CA,95122,-121.83,37.32
2647,CA,90746,-118.26,33.84
2649,CA,92127,-117.08,33.02
2650,IL,60181,-87.98,41.91
2653,IL,60604,-87.63,41.88
2659,CO,81005,-104.65,38.24
2660,NY,10036,-73.98,40.76
2661,PA,19006,-75.09,40.09
2662,OH,45459,-84.21,39.63
2663,CA,92663,-117.93,33.62
2665,CO,81008,-104.63,38.31
2666,CA,94301,-122.16,37.45
2667,CA,95403,-122.75,38.47
2668,MD,21210,-76.62,39.35
2669,AL,35244,-86.85,33.36
2670,AZ,85381,-112.22,33.61
2671,ND,58601,-102.8,46.88
2672,CO,80524,-105.08,40.58
2674,CA,92707,-117.86,33.68
2680,WA,98424,-122.44,47.25
2684,CA,92832,-117.92,33.86
2687,OR,97005,-122.8,45.49
2688,CA,95926,-121.85,39.75
2691,MN,55118,-93.08,44.89
2695,AZ,85302,-112.15,33.58
2697,MI,48506,-83.64,43.02
2698,WV,25504,-82.27,38.42
2699,UT,84321,-111.83,41.72
2703,VA,20186,-77.8,38.73
2704,CA,93420,-120.6,35.12
2706,MA,02128,-71.02,42.38
2708,HI,96797,-158.0,21.43
2709,MA,01803,-71.23,42.49
2710,OR,97132,-122.95,45.3
2711,OR,97005,-122.81,45.5
2713,CA,95687,-121.96,38.36
2714,WA,98052,-122.13,47.67
2715,TX,79606,-99.76,32.4
2716,WI,54401,-89.66,44.96
2717,CA,95008,-121.95,37.27
2718,FL,32714,-81.39,28.69
2720,MI,48310,-83.09,42.56
2723,TX,77065,-95.61,29.92
2724,AZ,85365,-114.61,32.7
2726,MO,63103,-90.23,38.63
2727,TX,77079,-95.59,29.78
2728,TN,37403,-85.3,35.05
2730,MN,55016,-92.96,44.83
2731,MA,01960,-70.95,42.55
2733,FL,33322,-80.27,26.15
2736,OR,97116,-123.1,45.52
2738,NV,89109,-115.17,36.1
2739,WA,99216,-117.22,47.63
2745,NY,11743,-73.43,40.87
2746,VA,23225,-77.53,37.5
2748,CO,80012,-104.83,39.7
2749,CA,91101,-118.13,34.14
2750,KY,40208,-85.76,38.22
2751,CA,94111,-122.4,37.79
2753,KY,40031,-85.36,38.38
2758,CA,91401,-118.45,34.17
2765,PA,19341,-75.65,40.06
2767,AZ,85374,-112.37,33.66
2768,NC,28403,-77.91,34.22
2769,TX,77032,-95.35,29.99
2772,NC,27605,-78.65,35.79
2773,WA,98118,-122.27,47.52
2774,OH,45036,-84.18,39.45
2775,MI,48307,-83.14,42.7
2776,NJ,08050,-74.29,39.71
2777,MD,21704,-77.34,39.33
2778,TX,77382,-95.59,30.19
2779,VA,22192,-77.29,38.65
2780,MO,63129,-90.33,38.51
2781,MA,02210,-71.05,42.35
2785,CA,90045,-118.41,33.95
2786,MI,49417,-86.22,43.07
2792,FL,32301,-84.24,30.43
2793,TX,78257,-98.6,29.61
2794,WA,98021,-122.22,47.79
2795,MS,39211,-90.15,32.36
2796,CA,92626,-117.91,33.67
2797,MN,55369,-93.48,45.13
2798,GA,30319,-84.33,33.87
2800,AL,35022,-86.93,33.33
2804,TX,75220,-96.86,32.86
2806,CA,93203,-118.94,34.99
2808,NY,10024,-73.98,40.79
2809,CO,80231,-104.9,39.65
2810,GA,30308,-84.38,33.78
2811,TX,76248,-97.23,32.93
2813,MI,48858,-84.78,43.59
2814,LA,70130,-90.06,29.94
2816,RI,02886,-71.5,41.7
2818,CA,91506,-118.32,34.17
2820,TX,78501,-98.23,26.24
2822,NY,14226,-78.82,42.99
2824,CA,91105,-118.15,34.13
2825,PA,19454,-75.25,40.22
2828,FL,33126,-80.26,25.79
2830,WA,98101,-122.34,47.61
2831,CA,90041,-118.22,34.14
2833,TX,78717,-97.81,30.48
2838,IL,62208,-89.98,38.6
2840,CA,92596,-117.12,33.59
2841,IL,60191,-88.0,41.97
2842,AZ,86426,-114.6,35.02
2844,IL,60608,-87.67,41.84
2845,IA,52241,-91.59,41.68
2849,NC,27609,-78.62,35.87
2850,MD,21209,-76.65,39.37
2853,VA,22701,-77.97,38.48
2856,PA,15701,-79.18,40.61
2859,WA,99352,-119.31,46.26
2860,CA,95811,-121.49,38.57
2861,WA,98360,-122.21,47.1
2862,TX,79912,-106.58,31.87
2868,NY,11106,-73.93,40.76
2872,TN,38119,-89.87,35.1
2873,GA,30141,-84.75,33.89
2874,MN,55414,-93.24,44.98
2876,IL,60611,-87.62,41.89
2880,GA,30214,-84.46,33.43
2883,CA,95131,-121.89,37.38
2884,WA,98101,-122.34,47.62
2885,UT,84057,-111.7,40.3
2887,AZ,85257,-111.93,33.48
2888,CA,92704,-117.89,33.7
2889,WA,98122,-122.32,47.61
2892,NY,10005,-74.01,40.7
2893,CO,80224,-104.92,39.71
2895,OK,73128,-97.62,35.46
2897,MA,02135,-71.16,42.35
2898,IL,60189,-88.1,41.83
2899,VT,05403,-73.18,44.47
2901,WI,53545,-89.0,42.72
2904,IL,60076,-87.73,42.04
2905,CA,91766,-117.8,34.04
2907,CA,91942,-117.01,32.78
2908,MA,02452,-71.23,42.41
2909,NV,89511,-119.75,39.4
2912,TX,77017,-95.26,29.67
2915,NY,13032,-75.84,43.1
2918,TX,76182,-97.19,32.91
2921,CA,95831,-121.52,38.5
2923,AZ,85710,-110.84,32.22
2924,MO,63368,-90.7,38.78
2926,IL,60062,-87.82,42.15
2928,MO,63701,-89.56,37.33
2929,MA,02116,-71.08,42.35
2930,CA,95008,-121.94,37.29
2931,NM,88310,-105.95,32.9
2937,CO,80234,-105.0,39.91
2939,CA,92399,-117.12,34.03
2942,MO,65536,-92.67,37.68
2943,CA,92346,-117.2,34.12
2944,CO,80108,-104.87,39.41
