,Longitude,Latitude
20882,-117.22,32.87
20883,-97.79,30.16
20886,-71.42,41.82
20887,-73.29,40.84
20888,-121.95,38.35
20892,-94.78,38.84
20893,-74.0,40.74
20895,-84.08,34.0
20897,-95.46,30.13
20898,-117.87,34.09
20899,-78.14,39.22
20900,-97.13,32.67
20901,-105.14,39.76
20903,-97.33,30.11
20904,-87.85,41.6
20905,-122.95,46.65
20906,-78.79,35.88
20907,-95.54,29.96
20912,-95.58,29.58
20913,-73.69,40.83
20914,-77.62,43.12
20917,-84.53,34.09
20918,-117.55,34.07
20920,-81.84,41.3
20921,-75.03,39.9
20922,-105.01,40.41
20925,-112.26,33.72
20927,-112.22,33.47
20929,-77.03,38.9
20930,-84.01,33.65
20931,-85.86,41.57
20932,-80.09,42.05
20936,-121.18,44.26
20937,-111.91,40.99
20942,-106.05,39.63
20944,-147.87,64.82
20946,-84.38,33.89
20949,-75.5,40.21
20950,-75.09,40.26
20951,-118.1,34.15
20952,-84.3,37.74
20953,-80.36,26.07
20954,-94.39,39.08
20955,-121.93,37.7
20957,-96.63,33.22
20960,-80.3,40.7
20961,-82.99,40.14
20964,-111.91,33.39
20966,-85.81,41.57
20967,-83.55,33.01
20968,-99.47,27.57
20978,-90.31,38.59
20980,-80.77,35.32
20981,-117.29,33.66
20982,-119.1,35.34
20984,-118.14,33.79
20986,-87.67,41.91
20990,-75.04,39.43
20992,-77.26,38.87
20994,-117.81,33.79
20996,-84.36,42.26
20998,-117.33,34.18
20999,-121.33,44.05
21000,-87.9,41.98
21001,-73.11,40.94
21002,-84.75,33.38
21003,-119.0,34.23
21004,-116.28,43.65
21005,-87.64,41.88
21006,-71.15,42.36
21007,-104.94,39.88
21009,-90.37,38.67
21010,-93.22,36.64
21011,-77.46,37.55
21012,-83.43,42.43
21013,-117.29,33.24
21016,-77.07,38.92
21018,-73.95,40.73
21019,-86.86,40.4
21020,-72.99,41.28
21026,-87.64,41.89
21027,-89.89,35.11
21030,-94.39,39.08
21032,-81.69,41.04
21033,-92.45,34.76
21034,-118.37,33.96
21039,-96.59,33.01
21040,-88.36,44.24
21041,-117.22,32.73
21042,-78.78,35.59
21044,-87.67,41.56
21046,-88.99,42.27
21047,-101.92,33.51
21050,-81.32,28.63
21053,-122.19,37.73
21054,-80.09,40.62
21056,-73.98,40.76
21057,-87.47,41.52
21058,-122.6,45.63
21062,-108.59,45.78
21065,-102.35,31.89
21068,-76.29,36.85
21071,-121.92,37.35
21072,-74.0,40.72
21073,-77.16,39.37
21077,-76.68,39.04
21078,-122.63,45.51
21079,-111.69,33.38
21081,-121.8,38.68
21083,-123.05,45.52
21094,-121.9,36.58
21095,-76.54,38.99
21096,-87.87,41.81
21099,-95.57,29.65
21100,-77.47,39.06
21102,-77.39,37.25
21103,-122.65,45.55
21108,-122.44,37.8
21109,-76.04,36.88
21110,-77.09,38.89
21111,-90.54,38.59
21112,-97.38,32.67
21113,-84.35,33.76
21114,-90.37,38.74
21115,-115.3,36.19
21120,-122.14,37.46
21121,-147.69,64.85
21122,-77.64,38.84
21123,-117.23,33.57
21124,-122.51,45.67
21127,-118.12,33.81
21128,-93.36,45.05
21139,-122.4,37.79
21140,-105.16,39.73
21142,-95.57,29.62
21143,-74.11,41.11
21146,-80.85,35.35
21149,-83.69,32.9
21150,-85.72,42.86
21151,-89.31,43.13
21152,-95.11,29.66
21155,-105.1,40.41
21157,-87.64,41.9
21159,-122.29,47.14
21163,-149.41,61.58
21164,-74.32,40.8
21174,-119.1,36.2
21175,-117.52,33.82
21177,-121.29,37.95
21179,-75.45,40.13
21180,-80.3,25.69
21184,-118.25,34.06
21186,-82.83,42.68
21189,-73.98,40.75
21192,-73.98,40.76
21193,-122.69,45.51
21197,-122.28,45.4
21199,-107.87,38.45
21200,-121.27,38.79
21201,-105.0,39.86
21204,-104.67,39.86
21205,-73.51,40.69
21206,-82.91,42.43
21207,-76.16,36.72
21208,-71.14,42.34
21210,-97.69,30.56
21211,-87.86,41.99
21212,-99.09,40.72
21213,-112.11,33.71
21214,-81.83,41.32
21216,-84.51,38.03
21219,-83.32,43.04
21220,-77.25,39.2
21221,-88.97,40.46
21223,-80.32,26.15
21224,-77.41,37.35
21226,-98.52,29.42
21230,-117.56,33.85
21233,-74.31,40.35
21235,-82.45,27.38
21237,-88.43,33.52
21238,-118.72,34.28
21239,-149.55,61.35
21244,-81.41,41.16
21247,-88.12,41.61
21248,-122.26,37.51
21249,-123.31,44.93
21250,-117.88,34.07
21253,-86.16,39.97
21254,-80.83,35.15
21255,-155.07,19.7
21256,-85.14,41.12
21257,-98.47,29.53
21259,-71.12,42.33
21260,-117.18,33.6
21261,-89.51,44.5
21262,-81.04,34.0
21264,-87.63,41.89
21265,-95.57,30.22
21266,-104.52,33.38
21270,-112.29,33.6
21274,-74.3,40.85
21276,-117.85,33.79
21277,-123.25,44.59
21280,-117.09,32.97
21281,-85.64,38.26
21283,-114.99,36.01
21284,-120.67,35.25
21285,-115.17,36.07
21288,-83.0,38.74
21289,-75.24,40.24
21291,-72.66,41.69
21295,-80.74,35.3
21297,-81.09,32.07
21299,-118.7,34.14
21301,-122.34,47.62
21302,-92.34,34.75
21303,-77.81,35.97
21304,-84.19,34.24
21306,-95.43,29.73
21308,-80.06,40.63
21310,-88.86,35.69
21312,-117.17,32.71
21319,-122.81,45.53
21320,-123.0,38.5
21323,-95.51,29.98
21324,-121.73,38.67
21325,-88.21,41.91
21326,-87.83,42.01
21327,-118.0,33.68
21330,-119.1,35.38
21331,-80.28,36.09
21332,-122.56,45.53
21333,-118.26,34.04
21334,-75.11,38.47
21335,-92.28,34.74
21336,-120.59,37.36
21337,-76.25,36.29
21338,-95.5,30.17
21341,-95.57,30.22
21342,-85.4,32.62
21344,-71.44,41.73
21346,-84.29,33.79
21353,-121.08,38.71
21355,-73.98,40.76
21356,-79.8,36.13
21357,-120.37,37.97
21360,-116.19,43.6
21362,-104.93,39.65
21363,-122.23,37.49
21364,-76.11,36.82
21365,-81.31,35.72
21370,-122.41,37.79
21373,-84.39,33.76
21376,-118.09,33.86
21379,-121.65,37.16
21380,-90.34,38.63
21381,-122.3,47.82
21383,-83.76,42.63
21384,-71.12,42.34
21386,-97.57,35.55
21388,-122.68,45.52
21389,-115.15,36.14
21390,-77.08,39.0
21392,-83.86,34.3
21393,-118.06,33.87
21394,-104.99,39.75
21395,-76.68,37.28
21396,-79.93,36.12
21398,-122.69,47.66
21399,-122.36,47.32
21406,-74.01,40.7
21407,-78.86,38.43
21409,-117.89,33.8
21412,-104.88,39.53
21413,-118.06,33.82
21415,-73.96,40.78
21422,-84.48,33.9
21424,-87.75,43.72
21425,-71.96,41.47
21427,-84.37,33.8
21428,-93.18,44.72
21433,-73.29,40.81
21434,-118.17,34.67
21436,-95.46,30.17
21437,-80.09,26.69
21438,-112.06,33.52
21439,-114.99,36.04
21441,-110.77,32.22
21442,-97.04,32.9
21444,-98.62,29.39
21450,-122.58,45.49
21452,-77.77,39.63
21453,-73.79,42.6
21454,-83.58,35.81
21455,-111.64,33.38
21458,-95.6,30.36
21459,-118.03,33.85
21461,-77.44,43.03
21462,-116.94,32.74
21463,-122.96,46.15
21465,-110.77,32.11
21467,-77.05,38.85
21470,-95.3,29.7
21474,-96.73,33.02
21475,-117.97,33.72
21477,-110.93,32.24
21479,-122.58,45.66
21482,-84.73,39.5
21483,-104.83,41.17
21484,-71.03,42.36
21485,-80.3,36.14
21487,-117.2,32.83
21492,-82.13,33.54
21493,-73.99,40.75
21495,-77.28,40.21
21499,-116.79,47.71
21501,-95.92,36.14
21502,-118.58,34.41
21505,-118.07,34.13
21506,-97.07,32.99
21512,-110.96,32.25
21520,-85.21,35.01
21523,-80.27,25.72
21525,-95.9,41.0
21526,-106.58,35.17
21529,-122.46,37.7
21530,-111.96,40.7
21532,-79.81,36.09
21533,-117.56,34.08
21534,-76.98,40.19
21537,-71.07,42.36
21539,-117.58,33.65
21540,-120.09,36.98
21541,-76.3,36.73
21544,-84.31,39.86
21545,-115.18,36.29
21547,-79.81,34.19
21548,-117.99,33.72
21549,-119.03,35.3
21551,-111.89,40.73
21553,-81.31,28.47
21556,-120.87,37.06
21558,-110.96,32.23
21559,-117.08,32.98
21560,-95.27,30.01
21561,-74.48,40.89
21563,-80.21,25.79
21564,-104.88,39.56
21569,-88.05,42.11
21570,-71.42,42.09
21571,-117.08,33.48
21575,-76.29,36.85
21576,-122.4,37.77
21577,-84.38,33.92
21578,-82.83,27.88
21579,-81.31,35.7
21580,-81.32,29.87
21581,-117.17,33.13
21582,-80.14,26.01
21590,-98.68,29.53
21591,-85.52,38.19
21595,-122.02,37.93
21597,-97.2,32.68
21598,-87.22,30.47
21600,-94.76,32.54
21602,-87.98,41.86
21605,-88.15,41.79
21606,-118.6,34.19
21607,-82.52,27.96
21608,-87.47,46.55
21609,-122.41,37.79
21610,-120.02,47.84
21611,-83.0,39.95
21613,-83.69,42.26
21614,-118.94,34.19
21615,-77.57,38.75
21616,-87.74,41.6
21617,-124.05,44.64
21623,-77.24,38.92
21624,-95.57,30.0
21626,-117.23,33.94
21628,-81.82,30.22
21631,-76.17,36.81
21637,-121.31,38.66
21639,-81.07,37.47
21640,-84.26,30.44
21641,-120.96,37.67
21642,-94.73,32.55
21643,-92.33,38.94
21644,-88.44,41.66
21647,-73.48,41.38
21649,-96.29,30.58
21650,-84.22,34.05
21653,-117.64,34.13
21654,-77.1,39.0
21655,-75.22,40.0
21656,-122.35,47.61
21657,-122.2,47.62
21658,-78.7,42.87
21660,-71.51,42.35
21661,-83.03,42.56
21662,-104.8,38.74
21663,-87.91,43.12
21665,-149.92,61.19
21666,-111.68,40.28
21669,-117.07,33.07
21673,-84.82,33.91
21675,-78.96,35.96
21679,-82.12,33.53
21680,-118.15,34.68
21681,-90.75,29.61
21682,-117.7,33.49
21685,-117.33,33.96
21687,-73.61,40.74
21688,-83.99,35.94
21689,-92.96,44.93
21690,-74.17,40.74
21694,-83.8,35.03
21695,-79.48,35.21
21697,-80.25,26.27
21699,-97.88,30.39
21700,-117.85,33.91
21701,-105.06,39.75
21703,-79.52,36.07
21705,-115.99,36.22
21706,-104.98,39.75
21707,-80.29,25.93
21710,-118.37,34.14
21712,-85.54,38.22
21714,-90.56,41.56
21715,-118.31,34.06
21718,-71.84,42.2
21719,-74.0,40.71
21720,-119.73,36.84
21727,-93.11,35.28
21728,-118.07,45.33
21730,-111.57,40.75
21732,-116.22,43.59
21736,-95.27,38.97
21738,-80.08,26.85
21739,-95.93,41.16
21744,-102.14,32.03
21746,-152.37,57.81
21747,-87.75,41.72
21748,-81.55,28.37
21749,-111.74,33.31
21750,-118.19,33.77
21755,-88.58,44.0
21756,-81.5,40.8
21757,-78.87,35.79
21760,-80.38,25.76
21761,-71.61,42.28
21765,-122.59,45.42
21766,-76.36,37.07
21767,-74.29,40.26
21769,-71.09,42.34
21774,-72.99,40.94
21775,-73.79,41.13
21776,-74.13,40.61
21780,-75.56,40.57
21783,-117.68,33.48
21785,-106.58,35.06
21786,-111.97,40.36
21789,-117.31,33.12
21792,-122.69,38.45
21794,-122.74,38.41
21796,-93.28,37.2
21797,-76.69,37.25
21798,-80.12,26.14
21800,-88.15,41.77
21802,-85.61,42.26
21806,-96.82,32.85
21807,-77.07,38.92
21808,-80.13,26.84
21810,-80.14,26.03
21811,-122.3,47.72
21812,-72.7,40.92
21813,-76.24,43.05
21814,-122.83,45.48
21815,-157.92,21.33
21816,-122.43,37.77
21818,-97.25,32.93
21820,-121.96,36.99
21821,-118.6,34.18
21822,-88.41,42.6
21823,-83.0,39.97
21825,-112.11,33.55
21827,-71.33,41.79
21831,-112.03,33.51
21834,-73.87,40.74
21835,-73.04,41.24
21837,-115.15,36.08
21842,-80.38,25.79
21843,-76.64,39.46
21845,-73.48,40.73
21846,-84.51,39.16
21847,-121.44,43.87
21848,-122.82,47.0
21853,-96.68,33.1
21854,-96.62,32.96
21856,-117.6,33.64
21858,-80.76,34.95
21859,-77.02,38.97
21861,-112.08,38.76
21862,-121.95,37.3
21863,-96.68,40.86
21864,-80.93,34.01
21865,-71.06,42.36
21868,-87.36,41.43
21869,-74.27,40.02
21870,-119.74,39.58
21871,-117.54,47.63
21872,-79.82,32.84
21874,-88.14,42.15
21875,-121.93,38.38
21876,-115.14,36.08
21877,-81.69,30.24
21878,-84.99,42.27
21880,-117.85,33.68
21881,-118.17,34.7
21882,-122.87,42.33
21884,-71.06,42.46
21885,-122.06,37.98
21886,-122.48,47.16
21888,-88.43,42.59
21889,-122.68,45.52
21891,-122.61,48.51
21894,-91.02,41.46
21898,-122.41,37.79
21901,-97.14,33.23
21902,-117.17,32.75
21903,-72.67,41.76
21906,-75.48,40.16
21908,-79.79,32.86
21910,-74.43,39.38
21913,-96.66,33.17
21914,-94.76,38.86
21915,-122.71,38.41
21920,-121.17,38.65
21921,-122.07,37.98
21924,-73.81,40.7
21926,-96.54,33.01
21929,-76.17,36.87
21930,-122.1,47.36
21931,-77.72,37.5
21932,-76.22,36.69
21934,-117.32,33.89
21935,-121.93,37.39
21936,-122.2,47.5
21938,-112.07,33.47
21939,-122.34,47.49
21940,-73.98,40.75
21941,-73.94,40.84
21942,-87.31,36.56
21943,-118.5,34.29
21944,-120.88,37.52
21945,-106.67,35.1
21946,-105.95,35.69
21950,-81.73,38.36
21953,-119.82,39.55
21954,-92.34,34.77
21955,-100.77,41.12
21956,-92.41,34.75
21958,-122.52,37.95
21960,-95.75,29.73
21961,-94.18,36.18
21962,-95.41,30.12
21963,-73.96,40.58
21964,-75.38,40.09
21965,-104.87,39.1
21968,-122.79,38.53
21970,-76.32,39.46
21971,-80.86,35.44
21973,-83.03,42.56
21974,-77.46,41.14
21975,-86.65,36.09
21978,-117.06,32.93
21980,-118.08,33.91
21981,-122.55,38.09
21982,-95.46,29.69
21983,-111.0,31.85
21986,-87.69,42.02
21987,-106.49,31.76
21988,-122.6,38.23
21989,-81.21,37.8
21991,-118.49,34.05
21993,-81.15,40.9
21994,-96.86,33.15
21995,-82.4,34.85
21998,-81.37,28.54
21999,-81.29,28.91
22000,-81.41,28.37
22001,-83.1,40.06
22005,-121.43,38.55
22006,-81.48,40.86
22009,-84.26,33.25
22011,-78.67,33.83
22012,-149.74,61.23
22013,-72.96,40.81
22014,-104.76,38.84
22020,-73.96,41.1
22023,-93.17,45.01
22024,-122.63,47.56
22025,-119.78,39.11
22027,-117.98,34.14
22030,-110.87,32.22
22031,-87.74,41.81
22032,-83.05,40.01
22034,-110.82,32.24
22035,-86.13,39.63
22038,-121.69,37.93
22039,-84.37,39.37
22041,-117.79,34.07
22042,-90.51,41.58
22044,-73.6,41.04
22045,-87.63,41.89
22046,-115.21,36.27
22047,-121.4,38.46
22050,-110.95,32.23
22054,-121.27,38.77
22057,-89.8,35.14
22059,-87.63,41.9
22060,-117.79,33.54
22062,-73.99,40.74
22065,-86.12,39.63
22067,-116.51,33.82
22070,-117.87,33.78
22071,-75.11,38.55
22075,-97.67,26.17
22076,-122.24,37.49
22078,-118.24,34.06
22081,-122.63,47.52
22082,-117.83,33.72
22083,-122.37,37.59
22090,-88.21,41.95
22091,-78.44,38.13
22096,-83.98,34.07
22098,-73.83,40.98
22099,-97.2,32.83
22100,-80.67,28.08
22103,-80.09,42.13
22104,-86.81,33.38
22108,-122.33,47.57
22110,-107.87,38.46
22112,-78.99,43.09
22113,-87.98,42.39
22117,-118.37,33.9
22118,-92.42,34.8
22119,-122.54,45.5
22120,-70.31,43.65
22121,-84.16,39.61
22122,-73.96,40.72
22123,-90.48,38.57
22124,-77.04,38.9
22131,-78.58,35.87
22134,-77.22,38.92
22138,-82.61,35.53
22141,-122.59,45.62
22142,-77.36,38.87
22145,-111.98,33.35
22146,-96.77,32.95
22147,-94.22,45.55
22148,-82.67,27.89
22150,-105.26,40.02
22151,-117.79,33.73
22152,-77.63,37.66
22154,-122.08,47.76
22157,-90.08,29.95
22158,-71.06,42.35
22160,-118.84,34.03
22162,-119.21,34.26
22165,-121.32,38.02
22170,-106.53,35.11
22171,-89.79,35.15
22174,-80.37,25.79
22176,-122.52,37.93
22180,-87.9,41.97
22183,-117.56,34.14
22184,-117.79,33.73
22185,-104.79,39.67
22187,-75.78,40.51
22189,-81.69,41.5
22191,-95.61,29.77
22193,-119.32,36.31
22196,-86.8,35.96
22201,-149.12,61.6
22203,-73.99,40.76
22206,-117.56,33.98
22207,-120.99,37.67
22212,-84.65,42.74
22216,-95.48,29.83
22219,-117.71,33.61
22221,-117.16,32.71
22222,-84.55,38.05
22223,-86.16,39.61
22233,-121.26,38.77
22234,-112.02,40.54
22235,-89.81,35.1
22237,-97.64,35.56
22238,-82.37,28.13
22239,-81.77,26.21
22240,-157.84,21.29
22246,-83.77,42.24
22248,-84.09,34.0
22249,-95.11,43.42
22250,-121.45,38.42
22251,-77.41,38.47
22256,-122.25,37.83
22257,-117.06,34.03
22258,-84.34,33.86
22259,-118.47,33.98
22260,-81.64,38.35
22261,-92.07,32.53
22262,-121.84,36.62
22263,-157.71,21.28
22264,-122.0,37.53
22269,-122.03,37.05
22272,-98.66,29.55
22273,-118.41,34.19
22276,-82.54,27.97
22277,-121.53,45.71
22278,-117.07,33.07
22279,-71.04,42.35
22280,-77.32,38.85
22281,-78.76,42.92
22282,-119.97,38.95
22283,-117.36,47.65
22284,-97.24,37.57
22285,-122.68,45.52
22286,-87.47,41.52
22287,-116.9,47.71
22288,-83.38,33.95
22291,-114.33,48.24
22292,-95.36,29.77
22293,-76.28,36.71
22297,-118.63,34.16
22300,-122.34,47.58
22301,-117.99,33.94
22302,-111.91,33.54
22303,-104.82,41.14
22304,-119.78,39.52
22305,-85.82,41.25
22306,-112.03,40.61
22307,-122.2,47.37
22308,-104.88,39.47
22311,-97.8,30.48
22312,-84.38,33.91
22313,-121.98,37.29
22314,-77.5,37.58
22317,-85.83,33.61
22321,-119.78,36.3
22323,-118.03,33.96
22328,-122.44,47.19
22329,-94.83,39.13
22330,-84.46,34.04
22334,-122.29,40.43
22336,-118.42,34.06
22338,-77.62,37.65
22346,-72.58,42.0
22347,-77.11,39.05
22348,-119.23,34.26
22350,-117.27,32.84
22351,-118.12,34.15
22353,-86.87,35.92
22355,-82.26,34.71
22356,-83.55,34.51
22358,-90.82,29.81
22359,-87.66,41.94
22362,-72.68,40.93
22363,-74.44,40.32
22364,-115.21,36.16
22365,-120.58,46.6
22366,-119.79,46.22
22367,-71.48,42.96
22368,-97.17,34.19
22370,-119.79,36.81
22372,-96.72,32.97
22373,-80.29,25.87
22375,-89.79,35.2
22378,-112.05,33.07
22384,-74.3,40.56
22385,-87.62,41.89
22387,-73.95,40.71
22390,-122.24,47.76
22391,-95.04,29.51
22393,-95.42,29.69
22396,-97.46,35.65
22398,-89.99,34.96
22399,-117.02,32.67
22400,-74.21,40.84
22401,-81.48,31.2
22402,-104.99,39.71
22403,-122.65,45.53
22405,-82.51,28.08
22406,-117.92,33.79
22408,-122.0,37.53
22409,-77.35,35.57
22413,-80.19,25.81
22415,-157.84,21.29
22416,-105.36,39.69
22417,-158.18,21.44
22419,-97.79,32.76
22422,-76.47,37.11
22424,-76.88,40.98
22425,-84.19,33.42
22427,-75.65,40.26
22430,-118.28,34.06
22431,-85.1,33.57
22432,-78.54,35.94
22434,-97.5,35.23
22438,-97.12,32.72
22440,-122.29,47.56
22441,-88.19,42.07
22442,-73.61,40.73
22443,-106.77,32.35
22444,-82.02,41.46
22445,-96.83,33.03
22447,-112.48,34.56
22448,-104.94,39.53
22449,-71.0,42.25
22450,-82.33,27.93
22453,-95.43,29.83
22454,-89.53,34.36
22455,-113.55,37.11
22457,-81.93,34.97
22460,-117.23,32.87
22462,-122.32,47.82
22464,-76.32,40.08
22465,-97.04,32.9
22466,-75.16,39.95
22467,-98.14,29.69
22468,-121.27,38.8
22469,-87.63,41.87
22471,-93.32,45.06
22473,-95.15,29.56
22475,-82.36,34.87
22477,-81.39,31.16
22485,-95.75,29.8
22486,-95.31,32.28
22487,-88.2,41.75
22488,-117.72,33.59
22490,-76.63,39.44
22491,-87.91,42.25
22493,-115.79,40.83
22495,-96.64,40.82
22496,-83.75,42.28
22497,-88.09,41.94
22498,-82.18,34.21
22499,-104.76,38.94
22502,-93.44,44.86
22504,-104.72,39.6
22506,-87.65,41.93
22508,-71.16,42.58
22509,-73.98,40.67
22510,-94.98,29.81
22514,-73.41,40.69
22515,-104.97,39.68
22516,-77.7,43.19
22518,-78.24,40.0
22519,-80.26,25.77
22520,-119.28,46.3
22522,-72.0,41.58
22524,-122.45,37.74
22525,-73.98,40.76
22526,-117.56,33.94
22530,-121.99,37.55
22533,-72.49,41.83
22534,-80.28,26.31
22538,-117.04,48.18
22541,-77.03,38.9
22548,-80.21,26.65
22549,-90.33,32.33
22550,-93.17,44.97
22551,-121.93,37.34
22552,-94.91,47.49
22555,-81.3,28.99
22556,-98.54,29.51
22563,-118.15,34.59
22564,-97.08,33.07
22565,-104.92,39.74
22566,-118.39,33.85
22567,-122.35,47.68
22568,-89.79,35.2
22569,-122.27,37.87
22570,-122.72,38.36
22571,-95.19,30.0
22573,-97.74,30.27
22579,-122.42,37.81
22582,-71.15,42.29
22583,-122.14,38.21
22585,-96.73,43.54
22587,-111.84,40.77
22589,-111.0,32.4
22593,-122.55,45.68
22601,-156.46,20.87
22602,-120.95,39.1
22604,-122.71,45.55
22607,-122.99,45.01
22609,-121.95,38.27
22613,-105.2,40.07
22616,-88.01,42.0
22619,-104.78,39.65
22620,-118.99,37.65
22621,-76.88,38.82
22622,-96.81,33.11
22623,-80.28,36.13
22629,-119.72,34.4
22630,-121.49,38.53
22631,-82.14,29.19
22632,-86.72,30.41
22633,-90.85,38.82
22635,-122.49,37.95
22637,-87.79,41.72
22639,-120.74,37.39
22640,-80.12,26.36
22641,-94.38,38.93
22642,-117.42,33.95
22644,-71.48,41.94
22646,-74.06,41.51
22647,-72.87,41.35
22648,-111.66,35.18
22649,-117.17,32.77
22652,-83.29,42.71
22654,-122.55,45.78
22655,-95.16,29.52
22656,-81.37,28.66
22657,-118.24,34.05
22659,-97.35,32.52
22660,-97.39,27.74
22662,-80.87,35.6
22663,-80.1,40.3
22664,-77.07,38.96
22665,-86.18,41.59
22666,-117.26,33.05
22670,-71.04,42.35
22671,-84.38,40.55
22672,-84.47,39.03
22674,-105.05,39.81
22677,-77.58,37.65
22679,-118.35,33.87
22680,-82.11,33.51
22683,-118.31,33.72
22684,-86.07,39.91
22685,-77.22,38.93
22686,-122.49,37.65
22687,-117.07,33.1
22690,-88.13,41.69
22692,-115.16,36.17
22695,-120.94,37.72
22697,-91.51,44.79
22698,-80.7,35.13
22699,-73.98,40.78
22700,-96.91,33.02
22701,-118.26,34.12
22706,-157.92,21.33
22710,-74.26,40.56
22713,-92.33,42.46
22714,-120.29,47.41
22715,-82.43,40.08
22716,-95.46,29.74
22717,-117.4,47.75
22719,-87.71,42.01
22722,-118.34,34.05
22723,-158.02,21.33
22724,-79.93,35.97
22725,-80.98,32.02
22727,-81.82,41.31
22728,-118.48,34.0
22729,-77.06,38.93
22733,-97.07,33.03
22734,-72.76,41.73
22735,-78.56,35.8
22738,-96.89,33.18
22741,-119.35,36.34
22742,-118.22,34.21
22743,-77.06,39.04
22744,-73.78,42.86
22746,-83.11,42.53
22747,-93.06,34.46
22752,-94.71,39.29
22753,-75.6,40.55
22754,-119.75,36.81
22755,-119.66,37.33
22758,-73.18,41.18
22759,-77.0,38.72
22760,-111.76,33.35
22765,-111.91,33.47
22767,-115.12,36.13
22768,-122.0,38.34
22769,-117.66,33.59
22770,-112.51,45.98
22772,-95.47,30.14
22776,-111.69,33.27
22781,-80.58,35.02
22785,-116.96,32.82
22786,-93.5,41.64
22788,-82.23,41.39
22789,-77.97,35.74
22790,-76.78,39.21
22792,-117.94,33.83
22793,-96.89,33.07
22794,-121.33,38.68
22796,-88.07,41.69
22798,-96.8,32.78
22799,-90.88,38.82
22800,-117.07,32.78
22801,-73.97,40.75
22803,-79.93,40.45
22806,-97.98,29.83
22807,-97.39,37.67
22808,-120.04,36.73
22809,-76.73,38.94
22811,-110.89,32.25
22812,-157.84,21.28
22815,-85.51,38.29
22816,-73.54,41.05
22817,-122.48,48.75
22821,-79.57,40.21
22822,-121.98,37.23
22823,-122.38,40.53
22824,-74.24,40.96
22825,-97.84,30.22
22828,-74.06,40.14
22829,-87.91,42.52
22830,-122.77,45.3
22832,-112.07,33.45
22835,-93.11,45.18
22836,-122.11,47.67
22839,-88.45,42.31
22842,-81.03,29.11
22843,-118.26,34.05
22845,-75.65,40.26
22846,-119.63,36.58
22847,-121.31,37.99
22848,-82.98,40.14
22850,-117.92,33.81
22852,-87.8,42.01
22853,-118.41,33.98
22854,-122.39,37.62
22856,-117.33,34.52
22858,-87.29,36.59
22859,-121.98,38.35
22860,-122.25,47.46
22861,-88.05,42.04
22863,-80.81,35.33
22865,-82.41,34.82
22866,-121.3,38.12
22870,-117.85,33.76
22875,-85.59,38.22
22877,-84.52,38.0
22881,-96.94,33.16
22883,-87.62,41.9
22886,-105.15,39.93
22889,-98.53,29.47
22892,-76.66,39.32
22895,-122.31,37.99
22896,-73.12,40.88
22897,-72.14,41.37
22898,-80.09,26.57
22899,-84.26,39.26
22904,-81.52,41.08
22908,-121.42,38.39
22910,-75.32,41.06
22918,-116.35,43.65
22921,-86.86,39.64
22922,-74.02,41.1
22923,-111.99,40.54
22925,-81.3,41.68
22926,-84.29,34.05
22927,-122.13,47.62
22928,-77.41,38.83
22930,-87.6,41.8
22931,-105.08,39.84
22932,-71.06,42.34
22933,-84.02,33.97
22934,-95.23,30.05
22940,-96.8,32.9
22941,-115.12,36.1
22944,-95.48,30.33
22945,-122.22,47.32
22947,-80.14,25.79
22949,-87.98,42.11
22951,-110.36,31.55
22952,-71.12,42.38
22953,-122.74,38.43
22956,-115.24,36.05
22957,-85.62,42.85
22958,-122.65,45.46
22959,-81.02,34.0
22963,-117.91,33.82
22965,-117.76,34.03
22969,-96.61,33.01
22973,-81.8,26.21
22975,-76.58,39.39
22976,-122.06,37.97
22977,-80.83,35.15
22978,-69.92,43.91
22980,-95.63,29.59
22982,-73.98,40.86
22983,-87.9,42.35
22984,-96.34,30.67
22988,-77.51,38.92
22989,-118.21,33.99
22990,-118.92,34.18
22991,-75.86,41.24
22992,-80.3,36.07
22993,-80.89,35.48
22996,-117.13,32.75
22998,-88.12,41.75
22999,-76.92,38.63
23000,-73.97,40.86
23003,-73.97,40.76
23009,-118.11,33.81
23010,-85.26,41.03
23012,-75.04,39.42
23014,-95.27,30.0
23016,-118.35,34.16
23018,-90.49,38.77
23022,-75.17,39.96
23023,-122.33,48.47
23024,-118.09,33.95
23025,-70.34,43.63
23027,-122.48,38.3
23028,-117.2,32.89
23031,-84.09,34.05
23032,-106.39,31.78
23034,-120.43,34.92
23035,-121.15,38.67
23037,-95.72,29.77
23039,-70.9,42.18
23043,-81.51,41.15
23045,-123.28,44.59
23046,-74.34,40.55
23047,-95.56,29.72
23048,-93.75,41.6
23049,-86.82,36.11
23051,-84.55,35.89
23052,-87.73,41.5
23053,-119.02,35.38
23054,-82.55,35.6
23055,-121.41,38.42
23058,-122.68,38.33
23059,-123.26,44.58
23061,-85.59,43.0
23062,-106.52,39.64
23063,-117.89,33.87
23065,-74.27,40.56
23067,-118.47,34.41
23068,-87.65,41.91
23069,-78.79,35.87
23070,-118.41,34.01
23071,-122.34,48.51
23073,-73.76,42.75
23075,-72.76,41.3
23078,-88.13,42.0
23082,-74.72,40.29
23083,-77.59,37.68
23085,-88.17,41.8
23088,-120.56,46.62
23089,-81.46,30.29
23090,-87.81,41.88
23091,-123.11,44.65
23092,-121.87,37.32
23093,-71.13,42.5
