PostalCode,Median_Income,Population,Median_age,Keydemo_per
37914,39156,19330,42.9,0.17221934816347645
37915,15571,5252,29.6,0.261995430312262
37916,22061,13092,20.8,0.6245035135960892
37917,34658,24933,38.1,0.26827898768700115
37918,57068,45268,38,0.21147388883979854
37919,63009,29108,38.1,0.24251064999312905
37920,44876,40358,37.8,0.26852173051191836
37921,48481,27259,35,0.23768296709343703
37922,109065,36542,39.9,0.13975699195446337
37923,61948,31614,36.5,0.26437654203833744
37924,47103,12670,37.7,0.1882399368587214
37931,81011,28584,38.4,0.18986146095717885
37932,87532,18919,38.5,0.18526349172789258
37934,102472,26604,45.7,0.10765298451360697
37938,74541,17050,44.9,0.1289149560117302
38001,38807,4662,39.8,0.1703131703131703
38002,98764,40430,37.4,0.14330942369527577
38004,90655,10863,35.7,0.17113136334345944
38006,52111,5411,37.6,0.18314544446497874
38007,-,63,70.1,0.0
38008,37162,8797,40.2,0.18233488689325908
38011,67155,9536,39,0.18875838926174496
38012,37440,13533,41.2,0.17202394147639105
38015,43750,2385,44.7,0.12830188679245283
38016,67041,48325,34.3,0.2518572167615106
38017,110873,55073,39.7,0.16548944128701903
38018,71789,36289,36.5,0.19868279643969247
38019,40608,16298,37.1,0.21610013498588784
38021,-,15,38.9,0.0
38023,66250,6466,34.6,0.17708011135168575
38024,43088,27405,40.6,0.17073526728699143
38028,102961,6655,50.6,0.10293012772351616
38029,-,23,-,0.0
38030,68281,481,24.5,0.340956340956341
38034,46016,2659,42.1,0.1414065438134637
38036,15733,528,49,0.13636363636363635
38037,38611,1379,40.6,0.15808556925308195
38039,37245,1723,37.7,0.1363900174114916
38040,41897,4769,40.2,0.19018662193331937
38041,35887,4853,37.9,0.30414176797856995
38042,37813,641,53.3,0.18252730109204368
38044,67650,705,43.8,0.11347517730496454
38046,75750,45,70.8,0.0
38047,-,54,44.7,0.0
38049,50150,4181,43.6,0.21956469744080365
38050,38229,595,38.9,0.1815126050420168
38052,44672,4228,38.8,0.19110690633869443
38053,55640,26282,41.1,0.19401111026558102
38054,-,224,23.9,0.5401785714285714
38057,43693,3524,42.9,0.19182746878547105
38058,64236,10007,40.9,0.14110122913960227
38059,50958,7780,40.1,0.16696658097686376
38060,71403,10197,42.4,0.1802490928704521
38061,52557,621,60.3,0.08051529790660225
38063,40087,16277,38.3,0.1765681636665233
38066,77917,2718,51.9,0.12472406181015452
38067,29114,1134,56.3,0.1402116402116402
38068,43039,10985,43.2,0.16995903504779244
38069,35074,2066,51.1,0.15730880929332042
38070,41576,128,56.9,0.0
38075,53631,6755,39,0.2834937083641747
38076,63942,1126,44.1,0.13676731793960922
38077,-,42,60.8,0.0
38079,34085,5229,41.3,0.25148211895199846
38080,39671,2540,42.9,0.17795275590551182
38103,72850,14684,33.1,0.46833287932443474
38104,41696,23456,38.5,0.31083731241473395
38105,20409,5915,39.2,0.25359256128486896
38106,25188,23791,39.8,0.19587238871842294
38107,29192,15784,39.2,0.21236695387734414
38108,21483,17626,33.2,0.20123680925904913
38109,31114,44911,41.6,0.17450067912092806
38111,39103,42846,33,0.25946412733977503
38112,36039,16512,34,0.2555717054263566
38114,27112,25474,35.4,0.2416581612624637
38115,32401,39644,29,0.30496418121279384
38116,43137,40777,34.6,0.21833386467861784
38117,81469,26296,40,0.19904167934286585
38118,35355,39168,29.5,0.22607741013071894
38119,63164,24582,37.7,0.22105605727768285
38120,101467,14956,44.5,0.15819737897833647
38122,38681,24419,33,0.2197469183832262
38125,65735,38131,37.1,0.20710183315412656
38126,12676,6329,24.1,0.19671354084373519
38127,29798,43086,28.7,0.20433551501647867
38128,35832,45023,29.9,0.24054372209759456
38133,66335,22266,35.4,0.1893918979610168
38134,48740,45612,33.8,0.2598000526177322
38135,78430,29373,42.9,0.1799611888469002
38138,105292,25228,44.5,0.11883621373077533
38139,150425,15610,46.2,0.07296604740550929
38141,49202,22861,31.4,0.21775075456016796
38152,-,885,19.6,0.3706214689265537
38201,40032,10947,36.2,0.210559970768247
38220,35644,1656,43.7,0.13647342995169082
38221,39318,3325,49.8,0.1554887218045113
38222,41531,2589,45.9,0.16879103901120124
38224,41417,858,46.6,0.21328671328671328
38225,41250,5606,43.1,0.1300392436674991
38226,29583,256,63.5,0.0234375
38229,42273,2977,41.3,0.16829022505878402
38230,38021,3663,45.9,0.16926016926016926
38231,41204,1646,48,0.13547995139732685
38232,48889,1849,47.1,0.05949161709031909
38233,46349,2560,45.3,0.174609375
38235,39250,408,44.5,0.20833333333333334
38236,63438,463,50.3,0.10367170626349892
38237,39085,15648,30.2,0.2834228016359918
38240,41358,2472,36.3,0.24150485436893204
38241,39943,1006,42.1,0.18687872763419483
38242,38183,20296,43.9,0.1583070555774537
38251,40673,2828,45.2,0.15134370579915135
38253,50208,1131,34.9,0.1962864721485411
38254,25750,78,29.3,0.3333333333333333
38255,42923,2324,47,0.14931153184165233
38256,47394,3131,58.6,0.09932928776748642
38257,47226,4506,43.6,0.13293386595650244
38258,43087,1441,44.4,0.16169326856349758
38259,30536,609,43.2,0.18226600985221675
38260,44095,3713,41.8,0.18044707783463507
38261,34976,15475,43,0.1631663974151858
38301,32114,33554,38.2,0.2015557012576742
38305,55461,52194,37.1,0.2022646281181745
38310,36098,6291,39.5,0.17723732316006993
38311,54750,933,56.3,0.06859592711682744
38313,70402,3182,45.8,0.12067881835323696
38315,34659,3775,45.8,0.1427814569536424
38316,45372,3005,42.1,0.12778702163061564
38317,36875,2331,48.1,0.145002145002145
38318,41786,463,39.6,0.07991360691144708
38320,36535,10506,47.3,0.13401865600609175
38321,41188,2300,46.7,0.14739130434782607
38326,41094,2554,57.1,0.09671104150352389
38327,28631,431,53.3,0.11600928074245939
38328,37586,793,38.7,0.2673392181588903
38329,48770,3642,44,0.13536518396485447
38330,40119,4632,41.1,0.13147668393782383
38332,35363,1326,48.9,0.12368024132730016
38333,39453,161,52.5,0.0
38334,42500,2056,47.8,0.18433852140077822
38337,46094,1488,43,0.10685483870967742
38339,40865,629,44.9,0.25119236883942764
38340,49880,12510,37.3,0.1952837729816147
38341,41289,2375,46.8,0.1734736842105263
38342,35313,1450,36.5,0.20551724137931035
38343,37419,15413,42.5,0.17926425744501395
38344,42624,7860,43.2,0.17035623409669212
38345,65692,1520,45.4,0.2868421052631579
38347,32563,586,14.9,0.17747440273037543
38348,43889,996,50.6,0.09738955823293173
38351,43543,18459,41.5,0.15954277046427218
38352,56744,644,32.3,0.3944099378881988
38355,78000,6404,33.6,0.20627732667083074
38356,56413,2728,41.9,0.17155425219941348
38357,44519,2762,47.3,0.13649529326574947
38358,50391,12077,41.8,0.1386933841185725
38359,41458,284,50.9,0.07042253521126761
38361,38375,947,47,0.17423442449841606
38362,53293,1363,29.7,0.3176815847395451
38363,34615,5291,43,0.17917217917217917
38366,75573,1955,43.4,0.12531969309462915
38367,42835,2953,40.7,0.14188960379275314
38368,43750,1901,42.9,0.16307206733298263
38369,45592,1692,41.6,0.14598108747044916
38370,30368,703,47.8,0.2034139402560455
38371,36167,951,42.3,0.18401682439537329
38372,41050,17266,43.9,0.16002548360940577
38374,35114,2140,49.1,0.12850467289719625
38375,36662,8653,42.3,0.1896452097538426
38376,52292,147,57.9,0.14285714285714285
38379,38750,1359,36.2,0.20676968359087564
38380,36250,528,53.9,0.07765151515151515
38381,43140,1690,39.1,0.1739644970414201
38382,37468,8650,42.1,0.25040462427745663
38387,53000,222,55.9,0.06756756756756757
38388,44833,2111,31.2,0.16864045476077688
38390,51500,1016,47.1,0.10236220472440945
38391,49868,1036,43.8,0.09652509652509653
38392,55500,566,46.4,0.13074204946996468
38401,55744,61787,38.9,0.18845388188453882
38425,43911,3790,38.6,0.2554089709762533
38449,42331,2772,41.8,0.1919191919191919
38450,38221,3089,38.3,0.19164778245386857
38451,57457,4300,40.5,0.2413953488372093
38452,41970,1297,41.5,0.18272937548188126
38453,75227,338,42.9,0.09763313609467456
38454,54167,922,37.2,0.13882863340563992
38455,36625,179,54.5,0.27932960893854747
38456,49222,5165,30.2,0.1808325266214908
38457,47292,669,38.1,0.21524663677130046
38459,64286,296,42.1,0.15878378378378377
38460,50048,1422,43.5,0.12939521800281295
38461,52625,1279,39.3,0.1923377638780297
38462,37692,10281,43.2,0.17848458321174984
38463,35893,2193,52,0.19562243502051985
38464,40831,22347,41.4,0.17179039692128698
38468,43976,5604,36,0.1937901498929336
38469,49207,4140,43.6,0.16570048309178745
38471,25938,333,44.6,0.2222222222222222
38472,52644,2978,48,0.10006715916722633
38473,50792,1198,35.4,0.2353923205342237
38474,45410,8389,43.1,0.14447490761711765
38475,61250,700,42.8,0.15571428571428572
38476,67500,1099,50.8,0.17015468607825296
38477,57763,2717,49.4,0.15679057784320943
38478,48509,17602,42.8,0.17134416543574593
38481,36685,1047,39.8,0.24164278892072588
38482,60814,1635,33.7,0.2636085626911315
38483,42470,5910,36.8,0.1637901861252115
38485,43892,6465,46.1,0.16303170920340293
38486,42708,833,50,0.16326530612244897
38487,50444,1044,48.6,0.005747126436781609
38488,69732,2424,49.4,0.1443894389438944
38501,38498,39082,34.4,0.2839158691980963
38504,29821,722,56.8,0.08448753462603878
38505,-,2017,19.4,0.2890431333663857
38506,52438,28636,42.7,0.17292918005308003
38541,34375,1777,44.9,0.09341586944288126
38542,-,19,-,0.0
38543,29808,581,49.8,0.07228915662650602
38544,42171,7211,38.6,0.1743170156705034
38545,36447,1751,41.4,0.19760137064534553
38547,56250,1939,48.5,0.0964414646725116
38548,55766,931,31.7,0.23952738990332975
38549,38588,3559,50.8,0.10396178701882551
38551,31498,3993,47,0.14625594790884047
38552,77763,157,44.2,0.21019108280254778
38553,41109,2709,43.9,0.16168327796234774
38554,36023,1103,49.4,0.09519492293744333
38555,39324,19661,43.6,0.1880372310665785
38556,36604,11905,44.5,0.15371692566148676
38558,53617,9076,69.7,0.06302335830762451
38559,43098,1260,47.1,0.1523809523809524
38560,40682,1405,44.6,0.16654804270462634
38562,32188,6504,45.1,0.13914514145141452
38563,49346,3410,39.3,0.17917888563049852
38564,18778,439,53.4,0.0387243735763098
38565,33545,1167,35.9,0.16195372750642673
38567,95898,685,37.6,0.2510948905109489
38568,36900,1807,46,0.1422246817930271
38569,-,69,66.7,0.17391304347826086
38570,34521,9325,46.2,0.17501340482573727
38571,47667,14384,45.1,0.15127919911012236
38572,46510,11246,50.4,0.14600746932242575
38573,51534,2028,42.8,0.11932938856015779
38574,43125,8677,42.8,0.18831393338711536
38575,38750,1201,48.7,0.11240632805995004
38577,39020,1485,37.3,0.23164983164983166
38578,45417,142,73.5,0.02112676056338028
38579,44712,1067,38.4,0.15089034676663543
38580,52153,1905,36.1,0.15433070866141732
38581,40431,4105,42,0.1663824604141291
38582,54313,1531,48,0.10254735467015023
38583,43209,24459,42.6,0.16333455987571038
38585,37889,4020,45,0.14253731343283582
38587,28988,1387,57.1,0.1506849315068493
38588,42692,646,54.2,0.11455108359133127
38589,27000,273,28.4,0.2087912087912088
75001,72512,14992,32.1,0.4098852721451441
75002,101429,71253,37.8,0.16115812667536805
75006,64462,51642,35.3,0.22727624801518145
75007,86648,55500,39.8,0.1949189189189189
75009,111146,14089,34.8,0.16942295407764923
75010,85946,30406,36.3,0.25633098730513715
75013,130509,42629,38.7,0.1274015341668817
75019,118740,42888,39.9,0.1319016974445066
75020,50081,23232,41.1,0.1703254132231405
75021,45941,8847,44,0.1711314569910704
75022,162351,27201,39,0.12315723686629168
75023,90193,50431,39.5,0.20681723543058833
75024,102524,43551,36.8,0.2260797685472205
75025,118505,53764,40,0.15819135480990998
75028,127931,47804,40.1,0.14306334197975065
75032,109080,33080,39.3,0.13914752116082224
75034,117707,108525,36.8,0.1609951624049758
75035,134636,75485,37.2,0.1275087765781281
75038,61692,29990,31.5,0.3132377459153051
75039,92224,20108,32.7,0.40456534712552217
75040,63924,62417,35.1,0.2017399106012785
75041,50395,30880,30.3,0.24281088082901556
75042,50549,39183,31.3,0.222060587499681
75043,63331,62601,34.6,0.20284021022028403
75044,69254,43292,39.3,0.20962302503926822
75048,102096,25598,37.2,0.18302211110242989
75050,58567,43174,31,0.24799647936257932
75051,42922,40923,30.7,0.22884441512108106
75052,78660,95495,35.1,0.19753913817477356
75054,133802,11927,37.4,0.12257902238618261
75056,89252,60554,35.2,0.22867192918717177
75057,57216,14960,31.3,0.27433155080213906
75058,98750,2666,41.1,0.13203300825206302
75060,57907,47764,32.4,0.20012980487396365
75061,49400,54520,30.6,0.23173147468818783
75062,55392,49306,31.1,0.2512067496856366
75063,96053,40048,34,0.25421993607670795
75065,75266,12640,39.8,0.18330696202531646
75067,63939,68196,32.2,0.2853833069388234
75068,104692,65991,34.3,0.1765695322089376
75069,58106,37892,37.4,0.19996305288715296
75070,102650,104415,37.1,0.15547574582196044
75071,103982,55570,36.3,0.15661328054705775
75074,70680,52259,33.9,0.24900973994909967
75075,80603,38283,41.2,0.20082020740276363
75076,53267,8156,46.6,0.15559097596861207
75077,108687,37102,40.7,0.15791601530914776
75078,151066,28803,35.1,0.12804221782453218
75080,77736,52531,32.3,0.27703641659210754
75081,77174,40265,36.3,0.22103563889233827
75082,118929,23483,41.9,0.16756802793510198
75087,103423,35157,39.2,0.15439315072389567
75088,93703,26039,41.2,0.18130496562848036
75089,107111,36324,37.5,0.17577909921814777
75090,42130,25418,36.5,0.1853017546620505
75092,56855,24905,38.7,0.1982332864886569
75093,112930,46788,43.6,0.15164144652474992
75094,125990,23239,37.5,0.126296312233745
75098,94641,56376,33.9,0.18665744288349653
75101,47143,517,36.4,0.18762088974854932
75102,53929,1358,35.5,0.17893961708394698
75103,61083,14530,44.3,0.14824501032346868
75104,73171,49171,34.2,0.19515568119419982
75105,42212,161,44,0.18012422360248448
75109,58813,4384,44.4,0.11724452554744526
75110,44906,28558,35.8,0.18747811471391554
75114,75673,6829,36,0.19929711524381316
75115,72084,52916,38.8,0.15040819411898101
75116,45827,19867,34.3,0.18961091256858106
75117,54877,3984,39.1,0.13002008032128515
75119,60229,28598,34.9,0.20735715784320582
75124,54432,4255,51.9,0.1464159811985899
75125,63927,6326,33.4,0.17009168510907366
75126,99729,48987,32.6,0.20197195174229898
75127,44722,1705,42.1,0.1747800586510264
75132,76765,1559,32.2,0.3258499037844772
75134,54140,21879,31.2,0.2037113213583802
75135,78580,7363,38.4,0.16840961564579654
75137,65291,19548,40.7,0.16692244730918765
75140,48031,7595,37.1,0.18209348255431204
75141,35707,5782,31.7,0.28934624697336564
75142,55700,19261,35.6,0.1944343492030528
75143,50390,14510,43.9,0.16416264645072365
75144,44219,3668,44.1,0.22110141766630317
75146,60701,19701,35.2,0.16298665042383637
75147,43154,6636,44.2,0.16636528028933092
75148,36648,5961,41.4,0.1583626908236873
75149,50648,56473,33.2,0.18908150797726347
75150,54440,60671,32.9,0.21850637042409057
75152,67460,5195,30.8,0.18575553416746873
75153,54038,441,48.6,0.015873015873015872
75154,78699,40947,35.5,0.18853640071311695
75155,53698,3233,32.5,0.19084441695020105
75156,47857,16578,46.3,0.1533357461696224
75157,40500,261,40.5,0.15708812260536398
75158,63750,4191,43,0.1381531853972799
75159,55712,20098,36.9,0.16230470693601354
75160,54596,25525,38.1,0.18331047992164545
75161,58125,6529,44.1,0.19344463164343698
75163,40806,2716,52.2,0.11229749631811488
75164,48656,633,37.8,0.21958925750394945
75165,69827,45059,34.7,0.2249273175170332
75166,93047,4395,33.7,0.20523321956769056
75167,104907,12170,38.9,0.15472473294987674
75169,47674,14142,44.1,0.14771602319332486
75172,44891,4619,33,0.2437757090279281
75173,79150,4409,38.6,0.21592197777273758
75180,50278,23941,28.4,0.23628921097698508
75181,88149,28263,34.1,0.18709974171177865
75182,136118,6325,40.1,0.14940711462450593
75189,90694,29135,34.4,0.19533207482409473
75201,97104,17476,31.1,0.563344014648661
75202,79766,2312,31.3,0.5211937716262975
75203,39285,17367,32.2,0.2633154833880348
75204,81529,30537,30.9,0.5261813537675607
75205,156636,24877,35.9,0.20118985408208384
75206,71135,39010,31.4,0.46995642143040245
75207,87480,7702,32.4,0.5516748896390548
75208,63277,29706,34.7,0.24621288628559887
75209,95112,14308,39.7,0.2644674308079396
75210,28269,8673,29.4,0.233713824512856
75211,44893,77570,29.3,0.23231919556529587
75212,36212,26720,29.8,0.21029191616766468
75214,89719,34824,37.1,0.23992074431426602
75215,30865,17818,36.7,0.21579301829610506
75216,27288,53327,34.2,0.19843606428263355
75217,40475,89163,28.6,0.2019559682828079
75218,83851,22529,42.1,0.19499311997869412
75219,72559,25120,35.7,0.40270700636942675
75220,47111,42009,30.8,0.2518507938775024
75223,50286,14941,33.1,0.2228766481493876
75224,42663,37592,28,0.23550223451798255
75225,161296,21736,46.9,0.06905594405594405
75226,49115,4579,33.3,0.40925966368202665
75227,43890,59924,28.9,0.22576930778986717
75228,42243,73976,30.8,0.24164593922353195
75229,100144,32322,38,0.18272384134645134
75230,91596,27489,48.1,0.16686674669867949
75231,41806,40371,31.1,0.30799336157142504
75232,40103,31453,37.9,0.1847836454392268
75233,51062,17280,32.9,0.2136574074074074
75234,71118,37160,36.5,0.21165231431646933
75235,48603,18429,34.7,0.3092408703673558
75236,43279,18137,28.6,0.24651265369134917
75237,27970,21423,28.2,0.28553423890211455
75238,70593,33049,34.6,0.20545250990952826
75240,51569,28534,30,0.2657881825191
75241,32313,31562,34,0.19504467397503328
75243,41786,68308,31.9,0.28860455583533406
75244,95711,13254,38,0.23766410140334993
75246,24803,2760,32.4,0.30543478260869567
75247,18568,792,56.8,0.1856060606060606
75248,86938,37373,41.6,0.19219757579000882
75249,64246,17649,33.2,0.23667063289704798
75251,69028,2861,30,0.504718629849703
75252,63053,26867,34.6,0.3253433580228533
75253,48174,23900,26.8,0.22991631799163179
75254,54122,26929,30.6,0.3321697797913031
75287,52150,55673,32.9,0.3523251845598405
75401,36727,19146,33,0.22855949023294683
75402,65972,18087,39.7,0.1832808094211312
75407,66110,17978,34,0.20269217933029257
75409,90540,16349,31.5,0.20765796073154322
75410,65662,4954,53.8,0.13140896245458217
75411,77174,889,54.9,0.17997750281214847
75412,44135,457,46.4,0.1400437636761488
75413,-,282,39.8,0.19148936170212766
75414,64500,3416,39.6,0.17066744730679156
75415,100083,240,56.2,0.12916666666666668
75416,51771,3070,41.3,0.1794788273615635
75417,47045,2688,42.3,0.12053571428571429
75418,48850,14571,41.1,0.21714364147965137
75420,58750,1052,37.6,0.21292775665399238
75421,53929,666,24.9,0.23873873873873874
75422,55332,3088,47.2,0.08711139896373057
75423,63107,3110,45.5,0.12540192926045016
75424,65893,3024,41.9,0.15906084656084657
75426,34790,4393,51.5,0.15979968131117686
75428,35407,11371,26.6,0.31474804326796235
75431,51875,2122,41.7,0.19839773798303487
75432,49107,3504,40.2,0.1506849315068493
75433,56042,2808,45.8,0.16844729344729345
75435,37059,944,42.3,0.13347457627118645
75436,50909,2480,39.1,0.13669354838709677
75437,63333,1377,40.3,0.11692084241103849
75438,68393,992,42.2,0.14415322580645162
75439,61000,1035,36.5,0.20772946859903382
75440,49979,6258,52.1,0.10977948226270375
75441,50964,128,41.7,0.171875
75442,73405,9308,38.1,0.17672969488611948
75446,40057,3178,38.9,0.15984896161107615
75447,79792,1256,36.1,0.1982484076433121
75448,37568,643,47.5,0.1150855365474339
75449,43125,1374,45,0.1957787481804949
75450,31771,150,31.6,0.25333333333333335
75451,39292,1163,55,0.13155631986242478
75452,57500,4650,35.2,0.1778494623655914
75453,59587,3046,40,0.19599474720945503
75454,108889,10467,33.7,0.15668290818763733
75455,50170,28354,33.6,0.19408196374409253
75457,51395,6501,39.4,0.18412551915089986
75459,67554,5156,36.2,0.20442203258339797
75460,33704,23504,38.1,0.21315520762423418
75462,60422,11641,42.6,0.12172493772012714
75468,54458,939,41,0.13738019169329074
75469,46500,275,52,0.11636363636363636
75470,63319,323,47.9,0.0
75471,80278,1531,29.2,0.1378184193337688
75472,48011,4087,40.9,0.18571079031074136
75473,61667,3688,42.9,0.17597613882863342
75474,53468,15017,46.8,0.12885396550576014
75475,31250,148,41.8,0.2635135135135135
75476,63688,1056,57.2,0.10227272727272728
75477,45556,1183,40.5,0.16060862214708369
75478,50313,1120,37.7,0.16785714285714284
75479,53185,1786,50.6,0.12262038073908174
75480,50833,1587,56.1,0.07183364839319471
75481,51029,314,40.4,0.14968152866242038
75482,51311,24984,39.6,0.1834774255523535
75486,61269,2291,44.3,0.16848537756438237
75487,54355,2106,40.3,0.11965811965811966
75488,58359,645,46.8,0.18449612403100776
75489,55147,1032,33.5,0.20736434108527133
75490,80172,2493,41.3,0.17007621339751303
75491,78319,5064,42.2,0.14553712480252765
75492,57125,456,50.4,0.20175438596491227
75493,42891,626,24.3,0.23322683706070288
75494,52733,9940,41.8,0.17454728370221329
75495,81804,8729,41.7,0.15099094970787033
75496,72944,3739,41.9,0.1553891414816796
75497,57549,3907,56.7,0.11568978756078833
75501,37983,36094,36.6,0.2095362110045991
75503,66706,25517,38.3,0.17176784104714504
75550,32381,681,56.5,0.23641703377386197
75551,52546,11251,41.8,0.1745622611323438
75554,54750,2131,44.5,0.14547160957297042
75555,43433,1579,51.6,0.1057631412286257
75556,43000,1214,37.1,0.08649093904448106
75558,52292,1582,32.9,0.1820480404551201
75559,47917,5122,47.4,0.0907848496680984
75560,35000,1002,50.4,0.1377245508982036
75561,44415,4939,40,0.18121077141121686
75562,39271,104,43.2,0.14423076923076922
75563,41346,4528,45.8,0.11969964664310954
75565,45486,206,36.6,0.24757281553398058
75566,36429,756,57.5,0.07142857142857142
75567,56303,4824,39.4,0.16708126036484244
75568,38825,2238,39.1,0.1447721179624665
75569,36382,3464,28.1,0.34844110854503463
75570,54194,11071,38.8,0.24333845181103786
75571,50375,3134,39.6,0.1419910657306956
75572,48750,3896,42.5,0.14835728952772073
75573,88380,115,68.1,0.13043478260869565
75574,57297,1659,45,0.15009041591320071
75601,44725,15719,35.4,0.2500159043196132
75602,42530,21655,32.5,0.20969752943892866
75603,48565,6100,40.1,0.13229508196721312
75604,50729,31027,33.8,0.2108808457150224
75605,62132,30501,40.6,0.18032195665715878
75630,32429,2370,58.4,0.07426160337552742
75631,60144,3248,36.9,0.1730295566502463
75633,54789,13161,39.3,0.18205303548362586
75638,39960,5505,44.1,0.14841053587647593
75639,29891,2926,40.3,0.16507177033492823
75640,56923,4859,35.6,0.17534472113603622
75641,46607,89,48.4,0.1797752808988764
75642,-,48,55.3,0.0
75643,55563,2253,37.5,0.1966267199289836
75644,48548,13427,37.1,0.1594548298205109
75645,56924,10797,43.1,0.17690099101602297
75647,47850,13712,41.9,0.1573803967327888
75650,62582,9837,37.4,0.17007217647656805
75651,49707,2100,42.5,0.10761904761904761
75652,53253,16223,38.1,0.22116747827158972
75654,55050,12664,35.5,0.18935565382185723
75656,40576,4331,41.8,0.1625490648810898
75657,38518,7261,47.5,0.15204517284120644
75661,53596,3094,47.8,0.24078862314156432
75662,58471,24976,35.8,0.20944106342088406
75667,41208,1193,37.3,0.18692372170997484
75668,37500,2371,34.7,0.21130324757486293
75669,70035,762,49.2,0.1036745406824147
75670,36208,17539,33.1,0.21346713039511944
75672,58175,16351,42.7,0.14525105498134672
75681,44964,2128,52.2,0.13110902255639098
75682,77344,578,38.6,0.14359861591695502
75683,39602,3709,46.1,0.1272580210299272
75684,52599,7894,36.4,0.2156067899670636
75686,49167,13184,38.3,0.17506067961165048
75691,63160,4320,36.9,0.1571759259259259
75692,58155,4414,40.9,0.13593112822836428
75693,64216,7076,36.1,0.20096099491237987
75701,47543,35858,33.3,0.2544481008422109
75702,37345,27698,30.9,0.24431366885695718
75703,62544,42777,36.3,0.23732379549758048
75704,39959,10199,38.7,0.1830571624669085
75705,40065,2762,37.9,0.20782041998551773
75706,49982,10449,33,0.2367690688104125
75707,74077,14232,40.3,0.17165542439572792
75708,43056,7698,31.9,0.19329696024941542
75709,62682,4731,41.2,0.21496512365250475
75750,64250,3766,48.9,0.12984599044078599
75751,45423,17084,34,0.1918169047061578
75752,55328,6998,46.4,0.147470705915976
75754,57000,6627,45.3,0.17232533574769882
75755,43767,5178,41.7,0.18829663962920046
75756,59375,4450,35.5,0.17752808988764046
75757,69628,12802,39.9,0.14638337759725042
75758,50807,8739,49.6,0.16374871266735325
75759,-,54,52.6,0.18518518518518517
75760,49306,2066,47.3,0.09535333978702808
75762,71725,12412,35.9,0.18417660328714147
75763,58551,6247,48.1,0.15175284136385464
75764,61875,187,39.7,0.22994652406417113
75765,48306,7157,54.3,0.12994271342741373
75766,46892,26925,36.9,0.16987929433611884
75770,62988,2925,46.2,0.17606837606837608
75771,69199,21310,42,0.15668700140778977
75773,52254,14523,42.8,0.15616608138814295
75778,39028,2947,46.1,0.15846623685103495
75779,-,128,25.9,0.078125
75780,46429,216,23.8,0.4074074074074074
75783,55039,7942,46.1,0.14580710148577183
75784,44188,774,42.5,0.1434108527131783
75785,47743,11357,37.8,0.21854362947961609
75788,-,23,-,0.0
75789,56036,7806,39.6,0.17473738150140916
75790,59250,3864,39.1,0.1503623188405797
75791,74886,13562,39.9,0.14238312933195693
75792,47946,3002,46.7,0.12591605596269154
75801,38674,16244,35.1,0.21681851760650087
75803,44183,21928,39.2,0.23080080262677855
75831,43292,5529,40.2,0.18213058419243985
75832,-,107,39.2,0.0
75833,48098,2944,51,0.11107336956521739
75835,33292,11086,41.4,0.17319141259245896
75838,41583,639,45.2,0.02034428794992175
75839,44856,5927,39.9,0.14054327653112872
75840,55000,6340,38.5,0.18690851735015773
75844,40890,5968,47.4,0.1554959785522788
75845,48880,2926,45.5,0.15584415584415584
75846,36903,2957,39.2,0.14541765302671628
75847,38011,1843,51.6,0.08681497558328811
75848,48125,137,24.5,0.291970802919708
75849,28125,67,39.6,0.208955223880597
75850,47321,796,61.4,0.052763819095477386
75851,51780,4954,45.8,0.1308033911990311
75852,51250,4017,32.6,0.508588498879761
75853,36034,466,67,0.10944206008583691
75855,40529,3078,52.2,0.1608187134502924
75856,180727,215,22.5,0.7534883720930232
75859,43885,2134,57.8,0.05998125585754452
75860,57208,6516,40.6,0.18753836709637814
75861,60000,9126,40.8,0.26221783914091606
75862,39466,10176,50.1,0.12942216981132076
75901,50813,30429,34.8,0.21801570869893852
75904,54306,34406,35.8,0.19455908853107015
75925,39461,4002,36.9,0.16616691654172913
75926,39868,1151,46.9,0.12163336229365769
75928,-,1198,39.3,0.27128547579298834
75929,62885,1649,51.4,0.11279563371740449
75930,29569,1779,49.4,0.10342889263631254
75931,46393,2203,54.9,0.05083976395823876
75932,48952,1743,45.1,0.12794033275960986
75933,43565,1158,46.2,0.21502590673575128
75934,84886,219,31.4,0.3972602739726027
75935,43479,13648,34.3,0.17694900351699883
75936,52500,1128,42.5,0.12943262411347517
75937,37875,891,45,0.12008978675645342
75938,42083,2585,51.2,0.0839458413926499
75939,45909,5260,39.2,0.1788973384030418
75941,47500,8465,41,0.15794447725930302
75942,-,229,26.2,0.13100436681222707
75943,45521,1442,36.9,0.18585298196948682
75944,42407,1100,54.7,0.09363636363636364
75946,41250,3744,37.7,0.15331196581196582
75948,33670,6268,58.4,0.11694320357370772
75949,34555,8225,42.8,0.1676595744680851
75951,40069,15859,38.2,0.18160035311179773
75954,42813,2466,46.7,0.17193836171938362
75956,42500,8937,39.8,0.13237104173660064
75959,51165,994,43.5,0.1227364185110664
75960,-,653,41.8,0.07503828483920368
75961,37092,16004,29.7,0.2936765808547863
75962,-,3242,19.9,0.44756323257248615
75964,44857,19811,33.6,0.18994498006158195
75965,48597,17907,31.1,0.2678282235997096
75966,39375,4920,42.4,0.15060975609756097
75968,28138,1635,42.7,0.1492354740061162
75969,56250,3854,49.6,0.10742086144265697
75972,40171,6169,48.2,0.11541578862052196
75973,46703,2828,41.8,0.1775106082036775
