,PostalCode,Population,Median_Income,PerUnder60
1,35004,13860,302269,0.92
2,35005,8280,130555,0.92
3,35006,3340,65411,0.89
4,35007,33710,743431,0.92
5,35010,21520,410413,0.91
6,35014,4110,79981,0.91
7,35016,19030,385033,0.9
8,35019,2550,44467,0.92
9,35020,25420,254213,0.93
10,35022,25270,597418,0.9
11,35023,26460,500960,0.9
12,35031,8600,132958,0.93
13,35033,3740,78406,0.9
14,35034,3810,53827,0.93
15,35035,1550,50773,0.93
16,35040,21930,451614,0.94
17,35042,6380,109244,0.91
18,35043,16910,496527,0.93
19,35044,8230,139751,0.92
20,35045,15940,279193,0.92
21,35046,6210,144501,0.9
22,35049,4510,84597,0.92
23,35051,9110,226050,0.9
24,35053,2710,80598,0.85
25,35054,4490,132480,0.86
26,35055,21500,452074,0.91
27,35057,14980,312812,0.92
28,35058,11590,235723,0.91
29,35061,1550,22649,0.89
30,35062,9300,190921,0.91
31,35063,3550,55770,0.92
32,35064,10360,144789,0.89
33,35068,9430,198913,0.91
34,35071,19540,502675,0.89
35,35072,4950,71828,0.91
36,35073,2290,36515,0.88
37,35077,14080,237000,0.91
38,35078,2470,56495,0.9
39,35079,10370,198085,0.93
40,35080,24460,625720,0.93
41,35083,3400,57315,0.91
42,35085,9710,162834,0.93
43,35087,2300,35784,0.92
44,35089,1990,26192,0.91
45,35091,4230,95978,0.94
46,35094,16420,385992,0.9
47,35096,9480,187502,0.92
48,35097,1990,37403,0.9
49,35098,1590,25480,0.91
50,35111,19500,481018,0.9
51,35114,9320,216757,0.93
52,35115,14230,254473,0.92
53,35116,5610,136083,0.89
54,35117,7200,180055,0.89
55,35118,3540,65205,0.88
56,35120,18240,364187,0.93
57,35121,16910,322724,0.91
58,35124,29860,1004652,0.89
59,35125,12260,205579,0.92
60,35126,24330,510996,0.9
61,35127,10770,227002,0.9
62,35128,11340,285361,0.89
63,35130,3250,57256,0.9
64,35131,4310,68566,0.93
65,35133,4440,85740,0.9
66,35135,2070,47029,0.89
67,35136,1590,33733,0.84
68,35143,2950,72578,0.86
69,35146,13390,322554,0.9
70,35147,6730,178979,0.93
71,35148,2900,48376,0.9
72,35150,18560,310258,0.92
73,35151,7620,153808,0.9
74,35160,25510,410515,0.91
75,35171,3770,74603,0.92
76,35172,3310,50985,0.91
77,35173,38140,1206986,0.91
78,35175,5490,124230,0.88
79,35176,850,15120,0.91
80,35178,3840,74912,0.91
81,35179,10600,209089,0.91
82,35180,16070,346335,0.91
83,35183,730,13979,0.88
84,35184,5930,99151,0.93
85,35186,5670,151824,0.89
86,35188,3310,64947,0.93
87,35203,2780,190356,0.92
88,35204,8970,92991,0.92
89,35205,13000,493898,0.9
90,35206,16870,206374,0.93
91,35207,8860,83836,0.94
92,35208,14640,160164,0.91
93,35209,30740,1401725,0.93
94,35210,14640,443870,0.87
95,35211,25240,321884,0.92
96,35212,11840,173159,0.94
97,35213,17390,1779399,0.89
98,35214,20280,312923,0.89
99,35215,55420,680951,0.94
100,35216,42540,1536708,0.91
101,35217,13930,175230,0.93
102,35218,6710,63675,0.93
103,35221,4440,48994,0.9
104,35222,8160,415884,0.9
105,35223,15080,2070274,0.87
106,35224,5760,66815,0.93
107,35226,46830,1787410,0.9
108,35228,11140,125234,0.92
109,35233,1290,78684,0.95
110,35234,4640,47103,0.93
111,35235,22940,402570,0.91
112,35242,68010,3749843,0.89
113,35243,24010,1515130,0.88
114,35244,44140,1718822,0.9
115,35401,23040,356339,0.92
116,35404,19400,338594,0.92
117,35405,47470,928260,0.92
118,35406,19300,1011606,0.89
119,35441,1210,20224,0.9
120,35442,5210,66328,0.93
121,35443,2130,21904,0.94
122,35444,4590,82241,0.94
123,35446,2450,41646,0.92
124,35447,3400,51644,0.91
125,35452,4600,89717,0.91
126,35453,12760,239852,0.92
127,35456,5000,85257,0.92
128,35458,650,11555,0.91
129,35459,820,12316,0.89
130,35460,630,6317,0.94
131,35461,1710,32427,0.88
132,35462,5190,63059,0.91
133,35463,2090,41720,0.91
134,35464,550,4685,0.91
135,35466,6470,119702,0.92
136,35469,320,5037,0.88
137,35470,4710,81738,0.9
138,35473,18300,447488,0.9
139,35474,8230,148299,0.93
140,35475,20310,583872,0.91
141,35476,9200,150479,0.92
142,35480,1970,39584,0.92
143,35481,3450,53448,0.9
144,35490,5350,107652,0.95
145,35501,9970,163353,0.92
146,35503,8960,171923,0.91
147,35504,14250,342415,0.9
148,35540,2480,43573,0.92
149,35541,3500,85811,0.88
150,35542,1260,19880,0.92
151,35543,1070,15209,0.93
152,35544,610,9821,0.9
153,35546,4380,73232,0.92
154,35548,1510,21280,0.9
155,35549,3550,56305,0.9
156,35550,5150,88217,0.92
157,35552,980,27569,0.9
158,35553,4500,83468,0.9
159,35554,1190,20929,0.9
160,35555,10110,166249,0.9
161,35563,4250,72857,0.9
162,35564,2240,33424,0.92
163,35565,12900,213916,0.92
164,35570,10600,174684,0.91
165,35571,890,14482,0.92
166,35572,980,23590,0.85
167,35574,1460,27230,0.88
168,35575,1050,16286,0.92
169,35576,3260,58018,0.89
170,35578,5320,82002,0.92
171,35579,3120,53659,0.91
172,35580,3980,69727,0.91
173,35581,5300,78605,0.92
174,35582,4260,88251,0.91
175,35585,1690,27400,0.91
176,35586,4370,69321,0.91
177,35587,810,16054,0.89
178,35592,4750,77418,0.91
179,35593,1810,30084,0.9
180,35594,7890,150392,0.91
181,35601,36570,659712,0.91
182,35603,36630,977588,0.89
183,35610,1910,36822,0.9
184,35611,26650,514537,0.9
185,35613,26740,815009,0.9
186,35614,8330,144951,0.91
187,35616,3690,67057,0.88
188,35618,1910,29159,0.91
189,35619,5660,110141,0.92
190,35620,10360,200083,0.92
191,35621,3290,60715,0.91
192,35622,7620,126578,0.92
193,35630,28410,574613,0.88
194,35633,22350,477118,0.89
195,35634,11820,359335,0.87
196,35640,29690,656758,0.91
197,35643,3210,55880,0.9
198,35645,15300,391900,0.89
199,35646,4700,84806,0.9
200,35647,1280,23179,0.91
201,35648,4080,80219,0.9
202,35650,14730,274852,0.91
203,35651,1140,19763,0.91
204,35652,8860,204063,0.88
205,35653,13740,200184,0.93
206,35654,8780,130806,0.93
207,35660,9200,152278,0.9
208,35661,20460,504595,0.89
209,35670,8390,175126,0.9
210,35671,2840,50040,0.92
211,35672,6400,122267,0.91
212,35673,9910,182574,0.92
213,35674,20810,432706,0.9
214,35677,1870,30781,0.9
215,35739,5930,116838,0.92
216,35740,3330,58690,0.89
217,35741,3840,169311,0.85
218,35744,2520,40313,0.91
219,35746,960,14961,0.92
220,35747,6680,148263,0.9
221,35748,9120,299654,0.9
222,35749,32400,857591,0.92
223,35750,16080,325147,0.91
224,35752,2000,39590,0.88
225,35754,6680,127889,0.91
226,35755,650,16978,0.8
227,35756,27470,823429,0.95
228,35757,20390,601809,0.91
229,35758,59370,2066909,0.92
230,35759,12070,316300,0.91
231,35760,5630,112390,0.9
232,35761,14590,357408,0.92
233,35763,27370,1029314,0.91
234,35764,580,9241,0.88
235,35765,4040,62747,0.92
236,35768,11940,223423,0.9
237,35769,10540,316625,0.87
238,35771,3770,63098,0.9
239,35772,4940,80085,0.91
240,35773,15200,319237,0.92
241,35775,1180,13624,0.93
242,35776,3820,64404,0.9
243,35801,23150,1320028,0.85
244,35802,25390,1099678,0.84
245,35803,33580,1108672,0.87
246,35805,20880,218090,0.94
247,35806,25820,919055,0.9
248,35808,1290,41463,0.94
249,35810,33480,472617,0.9
250,35811,31880,824683,0.89
251,35816,12710,174997,0.93
252,35824,10090,389956,0.91
253,35901,19390,460470,0.9
254,35903,18800,294669,0.91
255,35904,13990,213710,0.91
256,35905,7070,139707,0.89
257,35906,11510,244166,0.89
258,35907,10760,271035,0.89
259,35950,26630,360905,0.94
260,35951,15330,212481,0.94
261,35952,7960,120138,0.92
262,35953,8240,161133,0.91
263,35954,12430,183734,0.91
264,35956,9730,160743,0.92
265,35957,17890,271639,0.93
266,35958,3190,56174,0.91
267,35959,4920,87085,0.89
268,35960,10000,194749,0.88
269,35961,6650,83707,0.93
270,35962,8200,111156,0.94
271,35963,1780,23690,0.92
272,35966,3720,59017,0.92
273,35967,18250,301529,0.92
274,35968,5960,119074,0.9
275,35971,4930,80617,0.92
276,35972,1410,24071,0.91
277,35973,2740,43228,0.91
278,35974,2000,28786,0.92
279,35975,1040,17040,0.91
280,35976,17790,482190,0.87
281,35978,5500,107655,0.91
282,35979,1620,21533,0.93
283,35980,5560,74775,0.93
284,35981,2070,33631,0.92
285,35983,3780,67298,0.89
286,35984,1820,41365,0.82
287,35986,9140,158378,0.92
288,35987,2740,46941,0.9
289,35988,2010,28756,0.94
290,35989,3730,66391,0.92
291,36003,1930,36905,0.92
292,36005,1760,30455,0.9
293,36006,1630,27131,0.92
294,36009,2820,51791,0.9
295,36010,5280,77662,0.9
296,36013,550,19788,0.89
297,36016,3150,48378,0.89
298,36017,1460,16488,0.9
299,36020,1460,23249,0.92
300,36022,17010,383274,0.92
301,36024,6770,162794,0.88
302,36025,4390,80660,0.92
303,36026,1030,33700,0.83
304,36027,16090,273630,0.91
305,36028,1920,29257,0.9
306,36029,930,23172,0.86
307,36030,500,7627,0.9
308,36032,3120,36537,0.94
309,36033,3930,61036,0.9
310,36034,860,13383,0.88
311,36035,2160,36815,0.91
312,36036,1920,33656,0.88
313,36037,14870,244066,0.92
314,36039,290,3259,0.93
315,36040,4150,46353,0.93
316,36041,1570,24209,0.92
317,36042,1500,25344,0.9
318,36043,4120,92320,0.88
319,36046,1450,26062,0.9
320,36047,1560,22069,0.91
321,36048,1370,17566,0.88
322,36049,5880,103802,0.91
323,36051,2550,43926,0.92
324,36052,900,33396,0.86
325,36053,1960,25749,0.91
326,36054,17810,350285,0.92
327,36064,16090,546380,0.93
328,36066,24460,565843,0.92
329,36067,30690,626626,0.92
330,36069,1840,37806,0.87
331,36071,870,11711,0.91
332,36075,2170,34841,0.91
333,36078,14800,286821,0.91
334,36079,9730,191115,0.92
335,36080,2520,69625,0.87
336,36081,13870,307994,0.91
337,36083,7970,110726,0.88
338,36088,2300,28955,0.89
339,36089,8590,97979,0.93
340,36091,4220,69706,0.92
341,36092,22890,452801,0.9
342,36093,14320,408396,0.89
343,36104,6600,110398,0.93
344,36105,11680,144022,0.91
345,36106,15200,506436,0.88
346,36107,8160,89242,0.94
347,36108,19580,205968,0.92
348,36109,26810,553570,0.88
349,36110,12800,125403,0.94
350,36111,15300,407563,0.91
351,36113,1160,22683,1.0
352,36115,1030,13322,1.0
353,36116,49840,779788,0.94
354,36117,56570,1696025,0.9
355,36201,16890,199806,0.92
356,36203,22420,446148,0.91
357,36205,800,17521,0.85
358,36206,11520,187068,0.9
359,36207,20890,534270,0.88
360,36250,5430,113320,0.89
361,36251,5290,93749,0.9
362,36255,940,32446,0.9
363,36256,1560,27455,0.9
364,36258,1810,30751,0.89
365,36260,4410,71644,0.91
366,36262,1590,22893,0.92
367,36263,630,10926,0.9
368,36264,9510,176324,0.92
369,36265,18870,385187,0.9
370,36266,6120,101276,0.91
371,36268,6320,104112,0.92
372,36269,1330,20672,0.92
373,36271,6580,124607,0.9
374,36272,12980,207952,0.91
375,36273,2960,57421,0.91
376,36274,11940,169482,0.92
377,36276,2430,40228,0.91
378,36277,6130,109426,0.9
379,36278,5060,117615,0.87
380,36279,2760,49741,0.89
381,36280,4130,71106,0.91
382,36301,41810,750238,0.91
383,36303,33580,768458,0.91
384,36305,18260,616712,0.89
385,36310,6030,116486,0.87
386,36311,2890,52366,0.91
387,36312,6560,127076,0.9
388,36314,680,10610,0.9
389,36316,1930,40203,0.88
390,36317,440,6855,0.89
391,36318,1320,24826,0.88
392,36319,2350,46216,0.88
393,36320,3600,56416,0.91
394,36321,2050,34868,0.91
395,36322,8650,149816,0.9
396,36323,7830,134898,0.9
397,36330,42710,918123,0.92
398,36340,5490,88931,0.9
399,36343,1510,22009,0.91
400,36344,5900,99832,0.9
401,36345,9870,212042,0.9
402,36346,1600,27891,0.91
403,36350,8380,166938,0.92
404,36351,4180,85397,0.89
405,36352,6100,129083,0.9
406,36353,2180,38391,0.9
407,36360,20770,375968,0.89
408,36362,4980,74744,0.99
409,36370,900,15866,0.9
410,36373,550,7424,0.91
411,36374,1260,25517,0.89
412,36375,7940,128873,0.91
413,36376,2260,37311,0.9
414,36401,7840,111387,0.91
415,36420,11980,239250,0.9
416,36421,9650,221773,0.89
417,36425,880,10548,0.9
418,36426,15770,262530,0.9
419,36432,2480,34866,0.9
420,36435,580,5417,0.95
421,36436,530,7621,0.92
422,36441,4250,69614,0.92
423,36442,3020,47597,0.89
424,36444,590,8106,0.9
425,36445,4480,64807,0.91
426,36451,5080,96761,0.9
427,36453,2290,43697,0.89
428,36456,1940,30108,0.91
429,36460,9870,176230,0.92
430,36467,10260,166439,0.9
431,36471,1060,12765,0.93
432,36474,3110,53224,0.9
433,36475,1930,31875,0.91
434,36477,4810,75916,0.91
435,36480,1790,34066,0.88
436,36481,290,3108,0.9
437,36482,1000,12143,0.94
438,36483,480,6716,0.88
439,36502,17040,259288,0.92
440,36505,1740,34490,0.93
441,36507,21490,411709,0.91
442,36509,2190,28131,0.93
443,36511,870,14551,0.87
444,36518,2780,65631,0.88
445,36521,5740,107922,0.92
446,36522,8340,129102,0.93
447,36523,2690,48493,0.89
448,36524,1130,17199,0.9
449,36525,2180,44403,0.9
450,36526,41490,1209247,0.9
451,36527,20790,739518,0.91
452,36528,1710,69665,0.78
453,36529,630,11553,0.92
454,36530,8350,211634,0.87
455,36532,38230,1416766,0.85
456,36535,33920,673450,0.86
457,36538,370,5426,0.89
458,36539,740,14750,0.92
459,36540,1150,12765,0.96
460,36541,16850,305289,0.92
461,36542,14980,451137,0.84
462,36544,12920,188446,0.93
463,36545,9790,183351,0.91
464,36548,1270,27217,0.88
465,36549,5180,138457,0.76
466,36551,11090,218353,0.92
467,36553,3890,55120,0.94
468,36555,1290,52828,0.78
469,36558,3730,70924,0.91
470,36560,3530,45058,0.93
471,36561,8760,402629,0.81
472,36562,2080,33299,0.93
473,36567,15860,285120,0.92
474,36569,880,17037,0.91
475,36571,19560,438414,0.91
476,36572,7890,187881,0.89
477,36574,1400,31770,0.87
478,36575,23770,458579,0.92
479,36576,5610,113199,0.9
480,36578,2340,53033,0.91
481,36579,1730,39293,0.87
482,36580,7030,127670,0.9
483,36582,27210,532044,0.92
484,36583,750,14112,0.92
485,36584,770,13904,0.94
486,36585,1010,18461,0.91
487,36587,12460,202220,0.93
488,36602,740,37356,0.81
489,36603,6670,65421,0.93
490,36604,9100,235692,0.91
491,36605,29490,363105,0.93
492,36606,20590,371080,0.92
493,36607,6550,157305,0.91
494,36608,40260,1313695,0.91
495,36609,25670,504539,0.91
496,36610,11180,87169,0.93
497,36611,7000,79025,0.94
498,36612,4500,38415,0.94
499,36613,12430,178405,0.91
500,36617,13250,150741,0.91
501,36618,20020,309460,0.91
502,36619,16600,374050,0.9
503,36693,20860,532237,0.87
504,36695,58090,1495936,0.91
505,36701,23170,353111,0.91
506,36703,12400,136061,0.94
507,36720,960,7890,0.95
508,36722,440,4647,0.95
509,36726,5180,77607,0.91
510,36728,690,9746,0.91
511,36732,9400,172902,0.91
512,36736,1480,18925,0.94
513,36738,1040,13041,0.93
514,36740,1260,16124,0.91
515,36742,2820,50390,0.92
516,36744,6970,97070,0.92
517,36748,3320,57642,0.9
518,36749,1030,14603,0.92
519,36750,3330,58109,0.93
520,36751,1030,8962,0.95
521,36752,1830,39500,0.88
522,36756,5710,76184,0.91
523,36758,1350,22622,0.93
524,36759,1570,20550,0.9
525,36761,980,14099,0.89
526,36765,1340,15289,0.93
527,36767,2110,21631,0.94
528,36768,780,10323,0.9
529,36769,3110,38638,0.94
530,36773,410,3793,0.93
531,36775,830,13169,0.9
532,36776,1730,18444,0.94
533,36782,2340,39657,0.91
534,36783,780,15457,0.87
535,36784,8570,152414,0.92
536,36785,1290,18743,0.91
537,36786,3540,30776,0.94
538,36790,280,6583,0.89
539,36792,1290,24028,0.9
540,36793,520,9944,0.87
541,36801,25440,559225,0.91
542,36804,22550,417346,0.92
543,36830,42580,1485585,0.91
544,36832,20610,429698,0.95
545,36850,2780,36607,0.9
546,36852,2820,38624,0.94
547,36853,8600,261990,0.85
548,36854,17210,289345,0.92
549,36855,1180,23233,0.86
550,36856,9840,139343,0.96
551,36858,490,8098,0.88
552,36860,1390,18147,0.91
553,36861,3120,87661,0.85
554,36862,6070,91650,0.91
555,36863,12520,186669,0.91
556,36866,4090,68008,0.9
557,36867,22470,409178,0.92
558,36869,22060,283141,0.94
559,36870,22110,358477,0.95
560,36871,1090,20130,0.89
561,36874,10280,219136,0.92
562,36875,5020,90350,0.9
563,36877,13770,280151,0.92
564,36879,3180,87563,0.92
565,36904,3850,76467,0.89
566,36907,1720,23291,0.91
567,36908,2460,50057,0.91
568,36912,1730,24492,0.9
569,36915,570,10285,0.91
570,36916,550,9844,0.89
571,36919,2120,33139,0.92
572,36921,1040,21048,0.91
573,36922,540,7946,0.91
574,36925,3160,33646,0.92
575,99999,67580,2693650,0.84
576,0,844220,25354974,0.91
577,99501,14980,612242,0.89
578,99502,27710,1000685,0.91
579,99503,15270,462394,0.89
580,99504,47710,1176109,0.92
581,99505,7120,95855,1.0
582,99506,7790,123224,0.99
583,99507,43350,1505759,0.92
584,99508,36950,881183,0.92
585,99515,27040,1081486,0.91
586,99516,25690,1525045,0.91
587,99517,17110,670063,0.89
588,99518,11280,360329,0.91
589,99540,300,12179,0.87
590,99556,2600,63140,0.87
591,99559,8840,190402,0.95
592,99567,10660,350830,0.9
593,99568,310,8460,0.84
594,99572,400,14656,0.78
595,99573,950,22863,0.85
596,99577,33800,1201986,0.92
597,99586,490,11199,0.82
598,99588,1580,40654,0.9
599,99603,12800,391997,0.86
600,99610,2500,76005,0.84
601,99611,16280,454648,0.9
602,99615,15990,400538,0.91
603,99631,360,9912,0.89
604,99639,1300,37053,0.79
605,99645,34950,993654,0.91
606,99654,42290,1106246,0.93
607,99664,4840,146233,0.88
608,99669,18540,612402,0.88
609,99672,3880,118334,0.85
610,99674,1710,39601,0.87
611,99676,2040,55877,0.85
612,99686,4720,170342,0.93
613,99688,3010,78000,0.82
614,99701,18050,471980,0.91
615,99702,3840,57606,1.0
616,99703,9190,132232,1.0
617,99705,23740,629505,0.94
618,99709,24930,849069,0.91
619,99712,11010,367212,0.91
620,99714,1190,30629,0.87
621,99737,5330,122002,0.9
622,99743,1390,45476,0.91
623,99760,820,20087,0.87
624,99780,1910,42210,0.87
625,99801,27640,934332,0.91
626,99824,2250,90831,0.86
627,99827,2630,88825,0.84
628,99833,3750,114471,0.86
629,99835,9460,316394,0.88
630,99901,14350,437711,0.89
631,99999,175850,4502817,0.91
632,0,7986800,213403252,0.9
633,85003,8250,361150,0.91
634,85004,6130,309673,0.92
635,85006,25440,414031,0.95
636,85007,14760,297841,0.94
637,85008,64120,908226,0.96
638,85009,56320,485343,0.97
639,85012,7880,486059,0.89
640,85013,20410,791809,0.9
641,85014,25090,875760,0.91
642,85015,44150,616322,0.95
643,85016,37550,2139741,0.89
644,85017,45180,402826,0.97
645,85018,40010,3136105,0.89
646,85019,34370,341361,0.97
647,85020,35110,1324821,0.86
648,85021,44190,1133514,0.92
649,85022,52160,1529354,0.89
650,85023,38570,1006358,0.91
651,85024,29140,858763,0.92
652,85027,42540,978617,0.93
653,85028,23320,1199448,0.84
654,85029,51410,857758,0.93
655,85031,40770,364104,0.97
656,85032,73690,1767879,0.91
657,85033,75930,682300,0.97
658,85034,5570,94821,0.96
659,85035,67020,605270,0.97
660,85037,66240,804411,0.97
661,85040,40270,455801,0.97
662,85041,82180,1063409,0.96
663,85042,52970,1000819,0.94
664,85043,46240,549545,0.97
665,85044,45040,1711409,0.88
666,85045,10020,447925,0.92
667,85048,42110,1922307,0.91
668,85050,38190,1638538,0.9
669,85051,52910,702080,0.94
670,85053,34040,646329,0.92
671,85054,7610,425269,0.88
672,85083,25810,950837,0.93
673,85085,32700,1186100,0.93
674,85086,49040,1704508,0.89
675,85087,11560,371135,0.89
676,85118,10790,503651,0.67
677,85119,20230,495917,0.83
678,85120,27660,485997,0.85
679,85122,61570,1020838,0.91
680,85128,18160,250569,0.94
681,85131,13210,194992,0.9
682,85132,25640,476684,0.88
683,85137,2280,41273,0.88
684,85138,53980,1030500,0.92
685,85139,23590,382135,0.94
686,85140,54280,1065865,0.94
687,85142,100200,2535152,0.94
688,85143,50180,845296,0.94
689,85145,3310,56120,0.93
690,85172,2610,29426,0.95
691,85173,2570,42085,0.87
692,85192,1280,22597,0.88
693,85193,4120,54977,0.93
694,85194,6760,187457,0.82
695,85201,53110,844655,0.94
696,85202,42730,913460,0.92
697,85203,43900,893761,0.93
698,85204,74030,1130743,0.94
699,85205,45580,1249739,0.85
700,85206,35250,894167,0.83
701,85207,55440,1983918,0.89
702,85208,38520,710647,0.88
703,85209,46870,1198056,0.87
704,85210,44150,734483,0.94
705,85212,57100,1481199,0.94
706,85213,41880,1295429,0.91
707,85215,17160,681188,0.8
708,85224,51630,1537405,0.91
709,85225,84840,1848264,0.94
710,85226,47390,1656994,0.92
711,85233,46800,1398269,0.92
712,85234,63750,1903878,0.93
713,85248,39660,2041203,0.78
714,85249,59870,2390428,0.91
715,85250,16500,880701,0.8
716,85251,36730,2136353,0.87
717,85253,18700,4842822,0.82
718,85254,55130,2845846,0.87
719,85255,50460,5534069,0.84
720,85256,6010,89584,0.95
721,85257,28420,986894,0.87
722,85258,25630,1995244,0.78
723,85259,25600,2135510,0.84
724,85260,41450,2605399,0.85
725,85262,12440,2187934,0.74
726,85263,2320,203487,0.55
727,85264,1700,51335,0.93
728,85266,12320,1236535,0.76
729,85268,23040,1358648,0.75
730,85281,39980,1057928,0.94
731,85282,49980,1409659,0.9
732,85283,49320,1330065,0.91
733,85284,23780,1492839,0.87
734,85286,58800,2127544,0.95
735,85295,63250,1838301,0.96
736,85296,62360,1844345,0.94
737,85297,46320,1424139,0.96
738,85298,52760,1844763,0.92
739,85301,74510,716963,0.96
740,85302,46020,777875,0.92
741,85303,43460,566525,0.96
742,85304,31520,704743,0.9
743,85305,16660,355255,0.95
744,85306,27510,590234,0.91
745,85307,12260,201708,0.95
746,85308,74790,2199258,0.9
747,85309,540,10412,1.0
748,85310,23540,879730,0.9
749,85321,3600,50077,0.86
750,85322,790,12042,0.92
751,85323,58000,758638,0.97
752,85324,2560,51694,0.83
753,85326,84440,1330256,0.95
754,85331,35110,1822125,0.86
755,85333,520,5955,0.9
756,85335,44450,582801,0.96
757,85337,3490,33892,0.95
758,85338,72020,1651916,0.93
759,85339,63870,1075884,0.96
760,85340,41350,1254832,0.92
761,85342,1370,31195,0.84
762,85344,11520,181987,0.89
763,85345,68520,1182475,0.92
764,85347,420,17079,0.88
765,85348,1680,28105,0.79
766,85350,26180,265818,0.97
767,85351,21920,735774,0.44
768,85353,58640,748060,0.97
769,85354,8710,123833,0.93
770,85355,16560,425005,0.93
771,85356,3670,67033,0.86
772,85361,7640,155098,0.9
773,85363,7930,109736,0.92
774,85364,88960,1408854,0.94
775,85365,56460,1142260,0.92
776,85367,17660,444095,0.79
777,85373,18510,525990,0.71
778,85374,41240,1159938,0.77
779,85375,22510,996086,0.44
780,85379,59300,1237304,0.94
781,85381,30040,838385,0.89
782,85382,47480,1358363,0.86
783,85383,83320,3205905,0.92
784,85387,15550,492550,0.8
785,85388,37920,769849,0.94
786,85390,7200,223431,0.77
787,85392,48180,930447,0.94
788,85395,36820,1286490,0.85
789,85396,35270,1023141,0.89
790,85501,9270,177246,0.89
791,85533,3300,59690,0.92
792,85534,2580,45419,0.9
793,85539,2920,45603,0.89
794,85540,4870,109385,0.97
795,85541,21250,555084,0.78
796,85542,3920,29306,0.97
797,85543,4830,75458,0.93
798,85544,2530,82910,0.7
799,85545,360,8597,0.72
800,85546,19380,320991,0.93
801,85552,8620,171504,0.93
802,85602,10080,198179,0.84
803,85603,5720,121854,0.78
804,85606,810,16927,0.79
805,85607,23960,213937,0.95
806,85610,1220,18380,0.88
807,85611,800,22235,0.75
808,85613,5080,63910,1.0
809,85614,21260,825206,0.57
810,85615,9970,273730,0.83
811,85616,5180,100647,0.86
812,85617,1000,17184,0.81
813,85621,29890,340332,0.94
814,85622,6010,292613,0.48
815,85623,5140,185022,0.72
816,85624,1150,32181,0.77
817,85625,1650,35657,0.75
818,85629,38610,811333,0.93
819,85630,2670,54768,0.86
820,85631,3330,49989,0.88
821,85632,730,14939,0.84
822,85634,7600,75936,0.95
823,85635,38390,825934,0.88
824,85637,1430,59204,0.74
825,85638,1720,34077,0.73
826,85640,710,19689,0.75
827,85641,36420,1014562,0.91
828,85643,7980,120720,0.91
829,85645,2050,32206,0.87
830,85648,28740,387110,0.94
831,85650,17030,516308,0.83
832,85653,21970,430005,0.93
833,85658,16610,720327,0.82
834,85701,4580,172849,0.87
835,85704,34110,1183625,0.81
836,85705,52680,656350,0.92
837,85706,68670,645444,0.96
838,85708,4850,59581,0.99
839,85710,59340,1218406,0.86
840,85711,42450,809510,0.9
841,85712,29840,702318,0.86
842,85713,51180,635884,0.92
843,85714,17510,176871,0.94
844,85715,19530,756932,0.8
845,85716,28700,768498,0.88
846,85718,29580,2315144,0.78
847,85719,27370,723915,0.89
848,85730,42740,820483,0.89
849,85735,11500,198127,0.88
850,85736,4130,57872,0.9
851,85737,26420,1115602,0.81
852,85739,18570,747220,0.69
853,85741,37220,828133,0.9
854,85742,34420,1024119,0.89
855,85743,34400,961502,0.88
856,85745,37990,1063425,0.87
857,85746,53010,710239,0.94
858,85747,34080,855056,0.93
859,85748,21540,709328,0.84
860,85749,21750,1185040,0.8
861,85750,26710,1709003,0.78
862,85755,19360,1088320,0.76
863,85756,41010,575725,0.94
864,85757,28030,393358,0.96
865,85901,17040,355052,0.86
866,85920,460,13411,0.74
867,85924,1960,35637,0.81
868,85925,5090,83472,0.9
869,85928,1590,30085,0.85
870,85929,8900,186171,0.86
871,85935,4970,136908,0.83
872,85936,4440,71414,0.9
873,85937,10740,158506,0.91
874,85938,2580,49777,0.88
875,86001,24650,932210,0.91
876,86004,43570,1079114,0.91
877,86022,1910,27919,0.89
878,86024,490,22100,0.59
879,86025,6420,92753,0.92
880,86030,1210,11884,0.91
881,86034,2210,21120,0.94
882,86036,350,4490,0.91
883,86039,1840,18167,0.93
884,86042,1740,17824,0.93
885,86043,1860,16046,0.93
886,86044,4110,41269,0.96
887,86045,13840,168656,0.94
888,86046,6650,141963,0.86
889,86047,15140,207753,0.93
890,86301,22970,815350,0.73
891,86303,16480,665572,0.72
892,86305,18950,1024744,0.72
893,86314,41850,792109,0.86
894,86315,10770,325402,0.8
895,86321,2650,61783,0.96
896,86322,12960,246548,0.85
897,86323,20520,429145,0.84
898,86324,4640,122135,0.8
899,86325,5190,158904,0.74
900,86326,26400,550994,0.84
901,86327,11390,291466,0.75
902,86332,1430,29816,0.77
903,86333,5200,89736,0.83
904,86334,5110,82312,0.87
905,86335,4760,85370,0.86
906,86336,9670,564276,0.69
907,86351,5430,293150,0.66
908,86401,27530,613985,0.86
909,86403,16630,397957,0.84
910,86404,16160,455120,0.79
911,86406,23470,688458,0.8
912,86409,25630,443529,0.87
913,86413,8070,134348,0.82
914,86426,15040,299748,0.84
915,86429,6790,171815,0.77
916,86434,1910,20344,0.94
917,86436,1470,30014,0.74
918,86440,6590,119246,0.86
919,86441,1170,16916,0.79
920,86442,31520,513580,0.85
921,86444,800,19484,0.64
922,86445,240,4856,0.75
923,86514,3030,35040,0.94
924,86547,1010,9007,0.97
925,99999,425520,8136981,0.9
926,0,3298280,76547600,0.91
927,71601,13860,158344,0.92
928,71602,17970,341166,0.91
929,71603,31830,566657,0.9
