,PostalCode,Population,Median_Income,PerUnder60
24192,78414,54840,1551054,0.93
24193,78415,47310,663466,0.93
24194,78416,17210,188546,0.93
24195,78417,5680,67365,0.95
24196,78418,34680,1020550,0.9
24197,78501,68100,1036154,0.94
24198,78503,27780,459208,0.95
24199,78504,68240,1567687,0.94
24200,78516,42410,424608,0.95
24201,78520,83320,1005757,0.95
24202,78521,117690,1211266,0.96
24203,78526,70930,1001425,0.96
24204,78536,310,4147,0.9
24205,78537,61570,517249,0.97
24206,78538,15150,135472,0.97
24207,78539,42600,850713,0.94
24208,78541,51380,636026,0.97
24209,78542,94490,959420,0.97
24210,78550,60800,880487,0.94
24211,78552,43730,775435,0.93
24212,78557,22600,228077,0.97
24213,78559,15180,188345,0.94
24214,78560,6410,75327,0.96
24215,78563,750,14110,0.91
24216,78566,27870,342427,0.96
24217,78569,5040,63164,0.94
24218,78570,43160,382914,0.96
24219,78572,91930,1371753,0.94
24220,78573,53060,672358,0.97
24221,78574,77890,804923,0.97
24222,78575,6480,192800,0.92
24223,78576,17200,148475,0.98
24224,78577,96740,1021734,0.96
24225,78578,11960,212721,0.88
24226,78580,13880,152837,0.94
24227,78582,52850,590383,0.97
24228,78583,7690,106460,0.93
24229,78584,26070,241173,0.96
24230,78586,63840,664125,0.95
24231,78588,410,5512,0.9
24232,78589,57170,596969,0.96
24233,78591,320,5871,0.88
24234,78593,7200,73430,0.95
24235,78595,8110,73912,0.97
24236,78596,45610,621417,0.94
24237,78597,2560,129762,0.77
24238,78598,280,6636,0.79
24239,78602,36130,847223,0.9
24240,78605,6990,179138,0.9
24241,78606,6750,222548,0.84
24242,78608,640,17985,0.86
24243,78609,1910,61456,0.75
24244,78610,54880,1426268,0.93
24245,78611,16250,454624,0.85
24246,78612,18510,348654,0.93
24247,78613,107190,3589854,0.94
24248,78614,620,15428,0.89
24249,78615,1990,45589,0.91
24250,78616,13710,176277,0.95
24251,78617,33390,409749,0.97
24252,78618,290,10592,0.76
24253,78619,7090,418281,0.89
24254,78620,25460,1205569,0.89
24255,78621,32930,604276,0.93
24256,78623,1870,67305,0.81
24257,78624,26710,1048991,0.83
24258,78626,42950,1029090,0.93
24259,78628,47320,2052430,0.89
24260,78629,15190,365559,0.91
24261,78631,3270,77517,0.86
24262,78632,1080,23533,0.88
24263,78633,30890,1652966,0.68
24264,78634,47530,1059064,0.95
24265,78636,4590,151463,0.85
24266,78638,2560,66973,0.88
24267,78639,8190,270047,0.83
24268,78640,78240,1435904,0.95
24269,78641,100310,3114581,0.94
24270,78642,23820,720001,0.93
24271,78643,7050,202723,0.82
24272,78644,23310,429077,0.92
24273,78645,15550,696571,0.85
24274,78648,9300,178672,0.91
24275,78650,2030,46018,0.9
24276,78652,6500,212946,0.87
24277,78653,37230,682941,0.96
24278,78654,22980,661639,0.87
24279,78655,3370,74194,0.9
24280,78656,3140,47251,0.94
24281,78657,6750,509353,0.75
24282,78659,3890,85948,0.89
24283,78660,129740,3198594,0.95
24284,78662,2900,68501,0.88
24285,78663,840,47318,0.82
24286,78664,72780,1738756,0.94
24287,78665,73120,2146030,0.95
24288,78666,66020,1558207,0.92
24289,78669,14110,827540,0.86
24290,78671,860,23055,0.85
24291,78672,930,20138,0.76
24292,78676,16730,686451,0.81
24293,78681,73460,2490854,0.94
24294,78701,8570,2111413,0.89
24295,78702,24180,1062405,0.95
24296,78703,22990,4347474,0.89
24297,78704,45380,3212113,0.92
24298,78705,7400,443679,0.93
24299,78717,45430,1746938,0.96
24300,78719,2430,29370,0.95
24301,78721,12380,269670,0.95
24302,78722,6060,291114,0.93
24303,78723,35390,1124391,0.93
24304,78724,34010,413264,0.97
24305,78725,12900,245386,0.96
24306,78726,18480,741067,0.94
24307,78727,32200,1242647,0.92
24308,78728,27310,696169,0.94
24309,78729,34070,1094127,0.93
24310,78730,11650,1240340,0.91
24311,78731,30210,3161558,0.87
24312,78732,24900,1499233,0.95
24313,78733,12600,1216619,0.92
24314,78734,26960,1672538,0.86
24315,78735,22200,1939233,0.9
24316,78736,9940,445032,0.89
24317,78737,26630,1329360,0.91
24318,78738,36660,2959988,0.92
24319,78739,29210,1463369,0.94
24320,78741,43140,1082526,0.97
24321,78742,920,11555,0.92
24322,78744,58630,985242,0.97
24323,78745,59950,1855809,0.91
24324,78746,35650,7057300,0.89
24325,78747,24740,606528,0.94
24326,78748,58470,1769763,0.93
24327,78749,40750,1682599,0.91
24328,78750,34340,1562628,0.9
24329,78751,12790,698903,0.93
24330,78752,17970,402638,0.95
24331,78753,61240,1020817,0.95
24332,78754,30280,663678,0.96
24333,78756,8450,555315,0.91
24334,78757,26130,1271965,0.91
24335,78758,49110,1300187,0.95
24336,78759,46860,2458230,0.89
24337,78801,24330,376873,0.94
24338,78827,1400,17967,0.93
24339,78828,260,5924,0.73
24340,78829,1300,17382,0.94
24341,78830,700,11965,0.94
24342,78833,1530,24644,0.88
24343,78834,9660,176177,0.94
24344,78838,610,30525,0.8
24345,78839,9870,112887,0.94
24346,78840,61280,905756,0.94
24347,78850,1400,35328,0.89
24348,78852,71790,825455,0.96
24349,78861,14330,308194,0.91
24350,78870,1020,17261,0.9
24351,78873,1840,44975,0.8
24352,78877,1140,15192,0.94
24353,78879,320,9169,0.78
24354,78880,1820,40088,0.87
24355,78881,2480,45862,0.9
24356,78883,290,10893,0.72
24357,78884,1230,36093,0.79
24358,78886,590,13174,0.88
24359,78931,260,7282,0.85
24360,78932,960,37945,0.81
24361,78933,1600,73756,0.81
24362,78934,8210,223459,0.88
24363,78935,1060,30322,0.88
24364,78938,380,7454,0.87
24365,78940,2220,75869,0.8
24366,78941,3610,90564,0.87
24367,78942,11460,265005,0.91
24368,78943,460,5175,1.0
24369,78944,760,21405,0.86
24370,78945,12090,359930,0.87
24371,78946,1280,27507,0.88
24372,78947,5640,144194,0.88
24373,78948,960,24865,0.86
24374,78949,500,18369,0.76
24375,78950,2330,82128,0.83
24376,78953,1390,32921,0.86
24377,78954,1160,64206,0.76
24378,78956,6200,155736,0.86
24379,78957,10620,241349,0.88
24380,78959,2330,35616,0.9
24381,78962,5430,149217,0.86
24382,78963,1130,22965,0.89
24383,79001,310,6359,0.87
24384,79005,2060,52259,0.92
24385,79007,15640,324894,0.92
24386,79009,2790,35065,0.94
24387,79012,1170,42370,0.92
24388,79013,4350,47369,0.97
24389,79014,4870,129371,0.92
24390,79015,23510,659512,0.91
24391,79018,470,8272,0.91
24392,79019,2090,49680,0.89
24393,79022,12100,280084,0.93
24394,79024,410,8902,0.88
24395,79027,5690,108878,0.93
24396,79029,21370,376144,0.94
24397,79031,1450,21905,0.92
24398,79034,710,16244,0.89
24399,79035,6350,98957,0.93
24400,79036,5220,135152,0.88
24401,79039,920,22517,0.86
24402,79040,2250,56078,0.92
24403,79041,3320,47761,0.92
24404,79042,1380,27847,0.91
24405,79043,1580,19063,0.94
24406,79044,960,14518,0.96
24407,79045,24520,362019,0.94
24408,79046,550,11821,0.84
24409,79052,1330,24565,0.89
24410,79057,1190,21413,0.91
24411,79059,900,24237,0.89
24412,79061,350,9954,0.86
24413,79062,320,6891,0.91
24414,79063,1050,23708,0.9
24415,79064,2870,40591,0.92
24416,79065,22200,424232,0.92
24417,79068,3700,91445,0.89
24418,79070,13590,280135,0.94
24419,79072,28250,437205,0.93
24420,79079,2840,57547,0.88
24421,79080,540,10674,0.85
24422,79081,4640,97879,0.92
24423,79082,370,5782,0.89
24424,79083,2770,63204,0.9
24425,79084,3000,56289,0.93
24426,79086,2680,52695,0.93
24427,79087,870,15803,0.92
24428,79088,5830,96645,0.91
24429,79092,1470,35936,0.9
24430,79095,2870,53733,0.9
24431,79096,2630,59485,0.9
24432,79097,1270,32668,0.88
24433,79098,500,9483,0.86
24434,79101,2170,73718,0.83
24435,79102,10550,184226,0.93
24436,79103,13030,172952,0.93
24437,79104,8360,85130,0.95
24438,79106,29650,585129,0.91
24439,79107,40010,382940,0.96
24440,79108,14260,255639,0.91
24441,79109,48400,1445268,0.89
24442,79110,21850,394272,0.92
24443,79111,1650,22819,0.97
24444,79118,31350,762444,0.93
24445,79119,24160,989999,0.91
24446,79121,7240,305726,0.84
24447,79124,12640,534262,0.89
24448,79201,6360,119712,0.9
24449,79225,990,17641,0.89
24450,79226,2810,50522,0.86
24451,79227,1210,22368,0.86
24452,79229,310,6447,0.84
24453,79235,4090,73701,0.9
24454,79237,410,6020,0.88
24455,79241,2660,45252,0.91
24456,79244,780,13325,0.85
24457,79245,2380,33287,0.89
24458,79248,1430,22140,0.86
24459,79250,1690,29488,0.92
24460,79252,3060,57828,0.88
24461,79255,540,8729,0.87
24462,79256,250,4638,0.84
24463,79257,1000,20000,0.86
24464,79261,450,7007,0.89
24465,79311,4080,74791,0.92
24466,79312,1040,13907,0.91
24467,79313,1650,28491,0.92
24468,79316,12130,199626,0.93
24469,79322,2010,34085,0.9
24470,79323,9760,199726,0.95
24471,79325,2690,54746,0.91
24472,79329,4280,101596,0.91
24473,79331,13030,285267,0.92
24474,79336,19290,406642,0.92
24475,79339,7880,129871,0.92
24476,79342,460,8156,0.91
24477,79343,1660,26098,0.92
24478,79345,1160,18498,0.92
24479,79346,2630,40626,0.93
24480,79347,8320,123599,0.93
24481,79350,960,14705,0.93
24482,79351,1560,34380,0.91
24483,79355,2570,56425,0.92
24484,79356,4960,102725,0.91
24485,79357,2540,35067,0.93
24486,79358,1580,39795,0.91
24487,79359,3950,60701,0.94
24488,79360,23110,397046,0.96
24489,79363,8150,190656,0.93
24490,79364,9050,161852,0.91
24491,79366,1370,66576,0.82
24492,79367,930,14960,0.92
24493,79370,1620,33181,0.86
24494,79371,1690,33840,0.91
24495,79372,2030,45170,0.94
24496,79373,3780,76118,0.92
24497,79377,370,5689,0.92
24498,79379,720,12791,0.92
24499,79381,1760,42666,0.93
24500,79382,10630,278778,0.93
24501,79401,3430,70410,0.94
24502,79403,17890,212840,0.94
24503,79404,11110,126594,0.94
24504,79407,23330,682565,0.92
24505,79410,7580,196223,0.91
24506,79411,6940,80356,0.95
24507,79412,17040,200704,0.94
24508,79413,23380,502010,0.9
24509,79414,18780,294556,0.93
24510,79415,16520,220583,0.94
24511,79416,35800,858495,0.92
24512,79423,49980,1462721,0.92
24513,79424,62730,2377041,0.9
24514,79501,4130,72739,0.92
24515,79502,1370,27436,0.87
24516,79504,3190,66633,0.88
24517,79505,280,4489,0.89
24518,79506,670,16644,0.82
24519,79508,1570,44854,0.89
24520,79510,9250,186357,0.9
24521,79511,1860,64444,0.9
24522,79512,6430,133354,0.9
24523,79520,2540,42593,0.91
24524,79521,3520,71514,0.88
24525,79525,3890,71542,0.92
24526,79526,1200,30933,0.88
24527,79527,620,14997,0.9
24528,79528,710,14249,0.87
24529,79529,1420,21590,0.89
24530,79530,550,12183,0.87
24531,79532,890,16887,0.9
24532,79533,650,7822,0.94
24533,79536,5830,115211,0.9
24534,79538,290,4805,0.83
24535,79541,1180,31280,0.89
24536,79543,1240,24276,0.9
24537,79544,400,6226,0.88
24538,79545,2330,46933,0.91
24539,79546,1860,37884,0.87
24540,79547,710,13745,0.86
24541,79549,16520,362568,0.92
24542,79553,3730,63885,0.91
24543,79556,14480,274701,0.91
24544,79561,680,12705,0.9
24545,79562,6790,214173,0.91
24546,79563,1410,21360,0.91
24547,79565,500,9435,0.92
24548,79566,250,6459,0.76
24549,79567,3610,61136,0.89
24550,79601,18500,388236,0.9
24551,79602,29260,780250,0.92
24552,79603,27650,352892,0.93
24553,79605,33690,723172,0.9
24554,79606,30950,917383,0.9
24555,79607,3500,40484,1.0
24556,79701,39260,1193123,0.95
24557,79703,26920,616111,0.94
24558,79705,53340,2614169,0.94
24559,79706,38930,1072584,0.96
24560,79707,44590,2720303,0.92
24561,79713,840,39054,0.9
24562,79714,24230,621428,0.95
24563,79718,810,20959,0.9
24564,79720,32680,841903,0.92
24565,79731,6160,132360,0.94
24566,79734,2130,60807,0.81
24567,79735,14730,316144,0.93
24568,79738,430,11024,0.91
24569,79739,1430,83041,0.92
24570,79741,500,13484,0.92
24571,79745,8650,199836,0.94
24572,79749,450,18025,0.96
24573,79752,2890,68242,0.92
24574,79756,13120,369901,0.94
24575,79758,4110,152992,0.94
24576,79761,37540,803946,0.94
24577,79762,47940,1369865,0.93
24578,79763,50520,842019,0.96
24579,79764,33420,603044,0.96
24580,79765,25180,1082184,0.96
24581,79766,11990,210156,0.97
24582,79772,14690,349127,0.94
24583,79782,6180,263286,0.94
24584,79821,6950,87238,0.95
24585,79830,6170,149225,0.88
24586,79835,16160,182804,0.95
24587,79836,9630,121490,0.95
24588,79839,2100,19697,0.95
24589,79843,2840,79231,0.88
24590,79849,18820,158948,0.97
24591,79852,760,17774,0.8
24592,79901,15160,130723,0.95
24593,79902,21460,544356,0.91
24594,79903,19680,254695,0.91
24595,79904,38280,472512,0.94
24596,79905,29280,281384,0.94
24597,79906,8240,90769,1.0
24598,79907,64560,696170,0.93
24599,79908,5600,53053,1.0
24600,79911,9680,266800,0.96
24601,79912,94700,2757675,0.91
24602,79915,42760,450810,0.93
24603,79922,9890,548071,0.89
24604,79924,72270,931440,0.92
24605,79925,44680,809360,0.9
24606,79927,52540,554453,0.96
24607,79928,102220,1363853,0.97
24608,79930,28920,355436,0.92
24609,79932,37250,867139,0.94
24610,79934,37020,605413,0.96
24611,79935,19650,349027,0.9
24612,79936,135320,2229025,0.93
24613,79938,118670,1659083,0.97
24614,99999,753560,27965422,0.89
24615,0,4002990,100040397,0.93
24616,84001,1450,28377,0.94
24617,84003,71170,1981744,0.95
24618,84004,14190,869689,0.93
24619,84005,56850,864365,0.98
24620,84006,1010,20813,0.91
24621,84007,910,16188,0.93
24622,84010,58960,1811223,0.91
24623,84013,1510,32650,0.93
24624,84014,22020,661864,0.91
24625,84015,86830,1563237,0.95
24626,84017,5090,145192,0.92
24627,84020,61950,2680901,0.94
24628,84021,4350,72342,0.92
24629,84022,590,12705,0.93
24630,84023,310,7091,0.87
24631,84025,32670,1010206,0.94
24632,84026,2450,24836,0.96
24633,84027,470,8340,0.87
24634,84028,1070,23961,0.89
24635,84029,17100,334961,0.94
24636,84032,33150,829241,0.94
24637,84035,1070,21395,0.92
24638,84036,9950,417350,0.92
24639,84037,56270,1628555,0.94
24640,84039,1140,20281,0.94
24641,84040,33990,987760,0.91
24642,84041,69800,1328467,0.95
24643,84042,15400,441411,0.94
24644,84043,101800,2543394,0.97
24645,84044,37540,573935,0.96
24646,84045,49660,911328,0.98
24647,84046,770,16568,0.86
24648,84047,41200,886469,0.93
24649,84049,8180,358419,0.89
24650,84050,16410,508562,0.93
24651,84052,1520,21317,0.93
24652,84053,910,17730,0.92
24653,84054,27500,778438,0.95
24654,84055,2290,77548,0.91
24655,84056,5290,67227,1.0
24656,84057,48730,791290,0.95
24657,84058,34790,715833,0.94
24658,84060,10300,1063149,0.89
24659,84061,420,17573,0.9
24660,84062,63350,1709823,0.95
24661,84063,370,5349,0.95
24662,84065,65480,1744340,0.95
24663,84066,15970,287902,0.95
24664,84067,49480,918690,0.93
24665,84069,580,12837,0.88
24666,84070,35010,835133,0.93
24667,84071,2430,54908,0.94
24668,84072,700,10956,0.91
24669,84074,70780,1333625,0.95
24670,84075,43620,918108,0.96
24671,84076,570,7007,0.95
24672,84078,35990,677252,0.94
24673,84080,350,5370,0.91
24674,84081,68000,1316322,0.97
24675,84082,1120,24079,0.91
24676,84083,1880,20569,0.94
24677,84084,39620,773242,0.93
24678,84085,410,4182,0.9
24679,84086,500,7804,0.94
24680,84087,21510,481975,0.94
24681,84088,47290,1009324,0.94
24682,84092,37380,2098613,0.9
24683,84093,29990,1260897,0.89
24684,84094,34870,855004,0.92
24685,84095,50770,1781345,0.92
24686,84096,86130,1884299,0.98
24687,84097,30110,776663,0.92
24688,84098,26190,2246423,0.92
24689,84101,5850,311167,0.93
24690,84102,12750,485542,0.91
24691,84103,21070,1448029,0.88
24692,84104,32080,437245,0.96
24693,84105,22600,1012078,0.91
24694,84106,36940,1304917,0.91
24695,84107,39160,978711,0.91
24696,84108,23010,1432702,0.89
24697,84109,30170,1314994,0.89
24698,84111,9730,458260,0.92
24699,84112,470,7754,1.0
24700,84115,27970,566783,0.95
24701,84116,41960,623929,0.95
24702,84117,28880,1474421,0.87
24703,84118,56450,820872,0.96
24704,84119,65680,884995,0.95
24705,84120,66970,1025021,0.95
24706,84121,47980,2125250,0.88
24707,84123,45360,959694,0.92
24708,84124,27040,1252158,0.89
24709,84128,42730,690977,0.96
24710,84302,33380,647591,0.92
24711,84306,710,10844,0.93
24712,84307,2070,37942,0.93
24713,84308,370,5271,0.92
24714,84309,800,15028,0.89
24715,84310,6180,259533,0.89
24716,84311,1170,17888,0.93
24717,84312,5840,95317,0.94
24718,84314,1660,33494,0.93
24719,84315,13180,292942,0.94
24720,84317,3070,149999,0.86
24721,84318,7510,163174,0.93
24722,84319,12540,192066,0.95
24723,84320,3260,59110,0.93
24724,84321,49600,979437,0.95
24725,84324,1480,38264,0.91
24726,84325,3480,82361,0.94
24727,84328,2540,61584,0.92
24728,84331,380,5179,0.92
24729,84332,11360,272550,0.93
24730,84333,4260,71647,0.93
24731,84335,20550,366893,0.94
24732,84337,17830,329639,0.94
24733,84338,640,9590,0.92
24734,84339,7820,182825,0.93
24735,84340,5320,119488,0.92
24736,84341,26250,652498,0.93
24737,84401,47940,973181,0.94
24738,84403,43470,1126086,0.91
24739,84404,80740,1503736,0.94
24740,84405,40970,900279,0.91
24741,84414,41720,1098542,0.92
24742,84501,15120,284827,0.91
24743,84511,5640,84297,0.93
24744,84520,930,12678,0.86
24745,84521,800,11680,0.92
24746,84525,1200,17457,0.92
24747,84526,4370,86073,0.89
24748,84532,11960,306904,0.88
24749,84533,180,3670,0.89
24750,84535,2970,53413,0.9
24751,84542,1930,31619,0.91
24752,84601,39790,595939,0.96
24753,84604,41320,1301534,0.92
24754,84606,24570,405092,0.97
24755,84621,450,6712,0.93
24756,84623,440,4827,0.93
24757,84624,7700,126531,0.93
24758,84627,6570,93117,0.95
24759,84629,3780,63506,0.91
24760,84630,440,5615,0.93
24761,84631,4100,71053,0.91
24762,84635,950,14536,0.91
24763,84642,4710,66912,0.92
24764,84645,4580,72039,0.96
24765,84647,5560,86132,0.93
24766,84648,9080,158841,0.94
24767,84651,37750,662452,0.95
24768,84653,15190,361391,0.94
24769,84654,3330,59522,0.92
24770,84655,20790,324847,0.96
24771,84660,61890,1157358,0.96
24772,84663,46220,894104,0.95
24773,84664,15680,520115,0.94
24774,84667,500,6702,0.92
24775,84701,10680,190262,0.93
24776,84713,5540,88631,0.92
24777,84714,690,7693,0.91
24778,84720,23790,463062,0.92
24779,84721,33010,504445,0.94
24780,84722,670,12920,0.85
24781,84724,1460,20837,0.92
24782,84737,24470,488599,0.9
24783,84738,9900,301135,0.84
24784,84739,500,7540,0.92
24785,84741,6560,147033,0.86
24786,84742,590,11341,0.9
24787,84744,330,5426,0.88
24788,84745,5440,80363,0.93
24789,84747,1240,19337,0.91
24790,84751,2440,34047,0.94
24791,84754,5010,94849,0.91
24792,84757,1820,47577,0.84
24793,84762,260,6985,0.77
24794,84765,9880,253453,0.91
24795,84770,48140,1082358,0.89
24796,84773,320,6980,0.84
24797,84774,2230,44792,0.89
24798,84775,490,14026,0.8
24799,84779,700,17923,0.86
24800,84780,33750,939216,0.9
24801,84782,990,21562,0.88
24802,84783,910,35751,0.75
24803,84790,61540,1634238,0.89
24804,99999,217490,4881078,0.92
24805,0,693890,21429642,0.86
24806,5001,8120,227700,0.85
24807,5032,2690,70932,0.86
24808,5033,3390,81972,0.86
24809,5034,330,10151,0.79
24810,5035,600,16071,0.82
24811,5036,1010,29804,0.81
24812,5037,930,46730,0.84
24813,5038,1460,34244,0.85
24814,5039,980,23404,0.83
24815,5040,640,14869,0.84
24816,5041,320,6972,0.88
24817,5042,620,14055,0.82
24818,5043,1010,34219,0.84
24819,5045,1590,46031,0.82
24820,5046,1350,32762,0.85
24821,5048,2820,90440,0.85
24822,5051,1100,24428,0.82
24823,5052,410,8662,0.88
24824,5053,360,16758,0.78
24825,5055,4370,270071,0.84
24826,5056,360,11327,0.81
24827,5058,420,11057,0.83
24828,5060,5150,132036,0.84
24829,5061,1490,46325,0.83
24830,5062,790,21192,0.82
24831,5065,1390,37914,0.86
24832,5067,300,13372,0.77
24833,5068,3230,78283,0.86
24834,5069,770,14848,0.86
24835,5070,680,23811,0.81
24836,5071,350,23290,0.77
24837,5072,510,17320,0.82
24838,5075,1500,51682,0.85
24839,5076,590,11254,0.88
24840,5077,1220,34098,0.85
24841,5079,730,16219,0.88
24842,5081,880,17618,0.83
24843,5083,290,6030,0.86
24844,5084,290,7004,0.83
24845,5086,870,19723,0.87
24846,5089,4560,131454,0.84
24847,5091,3640,202032,0.78
24848,5101,4280,92091,0.86
24849,5142,800,17095,0.88
24850,5143,4910,127748,0.84
24851,5146,640,16664,0.8
24852,5148,1520,45740,0.84
24853,5149,2180,70929,0.78
24854,5150,1040,22192,0.81
24855,5151,1340,38571,0.82
24856,5152,450,18072,0.82
24857,5153,830,21346,0.82
24858,5154,900,26517,0.8
24859,5155,1070,32927,0.85
24860,5156,9280,212390,0.85
24861,5158,1790,35568,0.87
24862,5161,680,33540,0.76
24863,5201,15680,340199,0.86
24864,5250,3820,114039,0.84
24865,5251,1500,79183,0.77
24866,5252,440,9280,0.89
24867,5253,680,19675,0.85
24868,5255,4580,201492,0.83
24869,5257,2720,71604,0.84
24870,5260,400,10904,0.85
24871,5261,2660,56173,0.85
24872,5262,2700,75694,0.83
24873,5301,15330,432216,0.84
24874,5340,920,36497,0.84
24875,5341,500,12247,0.82
24876,5342,720,16848,0.86
24877,5343,800,18852,0.85
24878,5345,1820,49973,0.85
24879,5346,4690,149038,0.83
24880,5350,760,17657,0.84
24881,5352,890,26317,0.83
24882,5353,1160,30452,0.84
24883,5354,2480,66538,0.87
24884,5355,450,10160,0.84
24885,5356,1260,33618,0.83
24886,5358,430,9474,0.81
24887,5359,590,15541,0.81
24888,5360,480,11284,0.85
24889,5361,830,19933,0.86
24890,5362,300,11182,0.77
24891,5363,2320,60863,0.83
24892,5401,21930,858325,0.9
24893,5403,22060,993569,0.86
24894,5404,7520,200274,0.91
24895,5408,11700,359247,0.86
24896,5440,2280,50157,0.87
24897,5441,760,18922,0.89
24898,5442,380,7495,0.92
24899,5443,7160,200052,0.87
24900,5444,2310,61908,0.89
24901,5445,4790,314608,0.87
24902,5446,18760,649972,0.88
24903,5448,1420,34159,0.88
24904,5450,5820,126823,0.89
24905,5452,25890,869453,0.88
24906,5454,6400,181905,0.91
24907,5455,1530,41022,0.9
24908,5456,1360,46961,0.85
24909,5457,1810,41091,0.89
24910,5458,2420,86568,0.85
24911,5459,2100,44205,0.9
24912,5461,5950,209576,0.88
24913,5462,2390,78657,0.89
24914,5463,570,15520,0.84
24915,5464,3340,93610,0.89
24916,5465,7140,260177,0.88
24917,5468,16430,452570,0.89
24918,5471,910,20488,0.85
24919,5472,2100,69412,0.85
24920,5473,1580,53346,0.83
24921,5474,1120,42781,0.79
24922,5476,3230,54226,0.9
24923,5477,5480,210109,0.89
24924,5478,17830,459190,0.89
24925,5482,9320,656293,0.83
24926,5483,1790,41252,0.91
24927,5486,2040,87334,0.81
24928,5487,1720,42956,0.88
24929,5488,8810,224572,0.88
24930,5489,3950,137539,0.88
24931,5491,6800,199095,0.85
24932,5492,890,20903,0.88
24933,5494,2080,75185,0.87
24934,5495,13440,573899,0.86
24935,5602,13280,437953,0.84
24936,5641,17340,457377,0.87
24937,5647,1200,25057,0.86
24938,5648,570,16501,0.77
24939,5649,1160,28184,0.85
24940,5650,1110,32767,0.84
24941,5651,1980,62972,0.85
24942,5652,970,18219,0.9
24943,5653,490,8879,0.9
24944,5654,1390,29484,0.9
24945,5655,3290,88063,0.85
24946,5656,3350,73714,0.9
24947,5658,1760,39691,0.86
24948,5660,2160,79814,0.86
24949,5661,6420,194961,0.86
24950,5663,4850,130600,0.86
24951,5667,2410,62919,0.86
24952,5669,560,13059,0.86
24953,5672,6290,442454,0.87
24954,5673,3140,139847,0.83
24955,5674,1700,74191,0.83
24956,5675,1120,25599,0.85
24957,5676,5920,192536,0.89
24958,5677,2740,120147,0.85
24959,5679,3610,86161,0.88
24960,5680,2390,50677,0.9
24961,5681,380,9414,0.84
24962,5682,1470,40252,0.85
24963,5701,20550,572263,0.83
24964,5730,440,13061,0.77
24965,5732,1070,29915,0.8
24966,5733,6470,156758,0.85
24967,5734,1340,36582,0.82
24968,5735,3040,85494,0.83
24969,5736,550,18535,0.82
24970,5737,800,21627,0.88
24971,5738,1180,37936,0.81
24972,5739,1460,31980,0.87
24973,5742,540,13701,0.83
24974,5743,4600,97067,0.87
24975,5744,570,15450,0.84
24976,5747,240,5046,0.88
24977,5748,370,6428,0.86
24978,5751,1370,61049,0.83
24979,5753,9270,365787,0.83
24980,5757,1060,26870,0.85
24981,5758,860,19180,0.84
24982,5759,2120,57727,0.82
24983,5760,1330,30460,0.86
24984,5761,1230,32373,0.82
24985,5762,500,18278,0.8
24986,5763,3070,89950,0.84
24987,5764,3240,74631,0.86
24988,5765,2010,45983,0.87
24989,5767,1120,33052,0.79
24990,5769,1390,32983,0.84
24991,5770,1210,32600,0.83
24992,5772,550,14500,0.84
24993,5773,2320,62158,0.83
24994,5774,1260,30942,0.81
24995,5775,690,13331,0.9
24996,5776,280,5608,0.82
24997,5777,3720,90318,0.85
24998,5778,800,17184,0.86
24999,5819,9000,204546,0.87
25000,5820,470,7025,0.91
25001,5821,1290,35602,0.84
25002,5822,2200,44761,0.84
25003,5824,1280,25311,0.88
25004,5826,950,21491,0.87
25005,5827,590,16422,0.81
25006,5828,2290,67007,0.82
25007,5829,2760,68226,0.85
25008,5830,1630,32343,0.87
25009,5832,1130,30097,0.85
25010,5836,1170,25713,0.84
25011,5837,380,7093,0.87
25012,5839,890,16644,0.87
25013,5841,320,15398,0.69
25014,5842,690,11149,0.87
25015,5843,2980,58853,0.86
25016,5845,1400,25903,0.87
25017,5846,1290,24424,0.84
25018,5847,950,15751,0.89
25019,5850,570,9905,0.86
25020,5851,5940,127046,0.87
25021,5853,540,13601,0.78
25022,5855,7410,169259,0.85
25023,5857,1550,33531,0.86
25024,5858,280,5425,0.82
25025,5859,2100,40294,0.88
25026,5860,2910,53263,0.88
25027,5862,370,15392,0.76
25028,5866,700,12924,0.87
25029,5867,810,15945,0.88
25030,5868,390,8003,0.9
25031,5871,1680,33314,0.85
25032,5872,780,15303,0.85
25033,5873,800,19792,0.82
25034,5874,670,13762,0.82
25035,5875,550,12378,0.8
25036,5903,900,19685,0.82
25037,5904,240,3658,0.88
25038,5905,730,16984,0.81
25039,5906,1240,22346,0.86
25040,99999,19430,623881,0.81
25041,0,9832850,329056471,0.9
25042,20105,45740,1935439,0.97
25043,20106,5900,194773,0.87
25044,20109,50700,993102,0.95
25045,20110,59630,1463489,0.93
25046,20111,48670,1186486,0.94
25047,20112,37990,1466795,0.92
25048,20115,7050,341965,0.89
25049,20117,2000,202562,0.86
25050,20119,4840,162442,0.9
25051,20120,53630,2152293,0.93
25052,20121,35370,1260260,0.94
25053,20124,19860,1476530,0.89
25054,20129,860,75778,0.88
25055,20130,330,15903,0.85
25056,20132,23080,1058353,0.93
25057,20135,3170,149489,0.86
25058,20136,43700,1387991,0.96
25059,20137,2370,129260,0.86
25060,20141,10470,443013,0.93
25061,20143,1460,74360,0.87
25062,20144,1050,86619,0.84
25063,20147,84650,3802415,0.92
25064,20148,83080,3801607,0.97
25065,20151,29480,1121897,0.93
25066,20152,50830,2014915,0.96
25067,20155,48540,1944964,0.91
25068,20158,5860,295647,0.91
25069,20164,51800,1277507,0.93
