ZIPCODE,POPULATION,MEDIAN_INCOME,PER_UNDER_60
49088,4580,143190,0.862445415
49089,1870,34122,0.893048128
49090,14770,427795,0.84563304
49091,23850,472852,0.89769392
49092,2330,48213,0.86695279
49093,20960,447884,0.883110687
49094,4650,85348,0.896774194
49095,2180,68519,0.839449541
49096,3690,73682,0.880758808
49097,13820,445023,0.88422576
49098,7180,134845,0.891364903
49099,6410,158462,0.884555382
49101,3860,92599,0.873056995
49102,1550,34952,0.883870968
49103,12400,272379,0.885483871
49106,5460,146637,0.851648352
49107,11090,253037,0.873760144
49111,4250,85250,0.877647059
49112,12430,337225,0.886564763
49113,1990,45747,0.859296482
49116,190,21142,0.684210526
49117,3940,183205,0.799492386
49120,42140,995327,0.884907451
49125,2080,81535,0.783653846
49126,2160,30507,0.907407407
49127,13210,443807,0.861468584
49128,3610,88990,0.828254848
49129,640,47160,0.703125
49130,1930,85315,0.829015544
49201,46270,1188623,0.884590447
49202,20140,316881,0.893247269
49203,41260,837678,0.884391663
49220,2680,55438,0.869402985
49221,42690,834071,0.885453268
49224,13340,229546,0.891304348
49227,1570,27366,0.878980892
49228,6480,148387,0.87037037
49229,3930,100924,0.885496183
49230,11850,345139,0.816877637
49232,3390,52884,0.902654867
49233,3140,85342,0.853503185
49234,3030,122848,0.815181518
49235,2410,45491,0.883817427
49236,5810,136212,0.877796902
49237,3450,79046,0.866666667
49238,1990,45694,0.884422111
49240,10970,328440,0.875113947
49241,2790,57458,0.896057348
49242,15420,307231,0.880674449
49245,5280,97181,0.892045455
49246,3820,120414,0.853403141
49247,6540,122878,0.880733945
49248,1000,21335,0.88
49249,3800,98924,0.847368421
49250,6810,131325,0.886930984
49251,7330,170738,0.882673943
49252,2870,54083,0.87804878
49253,3510,109398,0.826210826
49254,3640,81037,0.873626374
49255,1500,26165,0.906666667
49256,4400,76330,0.890909091
49259,2990,66231,0.889632107
49262,1470,24250,0.884353741
49264,2200,48841,0.881818182
49265,6090,182950,0.850574713
49266,3140,59421,0.872611465
49267,4820,143391,0.858921162
49268,1130,25896,0.884955752
49269,7020,160083,0.897435897
49270,7340,201393,0.877384196
49271,2440,43379,0.87704918
49272,2930,80978,0.853242321
49274,4000,72560,0.8825
49276,1160,29131,0.879310345
49277,3930,92407,0.890585242
49279,1010,22733,0.871287129
49282,370,6672,0.783783784
49283,3610,92681,0.861495845
49284,3420,71640,0.888888889
49285,6690,167675,0.883408072
49286,18050,469025,0.859833795
49287,2340,64727,0.85042735
49288,1460,24128,0.890410959
49301,28360,2071402,0.90796897
49302,11510,404159,0.907037359
49303,1470,26380,0.918367347
49304,3520,58686,0.832386364
49305,2260,38776,0.849557522
49306,13250,617197,0.879245283
49307,15770,371263,0.878883957
49309,1720,31653,0.825581395
49310,3200,58034,0.88125
49315,33660,1140500,0.896910279
49316,31630,1034044,0.908314891
49318,1820,38605,0.895604396
49319,21330,456515,0.912798875
49321,20130,452886,0.902136115
49322,1320,20223,0.901515152
49323,13350,305484,0.922097378
49325,2640,61583,0.90530303
49326,4610,105177,0.878524946
49327,10150,183607,0.913300493
49328,4860,104024,0.903292181
49329,10400,190242,0.917307692
49330,7070,133934,0.920792079
49331,22170,609021,0.903473162
49332,2910,64729,0.824742268
49333,16890,437319,0.91178212
49336,4660,73890,0.907725322
49337,14330,300604,0.87927425
49338,2220,45005,0.882882883
49339,2840,78297,0.887323944
49340,3290,61225,0.878419453
49341,49710,1639737,0.90605512
49342,1830,34575,0.87431694
49343,6890,152601,0.891146589
49344,4270,133480,0.8735363
49345,16500,404251,0.894545455
49346,6650,178600,0.815037594
49347,1470,32622,0.87755102
49348,17800,399344,0.914044944
49349,8540,137779,0.887587822
49401,19590,459810,0.939254722
49402,1400,27623,0.8
49403,3100,77253,0.887096774
49404,11230,250559,0.909171861
49405,1830,34632,0.879781421
49408,11140,244970,0.883303411
49410,2030,36944,0.866995074
49411,1660,40682,0.831325301
49412,13430,284186,0.873417722
49415,7720,196376,0.869170984
49417,38420,1208029,0.872201978
49418,37810,1140915,0.892092039
49419,11380,315879,0.921792619
49420,7780,127178,0.898457584
49421,6510,110884,0.883256528
49423,54130,1499547,0.886015149
49424,60720,1832878,0.902338603
49425,4360,67452,0.912844037
49426,52620,1478918,0.916191562
49428,34540,848365,0.88477128
49431,19710,495231,0.837645865
49435,4580,155489,0.888646288
49436,1820,49619,0.791208791
49437,8310,194036,0.860409146
49440,1060,26362,0.849056604
49441,41270,1037753,0.858977465
49442,44930,619272,0.921655909
49444,29440,489324,0.911684783
49445,25520,731221,0.872257053
49446,2690,54393,0.869888476
49448,5000,118773,0.906
49449,2910,98955,0.756013746
49450,3700,44850,0.937837838
49451,7380,145166,0.911924119
49452,2270,36972,0.911894273
49453,3680,218066,0.823369565
49454,5450,97675,0.891743119
49455,6210,123219,0.893719807
49456,23660,1011503,0.85545224
49457,12660,256394,0.899684044
49459,1550,21299,0.890322581
49460,11150,399506,0.903139013
49461,10710,279227,0.85340803
49464,38810,1010658,0.912393713
49503,36600,2067567,0.938797814
49504,42910,975901,0.905849452
49505,34390,827591,0.890375109
49506,38650,1852893,0.907115136
49507,45020,590272,0.952021324
49508,50010,968460,0.910817836
49509,35720,542346,0.931690929
49512,20400,539514,0.907352941
49519,32520,655365,0.915744157
49525,35660,1334584,0.880538418
49534,27710,774541,0.895705521
49544,10860,268243,0.903314917
49546,38920,1919174,0.868191161
49548,41200,619496,0.92815534
49601,24080,519592,0.871677741
49612,1170,36452,0.752136752
49613,820,24262,0.743902439
49614,3290,70823,0.844984802
49615,4490,139452,0.779510022
49616,2350,42609,0.846808511
49617,3500,95010,0.802857143
49618,900,16951,0.866666667
49619,1070,19535,0.822429907
49620,3350,61123,0.898507463
49621,3680,108544,0.831521739
49622,2760,66231,0.815217391
49623,1200,20591,0.85
49625,1430,22131,0.86013986
49629,2330,97421,0.721030043
49630,1490,66391,0.731543624
49631,6250,106066,0.8688
49632,1280,21128,0.8515625
49633,4150,88125,0.869879518
49635,3540,145843,0.731638418
49636,690,72522,0.637681159
49637,4060,92016,0.874384236
49638,860,15067,0.825581395
49639,2910,54390,0.865979381
49640,1710,50570,0.777777778
49642,650,7157,0.861538462
49643,8060,193135,0.878411911
49644,1720,35711,0.738372093
49645,1890,33834,0.835978836
49646,9560,192284,0.870292887
49648,2590,123147,0.768339768
49649,8370,161939,0.918757467
49650,4000,91370,0.8825
49651,8760,163331,0.863013699
49653,2200,90448,0.818181818
49654,940,72469,0.734042553
49655,3870,71168,0.888888889
49656,1510,26990,0.847682119
49657,4290,81379,0.8997669
49659,7420,121462,0.885444744
49660,14030,336790,0.823948681
49663,7140,118334,0.910364146
49664,2410,86268,0.817427386
49665,4600,76352,0.886956522
49667,570,9807,0.824561404
49668,4080,66628,0.884803922
49670,1890,86776,0.714285714
49675,1170,42390,0.735042735
49676,4050,114132,0.844444444
49677,7750,141577,0.889032258
49679,1370,25187,0.846715328
49680,2280,38927,0.894736842
49682,5090,190307,0.803536346
49683,2240,53772,0.852678571
49684,24420,913678,0.819000819
49686,27170,1161319,0.828119249
49688,3220,63304,0.872670807
49689,1540,29617,0.818181818
49690,7520,344981,0.831117021
49701,1220,39581,0.786885246
49705,900,13460,0.9
49706,5720,119075,0.884615385
49707,23400,563128,0.833760684
49709,3440,63830,0.773255814
49710,410,11129,0.756097561
49712,9230,280666,0.838569881
49713,2580,50051,0.887596899
49715,3710,76788,0.873315364
49716,890,30205,0.820224719
49718,680,15960,0.779411765
49719,1470,44009,0.775510204
49720,10280,352812,0.809338521
49721,14800,321109,0.831756757
49724,1400,27275,0.878571429
49725,660,15015,0.712121212
49726,1040,25839,0.701923077
49727,8010,193705,0.870162297
49728,310,5685,0.838709677
49729,1780,40506,0.853932584
49730,2520,49803,0.880952381
49733,1830,33750,0.846994536
49735,22260,509849,0.878706199
49736,560,10723,0.785714286
49738,10350,218208,0.837681159
49740,8530,381627,0.786635404
49743,860,14052,0.825581395
49744,980,19602,0.887755102
49745,1060,22773,0.801886792
49746,3490,65119,0.813753582
49747,1740,43659,0.775862069
49749,4670,152172,0.805139186
49751,2260,46241,0.831858407
49752,620,10171,0.887096774
49753,2130,41955,0.82629108
49755,2020,42651,0.831683168
49756,3930,82520,0.778625954
49759,1460,34746,0.746575342
49760,660,13836,0.772727273
49762,570,13441,0.719298246
49765,4000,76443,0.845
49766,2790,63406,0.845878136
49768,370,9726,0.648648649
49769,1840,34538,0.875
49770,20160,734635,0.854662698
49774,2120,44570,0.853773585
49776,1910,35519,0.827225131
49777,1880,59512,0.734042553
49779,4700,100855,0.8
49780,2170,44798,0.884792627
49781,4390,96049,0.833712984
49782,600,19066,0.7
49783,19430,409526,0.869274318
49788,3120,32805,0.951923077
49795,2140,39622,0.864485981
49799,2560,45131,0.86328125
49801,12950,357351,0.855598456
49802,6900,154127,0.856521739
49805,340,8525,0.823529412
49806,580,18014,0.775862069
49807,3550,83321,0.853521127
49812,1040,22313,0.865384615
49814,1420,33975,0.830985915
49815,500,11271,0.82
49816,840,15527,0.845238095
49817,570,12464,0.807017544
49818,1060,25306,0.839622642
49820,560,13386,0.75
49821,1360,27196,0.845588235
49827,1090,16829,0.853211009
49829,17980,397083,0.862068966
49831,810,17011,0.851851852
49834,470,8952,0.872340426
49835,860,17338,0.76744186
49836,750,15460,0.826666667
49837,11370,273371,0.854881266
49838,450,8083,0.8
49840,740,19149,0.810810811
49841,7640,144663,0.876963351
49847,1060,20660,0.858490566
49849,13490,293026,0.866567828
49853,1310,31079,0.801526718
49854,6650,149503,0.831578947
49855,30530,933114,0.842450049
49858,12450,303706,0.836947791
49861,600,18213,0.733333333
49862,4300,99179,0.841860465
49866,9840,228068,0.880081301
49868,4350,85791,0.852873563
49870,3800,77686,0.863157895
49874,1020,21050,0.87254902
49876,1330,27619,0.857142857
49878,3700,89904,0.816216216
49879,960,20798,0.78125
49880,1060,23564,0.820754717
49881,350,8657,0.828571429
49884,500,8866,0.88
49885,2150,49190,0.860465116
49886,440,7984,0.886363636
49887,2320,50298,0.836206897
49891,720,13197,0.819444444
49892,2150,52385,0.83255814
49893,1760,41938,0.829545455
49894,800,17915,0.85
49895,830,22476,0.771084337
49896,2140,31979,0.911214953
49905,2810,44696,0.925266904
49908,2590,47962,0.884169884
49910,300,8338,0.666666667
49911,2680,54085,0.847014925
49912,840,16526,0.821428571
49913,8270,143097,0.882708585
49916,3500,80140,0.871428571
49920,4160,103213,0.788461538
49921,280,4726,1
49925,450,10754,0.755555556
49927,470,8716,0.829787234
49930,7210,169277,0.882108183
49931,6150,172515,0.876422764
49935,6000,122136,0.815
49938,7410,147920,0.840755735
49945,2840,62273,0.827464789
49946,4080,85799,0.845588235
49947,550,17363,0.727272727
49948,470,8668,0.829787234
49950,1100,31885,0.781818182
49953,2430,56337,0.765432099
49958,1270,25518,0.834645669
49962,220,5597,0.772727273
49965,430,9380,0.790697674
49967,380,9768,0.684210526
49968,2000,39279,0.82
49969,1250,132776,0.784
49970,200,4691,0.75
99999,94570,2986134,0.834408375
0,6709350,219048111,0.894091082
55001,3740,265510,0.836898396
55003,3100,123860,0.880645161
55005,6240,167371,0.929487179
55006,4450,94150,0.898876404
55007,2560,53046,0.875
55008,19290,485020,0.886988077
55009,9890,328791,0.874620829
55011,13240,414192,0.907099698
55012,2320,76053,0.86637931
55013,8610,271591,0.87340302
55014,34140,1098291,0.903339192
55016,49710,1385843,0.918527459
55017,900,21504,0.9
55018,1180,35013,0.86440678
55019,2760,71731,0.905797101
55020,5620,177381,0.93772242
55021,35750,860256,0.895944056
55024,46330,1278450,0.943233326
55025,30920,985684,0.888745149
55026,510,17171,0.803921569
55027,3980,94662,0.917085427
55030,1400,31516,0.892857143
55031,2370,82527,0.898734177
55032,4430,129303,0.902934537
55033,35290,1127816,0.873901955
55037,5570,107239,0.885098743
55038,30550,1102063,0.918494272
55040,16860,414719,0.913997628
55041,8950,250177,0.839106145
55042,15230,810351,0.895600788
55043,4230,204253,0.853427896
55044,79750,3023478,0.93153605
55045,9620,293793,0.878378378
55046,7720,192528,0.937823834
55047,3080,167396,0.795454545
55049,3490,77103,0.911174785
55051,10840,263111,0.864391144
55052,2300,55136,0.886956522
55053,1270,37464,0.897637795
55054,3330,87778,0.963963964
55055,4550,112163,0.901098901
55056,17570,450717,0.90722823
55057,25880,830660,0.870556414
55060,36390,924712,0.889804891
55063,10310,239930,0.877788555
55065,1520,41573,0.907894737
55066,21630,632706,0.856218215
55068,40870,1289123,0.920479569
55069,5520,129138,0.889492754
55070,10160,236112,0.934055118
55071,7050,163936,0.910638298
55072,3510,69381,0.86039886
55073,4670,161217,0.87366167
55074,2960,75074,0.922297297
55075,24890,574478,0.901968662
55076,26150,824582,0.869216061
55077,17420,731140,0.911595867
55079,10730,320768,0.904939422
55080,3440,94121,0.88372093
55082,44690,2161688,0.863056612
55084,2030,56222,0.862068966
55087,390,8959,0.871794872
55088,2170,99513,0.870967742
55089,2370,98968,0.873417722
55092,13290,418318,0.895410083
55101,7710,596944,0.878080415
55102,18170,822591,0.875068795
55103,15830,230444,0.949463045
55104,46580,1316796,0.92121082
55105,28010,1607038,0.870760443
55106,75490,1055023,0.954563518
55107,17310,316374,0.934142114
55108,14980,565407,0.878504673
55109,41650,1043313,0.88667467
55110,46960,1871981,0.854131175
55112,55060,1737295,0.883581547
55113,47280,1682837,0.850676819
55114,3650,125452,0.934246575
55115,11320,542192,0.870141343
55116,28630,1307337,0.866573524
55117,55420,1086397,0.926560808
55118,35290,1571797,0.856049872
55119,53210,1149942,0.919000188
55120,5700,305444,0.843859649
55121,11290,362874,0.900797166
55122,38980,1415880,0.886095434
55123,35440,1637235,0.90744921
55124,70060,2332343,0.894376249
55125,56910,2181963,0.900369004
55126,33550,1419216,0.853949329
55127,22640,1581016,0.838780919
55128,36570,986730,0.886792453
55129,40030,1770349,0.936797402
55130,22710,245650,0.96785557
55301,16620,416661,0.950060168
55302,8740,272202,0.866132723
55303,62650,1791938,0.909976057
55304,64580,2253012,0.913440694
55305,24220,1528413,0.838563171
55306,20790,651859,0.900913901
55307,3870,87269,0.88630491
55308,12860,320901,0.940902022
55309,26190,682890,0.936235204
55310,1730,53016,0.838150289
55311,49160,2334985,0.918429618
55312,1920,45682,0.885416667
55313,30700,896645,0.901954397
55314,1350,36662,0.866666667
55315,8340,275630,0.93764988
55316,30270,982774,0.904525933
55317,29040,1528451,0.909435262
55318,37790,1315229,0.919290818
55319,6800,208112,0.897058824
55320,6250,223475,0.8992
55321,7260,151305,0.918732782
55322,4620,141476,0.917748918
55324,1460,46280,0.842465753
55325,5890,148372,0.889643463
55327,5930,251746,0.89376054
55328,12810,403838,0.911007026
55329,2450,51680,0.889795918
55330,54540,1588164,0.917125046
55331,24950,2688094,0.877755511
55332,2190,49903,0.867579909
55333,830,17596,0.86746988
55334,3620,79698,0.883977901
55335,1900,40739,0.863157895
55336,9990,239365,0.88988989
55337,56980,1609515,0.897156897
55338,1400,34944,0.907142857
55339,1260,35406,0.896825397
55340,11870,775761,0.915754002
55341,4810,167521,0.954261954
55342,2160,55074,0.861111111
55343,29640,1114054,0.87854251
55344,18430,711998,0.902333152
55345,27750,1370005,0.858378378
55346,22390,954978,0.893255918
55347,41170,2607936,0.902356085
55349,4610,118580,0.880694143
55350,21990,587243,0.879490678
55352,12800,370486,0.921875
55353,4020,106843,0.89800995
55354,3670,86827,0.904632153
55355,11130,284122,0.874213836
55356,7540,740954,0.883289125
55357,4440,214166,0.903153153
55358,6570,207055,0.894977169
55359,8250,573044,0.886060606
55360,4500,115530,0.94
55362,25590,676079,0.919890582
55363,6530,141341,0.943338438
55364,18510,1088109,0.879524581
55367,1220,35019,0.909836066
55368,2810,74392,0.861209964
55369,46390,1628656,0.883595603
55370,960,25702,0.875
55371,20730,510876,0.908827786
55372,44050,2167045,0.906015891
55373,7090,210327,0.913963329
55374,21340,750591,0.928303655
55375,5950,175476,0.946218487
55376,24590,749383,0.938592924
55378,41090,1379636,0.929179849
55379,61030,1849259,0.937899394
55381,2320,58539,0.875
55382,4700,152979,0.872340426
55384,1560,83574,0.730769231
55385,1440,35829,0.868055556
55386,12900,598776,0.931007752
55387,18950,667163,0.918205805
55388,7230,205496,0.901798064
55389,3240,76483,0.888888889
55390,3850,99551,0.916883117
55391,19500,3116415,0.843589744
55395,3410,87872,0.891495601
55396,2490,59642,0.859437751
55397,3550,98822,0.890140845
55398,21800,575155,0.932568807
55401,9960,1095140,0.891566265
55402,1490,788269,0.879194631
55403,13390,981094,0.87154593
55404,26850,519819,0.954189944
55405,15780,996913,0.917617237
55406,39280,1283723,0.888492872
55407,45500,959513,0.939120879
55408,33370,1121084,0.948157027
55409,13630,498112,0.914893617
55410,26120,1727298,0.891653905
55411,37860,448738,0.963021659
55412,27900,469862,0.943369176
55413,12320,538080,0.906655844
55414,15310,642396,0.915088178
55415,3800,448538,0.902631579
55416,36220,2538456,0.875483158
55417,30600,1138618,0.891176471
55418,34640,1139113,0.901847575
55419,34750,1765087,0.904748201
55420,27770,702771,0.883327332
55421,35030,784434,0.903511276
55422,32910,1295556,0.876025524
55423,44690,1238387,0.890579548
55424,13800,1606985,0.910869565
55425,11850,288209,0.903797468
55426,28730,1097084,0.892794988
55427,28580,943496,0.881735479
55428,37300,796491,0.904825737
55429,37300,634735,0.933780161
55430,30870,506782,0.940395206
55431,22980,789068,0.848563969
55432,38400,908615,0.892708333
55433,40960,1012996,0.894775391
55434,38680,925383,0.904601861
55435,15140,781506,0.804491413
55436,18060,1805239,0.84606866
55437,22950,934935,0.848801743
55438,20540,992494,0.829600779
55439,12620,991757,0.863708399
55441,21340,927401,0.874414246
55442,15740,750311,0.860864041
55443,48600,1212740,0.92345679
55444,23030,501324,0.927485888
55445,18000,476238,0.931111111
55446,36020,1843599,0.917823431
55447,26510,1220719,0.878536401
55448,35300,959530,0.895184136
55449,43040,1527388,0.926812268
55454,7840,94046,0.965561224
55455,80,1879,1
55602,170,5203,0.588235294
55603,500,12330,0.8
55604,3910,117498,0.795396419
55605,770,13008,0.909090909
55606,270,9878,0.740740741
55612,640,20033,0.8125
55614,2590,70024,0.826254826
55615,300,8901,0.766666667
55616,8000,198704,0.84875
55702,570,14851,0.877192982
55703,800,20419,0.8625
55704,1230,26958,0.869918699
55705,3470,81202,0.841498559
55706,1780,42472,0.814606742
55707,3950,92282,0.888607595
55709,4680,107192,0.863247863
55710,1530,47441,0.830065359
55711,620,12582,0.919354839
55712,530,11090,0.849056604
55717,320,10291,0.78125
55718,3730,97544,0.865951743
55719,5960,132905,0.867449664
55720,19220,432838,0.890738814
55721,4220,129412,0.8507109
55723,2460,69637,0.804878049
55724,870,24649,0.816091954
55726,1100,26254,0.872727273
55731,5490,154406,0.786885246
55732,1480,36283,0.824324324
55733,6540,181541,0.903669725
55734,6510,171255,0.843317972
55735,1790,41552,0.837988827
55736,1570,32530,0.847133758
55738,580,15136,0.844827586
55741,3660,97299,0.836065574
55742,360,8338,0.888888889
55744,22770,581189,0.855950812
55746,17940,439748,0.862876254
55748,1610,30234,0.863354037
55749,470,12304,0.85106383
55750,2160,46249,0.842592593
55751,1660,40051,0.861445783
55752,410,10182,0.804878049
55756,530,10086,0.886792453
55757,880,18118,0.875
55760,3050,67473,0.809836066
55763,660,15983,0.803030303
55765,870,17994,0.862068966
55767,3660,90268,0.852459016
55768,3290,90388,0.838905775
55769,2490,59913,0.86746988
55771,1580,36614,0.829113924
55775,1400,44127,0.821428571
55779,4550,130855,0.876923077
55780,310,7169,0.903225806
55781,810,31184,0.740740741
55783,2780,69100,0.852517986
55785,260,4937,0.846153846
55787,490,10465,0.816326531
55790,1900,64423,0.757894737
55792,9740,235644,0.835728953
55793,690,16293,0.869565217
55795,1560,35051,0.846153846
55797,1830,45715,0.879781421
55798,740,16253,0.864864865
55802,1770,95253,0.706214689
55803,20780,762321,0.860923965
55804,18630,716818,0.869565217
55805,7230,164600,0.905947441
55806,8720,173539,0.910550459
55807,10190,215388,0.890088322
55808,6250,124238,0.8944
55810,10370,267866,0.879459981
55811,28000,966305,0.85
55812,7320,267738,0.892076503
55901,68120,2010616,0.901056958
55902,30490,1769160,0.878648737
55904,33520,805492,0.906026253
55906,23220,874082,0.880706288
55909,1560,41611,0.871794872
55910,1610,36314,0.863354037
55912,36160,865059,0.901272124
55917,4390,104485,0.886104784
55918,1110,26952,0.855855856
55919,1140,35206,0.842105263
55920,11030,354007,0.915684497
55921,5450,127463,0.871559633
55922,810,12690,0.901234568
55923,5580,154293,0.888888889
55924,1480,35981,0.891891892
55925,1350,34033,0.881481481
55926,900,24531,0.866666667
55927,5510,131441,0.912885662
55929,1580,40030,0.917721519
55931,440,10097,0.863636364
55932,2470,71063,0.910931174
55933,300,7676,0.9
55934,4320,116345,0.893518519
55935,1040,26356,0.875
55936,2410,57089,0.904564315
55939,2360,46723,0.86440678
55940,3210,78895,0.897196262
55941,1230,28656,0.87804878
55943,3430,82210,0.854227405
55944,10200,253388,0.914705882
55945,1570,42066,0.853503185
55946,3870,96139,0.875968992
55947,8920,290330,0.856502242
55949,2170,50258,0.843317972
55951,1750,41549,0.862857143
55952,3010,65697,0.903654485
55953,1090,21626,0.889908257
55954,1560,32931,0.865384615
55955,3690,117181,0.907859079
55956,2340,64546,0.897435897
55957,840,20332,0.880952381
55959,2400,58322,0.866666667
55960,4680,163670,0.903846154
55961,480,10566,0.875
55962,890,20007,0.865168539
55963,6920,198067,0.89017341
55964,5800,133665,0.9
55965,2650,68387,0.856603774
55967,1230,31180,0.902439024
55969,1420,31737,0.88028169
55970,1130,25314,0.867256637
55971,3810,82645,0.87664042
55972,6720,156374,0.912202381
55973,350,7742,0.885714286
55974,2400,54546,0.85
55975,4940,124380,0.880566802
55976,10410,248329,0.908741595
55979,1370,23046,0.912408759
55981,4310,142893,0.80974478
55982,510,11007,0.882352941
55983,1770,45975,0.875706215
55985,2240,50563,0.892857143
55987,31040,994487,0.857925258
55990,1070,24352,0.869158879
55991,1580,51081,0.879746835
55992,6300,174852,0.887301587
56001,47110,1276769,0.890469115
56003,18230,546674,0.888096544
56007,23860,557738,0.87007544
56009,1830,42170,0.863387978
56010,1220,32425,0.852459016
56011,12000,317411,0.92
56013,4860,120878,0.849794239
56014,810,15832,0.851851852
56016,1230,26174,0.886178862
56017,2040,66872,0.852941176
56019,1060,22979,0.867924528
56021,1420,37879,0.88028169
56023,460,11475,0.826086957
56024,4320,101647,0.925925926
56025,680,14960,0.867647059
56026,2310,56271,0.878787879
56027,860,16763,0.848837209
56028,1620,57001,0.839506173
56029,740,16891,0.851351351
56031,13930,458471,0.850681981
56033,370,9421,0.837837838
56034,700,14778,0.9
56036,2010,52209,0.855721393
56037,1960,49601,0.87755102
56039,1200,26335,0.875
56041,1340,32445,0.873134328
56042,830,20551,0.879518072
56043,600,14664,0.883333333
56044,2640,71256,0.875
56045,1020,24554,0.901960784
56048,4920,116097,0.900406504
56050,1890,58193,0.878306878
56051,650,13079,0.830769231
56052,860,23972,0.848837209
56054,1110,25291,0.873873874
56055,4810,128684,0.881496881
56057,4940,112964,0.902834008
56058,7500,178065,0.886666667
56060,480,11472,0.854166667
56062,3820,85583,0.884816754
56063,3650,142272,0.871232877
56065,3130,75698,0.881789137
56068,1180,28543,0.872881356
56069,5880,139460,0.903061224
56071,16650,495418,0.914114114
56072,2790,64726,0.88172043
56073,19560,509331,0.852249489
56074,2480,66421,0.89516129
56078,530,11889,0.886792453
56081,7130,143537,0.882187938
56082,14560,406086,0.884615385
56083,990,24321,0.858585859
56085,6190,210661,0.864297254
56087,3550,84292,0.853521127
56088,2120,51529,0.839622642
56090,780,16572,0.897435897
56091,420,8208,0.857142857
56093,14080,321949,0.883522727
56096,3530,88363,0.855524079
56097,4140,85359,0.859903382
56098,2350,50060,0.85106383
56101,7170,159777,0.867503487
56110,2110,50744,0.881516588
56111,520,13371,0.884615385
56114,370,8396,0.837837838
56115,1540,36432,0.87012987
56116,740,17504,0.864864865
56117,490,10266,0.897959184
56118,490,13530,0.87755102
56119,1250,28439,0.88
56120,1280,26768,0.859375
56121,640,12995,0.828125
56122,660,14027,0.863636364
56123,570,13513,0.842105263
56127,390,8685,0.820512821
56128,2590,59060,0.884169884
56129,840,19047,0.869047619
56131,2600,62122,0.842307692
56132,580,19019,0.810344828
56134,480,10883,0.895833333
56136,1130,29033,0.82300885
56137,1280,28568,0.8671875
56138,1120,22668,0.875
56139,520,10323,0.865384615
56141,370,9984,0.891891892
56142,1060,22462,0.839622642
56143,5200,133752,0.865384615
56144,1260,25118,0.873015873
56145,680,14779,0.867647059
56149,1510,31850,0.860927152
56150,3340,73269,0.868263473
56151,1030,25683,0.854368932
56152,1630,36993,0.871165644
56155,460,11760,0.847826087
56156,7380,169538,0.867208672
56157,930,30416,0.903225806
56158,450,10701,0.866666667
56159,3230,65485,0.888544892
56160,280,5379,0.857142857
56161,470,10294,0.872340426
56162,300,7383,0.833333333
56164,6590,148150,0.877086495
56165,430,10452,0.860465116
56167,710,18237,0.873239437
56168,1030,22065,0.86407767
56169,890,20302,0.898876404
56170,610,13643,0.868852459
56171,1960,50209,0.852040816
56172,3480,96227,0.83908046
56173,430,8986,0.88372093
56174,470,8580,0.85106383
56175,3460,73965,0.867052023
56176,1180,30500,0.855932203
56178,2110,51652,0.867298578
56180,1570,29447,0.872611465
56181,1320,30134,0.863636364
56183,1340,30239,0.820895522
56185,700,13462,0.885714286
56186,410,9217,0.87804878
56187,19130,346595,0.917407214
56201,30300,667321,0.899009901
56207,320,7295,0.875
56208,2160,48210,0.851851852
56209,2830,72120,0.865724382
56211,540,13843,0.87037037
56212,580,13666,0.862068966
56214,750,19339,0.84
56215,5150,128514,0.87184466
56216,700,16582,0.885714286
56218,610,16007,0.868852459
56219,770,13789,0.857142857
56220,3390,73337,0.861356932
56221,910,22756,0.824175824
56222,2490,59500,0.875502008
56223,1590,35089,0.855345912
56224,380,10578,0.894736842
56225,810,18334,0.827160494
56226,250,7319,0.84
56228,1010,21641,0.851485149
56229,2280,62116,0.890350877
56230,970,23597,0.886597938
56231,430,11810,0.837209302
56232,2700,65625,0.859259259
56235,640,18338,0.859375
56236,380,14550,0.815789474
56237,680,14511,0.852941176
56239,770,18996,0.909090909
56240,1090,26929,0.853211009
56241,4190,119061,0.849642005
56243,2020,44722,0.896039604
56244,2850,59780,0.926315789
56245,620,14381,0.903225806
56248,810,22140,0.827160494
56249,360,10741,0.861111111
56251,1290,28873,0.88372093
56252,1690,31839,0.911242604
56253,1100,27659,0.854545455
56255,560,9635,0.892857143
56256,2560,72853,0.8125
56257,450,12744,0.8
56258,17820,439510,0.900112233
56260,1020,23278,0.87254902
56262,1030,19236,0.902912621
56263,640,15589,0.890625
56264,2500,54416,0.884
56265,8990,217480,0.870967742
56266,1740,37167,0.879310345
56267,8290,202012,0.904704463
56270,1540,26299,0.902597403
56271,1510,32808,0.887417219
56273,5850,167229,0.868376068
56276,250,5715,0.84
56277,3510,86969,0.874643875
56278,2900,67513,0.837931034
56279,1580,39905,0.892405063
56280,500,12331,0.84
56281,880,28289,0.886363636
56282,1990,40292,0.904522613
56283,7440,190613,0.86155914
56284,2480,51361,0.887096774
56285,1330,30276,0.879699248
56288,5580,246116,0.831541219
56289,810,20934,0.827160494
56291,600,11636,0.883333333
56292,720,14859,0.902777778
56293,1480,35082,0.878378378
56295,330,6715,0.878787879
56296,2250,56399,0.835555556
56297,1000,22696,0.88
56301,36120,974039,0.916666667
56303,30130,700809,0.883836708
56304,17050,380246,0.901466276
56307,6730,161485,0.922734027
56308,30410,937220,0.849391647
56309,1530,39531,0.849673203
56310,6460,195941,0.883900929
56311,700,15826,0.857142857
56312,2820,63783,0.893617021
56314,1440,30657,0.909722222
