ZIPCODE,POPULATION,MEDIAN_INCOME,PER_UNDER_60
0,5420890,125478058,0.907339939
35004,13860,302269,0.915584416
35005,8280,130555,0.916666667
35006,3340,65411,0.892215569
35007,33710,743431,0.921091664
35010,21520,410413,0.907992565
35014,4110,79981,0.907542579
35016,19030,385033,0.896479243
35019,2550,44467,0.917647059
35020,25420,254213,0.932730134
35022,25270,597418,0.897111199
35023,26460,500960,0.900226757
35031,8600,132958,0.925581395
35033,3740,78406,0.901069519
35034,3810,53827,0.929133858
35035,1550,50773,0.929032258
35040,21930,451614,0.943456452
35042,6380,109244,0.909090909
35043,16910,496527,0.927853341
35044,8230,139751,0.916160389
35045,15940,279193,0.920953576
35046,6210,144501,0.898550725
35049,4510,84597,0.920177384
35051,9110,226050,0.901207464
35053,2710,80598,0.84501845
35054,4490,132480,0.855233853
35055,21500,452074,0.90744186
35057,14980,312812,0.91588785
35058,11590,235723,0.910267472
35061,1550,22649,0.890322581
35062,9300,190921,0.912903226
35063,3550,55770,0.921126761
35064,10360,144789,0.888030888
35068,9430,198913,0.913043478
35071,19540,502675,0.887922211
35072,4950,71828,0.913131313
35073,2290,36515,0.88209607
35077,14080,237000,0.909801136
35078,2470,56495,0.898785425
35079,10370,198085,0.926711668
35080,24460,625720,0.932951758
35083,3400,57315,0.911764706
35085,9710,162834,0.927909372
35087,2300,35784,0.92173913
35089,1990,26192,0.914572864
35091,4230,95978,0.938534279
35094,16420,385992,0.897076736
35096,9480,187502,0.920886076
35097,1990,37403,0.899497487
35098,1590,25480,0.911949686
35111,19500,481018,0.903076923
35114,9320,216757,0.931330472
35115,14230,254473,0.919184821
35116,5610,136083,0.893048128
35117,7200,180055,0.891666667
35118,3540,65205,0.881355932
35120,18240,364187,0.930372807
35121,16910,322724,0.910703726
35124,29860,1004652,0.892498326
35125,12260,205579,0.924143556
35126,24330,510996,0.903411426
35127,10770,227002,0.896007428
35128,11340,285361,0.891534392
35130,3250,57256,0.904615385
35131,4310,68566,0.930394432
35133,4440,85740,0.900900901
35135,2070,47029,0.893719807
35136,1590,33733,0.842767296
35143,2950,72578,0.861016949
35146,13390,322554,0.902165795
35147,6730,178979,0.925705795
35148,2900,48376,0.9
35150,18560,310258,0.915409483
35151,7620,153808,0.897637795
35160,25510,410515,0.908271266
35171,3770,74603,0.923076923
35172,3310,50985,0.912386707
35173,38140,1206986,0.905086523
35175,5490,124230,0.883424408
35176,850,15120,0.905882353
35178,3840,74912,0.908854167
35179,10600,209089,0.912264151
35180,16070,346335,0.909769757
35183,730,13979,0.876712329
35184,5930,99151,0.929173693
35186,5670,151824,0.890652557
35188,3310,64947,0.930513595
35203,2780,190356,0.917266187
35204,8970,92991,0.918617614
35205,13000,493898,0.903846154
35206,16870,206374,0.927682276
35207,8860,83836,0.935665914
35208,14640,160164,0.911885246
35209,30740,1401725,0.925504229
35210,14640,443870,0.870901639
35211,25240,321884,0.917194929
35212,11840,173159,0.943412162
35213,17390,1779399,0.88786659
35214,20280,312923,0.892998028
35215,55420,680951,0.942619993
35216,42540,1536708,0.913963329
35217,13930,175230,0.931083991
35218,6710,63675,0.929955291
35221,4440,48994,0.903153153
35222,8160,415884,0.897058824
35223,15080,2070274,0.870026525
35224,5760,66815,0.927083333
35226,46830,1787410,0.896860987
35228,11140,125234,0.922800718
35233,1290,78684,0.953488372
35234,4640,47103,0.92887931
35235,22940,402570,0.912380122
35242,68010,3749843,0.888545802
35243,24010,1515130,0.875052062
35244,44140,1718822,0.903035795
35401,23040,356339,0.924913194
35404,19400,338594,0.921134021
35405,47470,928260,0.920792079
35406,19300,1011606,0.885492228
35441,1210,20224,0.900826446
35442,5210,66328,0.925143954
35443,2130,21904,0.938967136
35444,4590,82241,0.94335512
35446,2450,41646,0.92244898
35447,3400,51644,0.908823529
35452,4600,89717,0.913043478
35453,12760,239852,0.916144201
35456,5000,85257,0.92
35458,650,11555,0.907692308
35459,820,12316,0.890243902
35460,630,6317,0.936507937
35461,1710,32427,0.877192982
35462,5190,63059,0.907514451
35463,2090,41720,0.913875598
35464,550,4685,0.909090909
35466,6470,119702,0.916537867
35469,320,5037,0.875
35470,4710,81738,0.902335456
35473,18300,447488,0.898360656
35474,8230,148299,0.931956258
35475,20310,583872,0.912358444
35476,9200,150479,0.923913043
35480,1970,39584,0.923857868
35481,3450,53448,0.904347826
35490,5350,107652,0.945794393
35501,9970,163353,0.91775326
35503,8960,171923,0.907366071
35504,14250,342415,0.896842105
35540,2480,43573,0.923387097
35541,3500,85811,0.877142857
35542,1260,19880,0.920634921
35543,1070,15209,0.925233645
35544,610,9821,0.901639344
35546,4380,73232,0.922374429
35548,1510,21280,0.900662252
35549,3550,56305,0.904225352
35550,5150,88217,0.918446602
35552,980,27569,0.897959184
35553,4500,83468,0.9
35554,1190,20929,0.899159664
35555,10110,166249,0.901088032
35563,4250,72857,0.903529412
35564,2240,33424,0.919642857
35565,12900,213916,0.919379845
35570,10600,174684,0.909433962
35571,890,14482,0.921348315
35572,980,23590,0.846938776
35574,1460,27230,0.883561644
35575,1050,16286,0.923809524
35576,3260,58018,0.889570552
35578,5320,82002,0.922932331
35579,3120,53659,0.907051282
35580,3980,69727,0.909547739
35581,5300,78605,0.918867925
35582,4260,88251,0.906103286
35585,1690,27400,0.911242604
35586,4370,69321,0.90617849
35587,810,16054,0.888888889
35592,4750,77418,0.913684211
35593,1810,30084,0.900552486
35594,7890,150392,0.908745247
35601,36570,659712,0.911402789
35603,36630,977588,0.888069888
35610,1910,36822,0.90052356
35611,26650,514537,0.904690432
35613,26740,815009,0.899401645
35614,8330,144951,0.908763505
35616,3690,67057,0.883468835
35618,1910,29159,0.905759162
35619,5660,110141,0.915194346
35620,10360,200083,0.921814672
35621,3290,60715,0.90881459
35622,7620,126578,0.916010499
35630,28410,574613,0.88313974
35633,22350,477118,0.890380313
35634,11820,359335,0.868020305
35640,29690,656758,0.907713035
35643,3210,55880,0.903426791
35645,15300,391900,0.888888889
35646,4700,84806,0.89787234
35647,1280,23179,0.90625
35648,4080,80219,0.897058824
35650,14730,274852,0.906992532
35651,1140,19763,0.912280702
35652,8860,204063,0.883747178
35653,13740,200184,0.933770015
35654,8780,130806,0.928246014
35660,9200,152278,0.89673913
35661,20460,504595,0.893939394
35670,8390,175126,0.89511323
35671,2840,50040,0.922535211
35672,6400,122267,0.9078125
35673,9910,182574,0.918264379
35674,20810,432706,0.89572321
35677,1870,30781,0.903743316
35739,5930,116838,0.915682968
35740,3330,58690,0.891891892
35741,3840,169311,0.8515625
35744,2520,40313,0.912698413
35746,960,14961,0.916666667
35747,6680,148263,0.904191617
35748,9120,299654,0.899122807
35749,32400,857591,0.921604938
35750,16080,325147,0.912935323
35752,2000,39590,0.885
35754,6680,127889,0.910179641
35755,650,16978,0.8
35756,27470,823429,0.946123043
35757,20390,601809,0.90926925
35758,59370,2066909,0.91830891
35759,12070,316300,0.906379453
35760,5630,112390,0.90053286
35761,14590,357408,0.919122687
35763,27370,1029314,0.910485934
35764,580,9241,0.879310345
35765,4040,62747,0.915841584
35768,11940,223423,0.896147404
35769,10540,316625,0.870018975
35771,3770,63098,0.904509284
35772,4940,80085,0.910931174
35773,15200,319237,0.924342105
35775,1180,13624,0.93220339
35776,3820,64404,0.90052356
35801,23150,1320028,0.851403888
35802,25390,1099678,0.839306814
35803,33580,1108672,0.867182847
35805,20880,218090,0.942049808
35806,25820,919055,0.897366383
35808,1290,41463,0.937984496
35810,33480,472617,0.90442055
35811,31880,824683,0.893977415
35816,12710,174997,0.934697089
35824,10090,389956,0.914767096
35901,19390,460470,0.896338319
35903,18800,294669,0.907446809
35904,13990,213710,0.908506076
35905,7070,139707,0.892503536
35906,11510,244166,0.886185925
35907,10760,271035,0.894981413
35950,26630,360905,0.936913256
35951,15330,212481,0.941943901
35952,7960,120138,0.920854271
35953,8240,161133,0.906553398
35954,12430,183734,0.909895414
35956,9730,160743,0.916752312
35957,17890,271639,0.927892677
35958,3190,56174,0.912225705
35959,4920,87085,0.888211382
35960,10000,194749,0.884
35961,6650,83707,0.930827068
35962,8200,111156,0.937804878
35963,1780,23690,0.921348315
35966,3720,59017,0.924731183
35967,18250,301529,0.923287671
35968,5960,119074,0.895973154
35971,4930,80617,0.920892495
35972,1410,24071,0.907801418
35973,2740,43228,0.905109489
35974,2000,28786,0.92
35975,1040,17040,0.913461538
35976,17790,482190,0.873524452
35978,5500,107655,0.914545455
35979,1620,21533,0.925925926
35980,5560,74775,0.933453237
35981,2070,33631,0.922705314
35983,3780,67298,0.891534392
35984,1820,41365,0.824175824
35986,9140,158378,0.917943107
35987,2740,46941,0.901459854
35988,2010,28756,0.935323383
35989,3730,66391,0.922252011
36003,1930,36905,0.917098446
36005,1760,30455,0.897727273
36006,1630,27131,0.920245399
36009,2820,51791,0.904255319
36010,5280,77662,0.901515152
36013,550,19788,0.890909091
36016,3150,48378,0.892063492
36017,1460,16488,0.904109589
36020,1460,23249,0.917808219
36022,17010,383274,0.9218107
36024,6770,162794,0.8788774
36025,4390,80660,0.917995444
36026,1030,33700,0.825242718
36027,16090,273630,0.913610938
36028,1920,29257,0.901041667
36029,930,23172,0.860215054
36030,500,7627,0.9
36032,3120,36537,0.939102564
36033,3930,61036,0.903307888
36034,860,13383,0.88372093
36035,2160,36815,0.907407407
36036,1920,33656,0.875
36037,14870,244066,0.916610625
36039,290,3259,0.931034483
36040,4150,46353,0.93253012
36041,1570,24209,0.917197452
36042,1500,25344,0.9
36043,4120,92320,0.883495146
36046,1450,26062,0.903448276
36047,1560,22069,0.91025641
36048,1370,17566,0.883211679
36049,5880,103802,0.909863946
36051,2550,43926,0.921568627
36052,900,33396,0.855555556
36053,1960,25749,0.908163265
36054,17810,350285,0.920830994
36064,16090,546380,0.928527035
36066,24460,565843,0.915372036
36067,30690,626626,0.918214402
36069,1840,37806,0.869565217
36071,870,11711,0.908045977
36075,2170,34841,0.912442396
36078,14800,286821,0.906756757
36079,9730,191115,0.917780062
36080,2520,69625,0.865079365
36081,13870,307994,0.907714492
36083,7970,110726,0.882057716
36088,2300,28955,0.891304348
36089,8590,97979,0.925494761
36091,4220,69706,0.921800948
36092,22890,452801,0.903014417
36093,14320,408396,0.887569832
36104,6600,110398,0.934848485
36105,11680,144022,0.914383562
36106,15200,506436,0.875657895
36107,8160,89242,0.944852941
36108,19580,205968,0.915730337
36109,26810,553570,0.87541962
36110,12800,125403,0.9390625
36111,15300,407563,0.913071895
36113,1160,22683,1
36115,1030,13322,1
36116,49840,779788,0.935794543
36117,56570,1696025,0.898532791
36201,16890,199806,0.924807578
36203,22420,446148,0.907225691
36205,800,17521,0.85
36206,11520,187068,0.896701389
36207,20890,534270,0.879368119
36250,5430,113320,0.885819521
36251,5290,93749,0.901701323
36255,940,32446,0.904255319
36256,1560,27455,0.903846154
36258,1810,30751,0.889502762
36260,4410,71644,0.907029478
36262,1590,22893,0.924528302
36263,630,10926,0.904761905
36264,9510,176324,0.915878023
36265,18870,385187,0.897191309
36266,6120,101276,0.908496732
36268,6320,104112,0.917721519
36269,1330,20672,0.917293233
36271,6580,124607,0.899696049
36272,12980,207952,0.911402157
36273,2960,57421,0.912162162
36274,11940,169482,0.922948074
36276,2430,40228,0.905349794
36277,6130,109426,0.900489396
36278,5060,117615,0.867588933
36279,2760,49741,0.891304348
36280,4130,71106,0.91283293
36301,41810,750238,0.91365702
36303,33580,768458,0.906789756
36305,18260,616712,0.890470975
36310,6030,116486,0.868988391
36311,2890,52366,0.906574394
36312,6560,127076,0.903963415
36314,680,10610,0.897058824
36316,1930,40203,0.875647668
36317,440,6855,0.886363636
36318,1320,24826,0.878787879
36319,2350,46216,0.880851064
36320,3600,56416,0.911111111
36321,2050,34868,0.907317073
36322,8650,149816,0.899421965
36323,7830,134898,0.897828863
36330,42710,918123,0.916413018
36340,5490,88931,0.901639344
36343,1510,22009,0.907284768
36344,5900,99832,0.9
36345,9870,212042,0.903748734
36346,1600,27891,0.90625
36350,8380,166938,0.922434368
36351,4180,85397,0.894736842
36352,6100,129083,0.904918033
36353,2180,38391,0.899082569
36360,20770,375968,0.891670679
36362,4980,74744,0.991967871
36370,900,15866,0.9
36373,550,7424,0.909090909
36374,1260,25517,0.888888889
36375,7940,128873,0.911838791
36376,2260,37311,0.898230088
36401,7840,111387,0.909438776
36420,11980,239250,0.904841402
36421,9650,221773,0.894300518
36425,880,10548,0.897727273
36426,15770,262530,0.904248573
36432,2480,34866,0.903225806
36435,580,5417,0.948275862
36436,530,7621,0.924528302
36441,4250,69614,0.915294118
36442,3020,47597,0.890728477
36444,590,8106,0.898305085
36445,4480,64807,0.908482143
36451,5080,96761,0.903543307
36453,2290,43697,0.886462882
36456,1940,30108,0.912371134
36460,9870,176230,0.919959473
36467,10260,166439,0.902534113
36471,1060,12765,0.933962264
36474,3110,53224,0.900321543
36475,1930,31875,0.906735751
36477,4810,75916,0.908523909
36480,1790,34066,0.877094972
36481,290,3108,0.896551724
36482,1000,12143,0.94
36483,480,6716,0.875
36502,17040,259288,0.919014085
36505,1740,34490,0.931034483
36507,21490,411709,0.909260121
36509,2190,28131,0.931506849
36511,870,14551,0.873563218
36518,2780,65631,0.884892086
36521,5740,107922,0.918118467
36522,8340,129102,0.929256595
36523,2690,48493,0.892193309
36524,1130,17199,0.902654867
36525,2180,44403,0.903669725
36526,41490,1209247,0.899252832
36527,20790,739518,0.911976912
36528,1710,69665,0.783625731
36529,630,11553,0.920634921
36530,8350,211634,0.873053892
36532,38230,1416766,0.852210306
36535,33920,673450,0.864386792
36538,370,5426,0.891891892
36539,740,14750,0.918918919
36540,1150,12765,0.956521739
36541,16850,305289,0.922848665
36542,14980,451137,0.839118825
36544,12920,188446,0.934210526
36545,9790,183351,0.906026558
36548,1270,27217,0.881889764
36549,5180,138457,0.760617761
36551,11090,218353,0.918845807
36553,3890,55120,0.94344473
36555,1290,52828,0.775193798
36558,3730,70924,0.91152815
36560,3530,45058,0.932011331
36561,8760,402629,0.813926941
36562,2080,33299,0.932692308
36567,15860,285120,0.918032787
36569,880,17037,0.909090909
36571,19560,438414,0.91206544
36572,7890,187881,0.892268695
36574,1400,31770,0.871428571
36575,23770,458579,0.92048801
36576,5610,113199,0.901960784
36578,2340,53033,0.905982906
36579,1730,39293,0.867052023
36580,7030,127670,0.903271693
36582,27210,532044,0.919882396
36583,750,14112,0.92
36584,770,13904,0.935064935
36585,1010,18461,0.910891089
36587,12460,202220,0.93258427
36602,740,37356,0.810810811
36603,6670,65421,0.931034483
36604,9100,235692,0.907692308
36605,29490,363105,0.925737538
36606,20590,371080,0.924235066
36607,6550,157305,0.911450382
36608,40260,1313695,0.908842524
36609,25670,504539,0.910790806
36610,11180,87169,0.932915921
36611,7000,79025,0.935714286
36612,4500,38415,0.935555556
36613,12430,178405,0.909895414
36617,13250,150741,0.913207547
36618,20020,309460,0.913086913
36619,16600,374050,0.896987952
36693,20860,532237,0.874880153
36695,58090,1495936,0.907901532
36701,23170,353111,0.911091929
36703,12400,136061,0.936290323
36720,960,7890,0.947916667
36722,440,4647,0.954545455
36726,5180,77607,0.907335907
36728,690,9746,0.913043478
36732,9400,172902,0.913829787
36736,1480,18925,0.939189189
36738,1040,13041,0.932692308
36740,1260,16124,0.912698413
36742,2820,50390,0.918439716
36744,6970,97070,0.916786227
36748,3320,57642,0.90060241
36749,1030,14603,0.922330097
36750,3330,58109,0.927927928
36751,1030,8962,0.951456311
36752,1830,39500,0.879781421
36756,5710,76184,0.908931699
36758,1350,22622,0.925925926
36759,1570,20550,0.904458599
36761,980,14099,0.887755102
36765,1340,15289,0.925373134
36767,2110,21631,0.943127962
36768,780,10323,0.897435897
36769,3110,38638,0.935691318
36773,410,3793,0.926829268
36775,830,13169,0.903614458
36776,1730,18444,0.936416185
36782,2340,39657,0.905982906
36783,780,15457,0.871794872
36784,8570,152414,0.917152859
36785,1290,18743,0.906976744
36786,3540,30776,0.940677966
36790,280,6583,0.892857143
36792,1290,24028,0.899224806
36793,520,9944,0.865384615
36801,25440,559225,0.905660377
36804,22550,417346,0.922838137
36830,42580,1485585,0.91263504
36832,20610,429698,0.954391072
36850,2780,36607,0.902877698
36852,2820,38624,0.939716312
36853,8600,261990,0.85
36854,17210,289345,0.921557234
36855,1180,23233,0.855932203
36856,9840,139343,0.961382114
36858,490,8098,0.87755102
36860,1390,18147,0.90647482
36861,3120,87661,0.849358974
36862,6070,91650,0.907742998
36863,12520,186669,0.913738019
36866,4090,68008,0.897310513
36867,22470,409178,0.916332888
36869,22060,283141,0.938349955
36870,22110,358477,0.947082768
36871,1090,20130,0.889908257
36874,10280,219136,0.918287938
36875,5020,90350,0.90438247
36877,13770,280151,0.920116195
36879,3180,87563,0.924528302
36904,3850,76467,0.890909091
36907,1720,23291,0.906976744
36908,2460,50057,0.906504065
36912,1730,24492,0.895953757
36915,570,10285,0.912280702
36916,550,9844,0.890909091
36919,2120,33139,0.924528302
36921,1040,21048,0.913461538
36922,540,7946,0.907407407
36925,3160,33646,0.917721519
99999,67580,2693650,0.838709677
0,844220,25354974,0.911101372
99501,14980,612242,0.88518024
99502,27710,1000685,0.913388668
99503,15270,462394,0.890635232
99504,47710,1176109,0.922238524
99505,7120,95855,1
99506,7790,123224,0.993581515
99507,43350,1505759,0.921799308
99508,36950,881183,0.923410014
99515,27040,1081486,0.909393491
99516,25690,1525045,0.905799922
99517,17110,670063,0.892460549
99518,11280,360329,0.912234043
99540,300,12179,0.866666667
99556,2600,63140,0.865384615
99559,8840,190402,0.95361991
99567,10660,350830,0.903377111
99568,310,8460,0.838709677
99572,400,14656,0.775
99573,950,22863,0.852631579
99577,33800,1201986,0.923372781
99586,490,11199,0.816326531
99588,1580,40654,0.898734177
99603,12800,391997,0.86328125
99610,2500,76005,0.844
99611,16280,454648,0.897420147
99615,15990,400538,0.914946842
99631,360,9912,0.888888889
99639,1300,37053,0.792307692
99645,34950,993654,0.911015737
99654,42290,1106246,0.933317569
99664,4840,146233,0.884297521
99669,18540,612402,0.881337648
99672,3880,118334,0.847938144
99674,1710,39601,0.871345029
99676,2040,55877,0.848039216
99686,4720,170342,0.925847458
99688,3010,78000,0.823920266
99701,18050,471980,0.912465374
99702,3840,57606,1
99703,9190,132232,0.996735582
99705,23740,629505,0.940185341
99709,24930,849069,0.914159647
99712,11010,367212,0.910990009
99714,1190,30629,0.87394958
99737,5330,122002,0.902439024
99743,1390,45476,0.90647482
99760,820,20087,0.865853659
99780,1910,42210,0.869109948
99801,27640,934332,0.907018813
99824,2250,90831,0.862222222
99827,2630,88825,0.840304183
99833,3750,114471,0.861333333
99835,9460,316394,0.876321353
99901,14350,437711,0.887804878
99999,175850,4502817,0.905715098
0,7986800,213403252,0.90003005
85003,8250,361150,0.913939394
85004,6130,309673,0.915171289
85006,25440,414031,0.954402516
85007,14760,297841,0.942411924
85008,64120,908226,0.961478478
85009,56320,485343,0.96875
85012,7880,486059,0.885786802
85013,20410,791809,0.900048996
85014,25090,875760,0.909525707
85015,44150,616322,0.947451869
85016,37550,2139741,0.891611185
85017,45180,402826,0.967242143
85018,40010,3136105,0.892526868
85019,34370,341361,0.965085831
85020,35110,1324821,0.864710909
85021,44190,1133514,0.920117674
85022,52160,1529354,0.885736196
85023,38570,1006358,0.912626394
85024,29140,858763,0.920041181
85027,42540,978617,0.925246827
85028,23320,1199448,0.84219554
85029,51410,857758,0.929391169
85031,40770,364104,0.968604366
85032,73690,1767879,0.91124983
85033,75930,682300,0.971684446
85034,5570,94821,0.956912029
85035,67020,605270,0.974932856
85037,66240,804411,0.966938406
85040,40270,455801,0.967221257
85041,82180,1063409,0.962764663
85042,52970,1000819,0.94279781
85043,46240,549545,0.974913495
85044,45040,1711409,0.882992895
85045,10020,447925,0.918163673
85048,42110,1922307,0.911659938
85050,38190,1638538,0.90494894
85051,52910,702080,0.943488943
85053,34040,646329,0.917450059
85054,7610,425269,0.88173456
85083,25810,950837,0.930259589
85085,32700,1186100,0.933639144
85086,49040,1704508,0.891924959
85087,11560,371135,0.888408304
85118,10790,503651,0.674698795
85119,20230,495917,0.831438458
85120,27660,485997,0.85032538
85122,61570,1020838,0.912782199
85128,18160,250569,0.935572687
85131,13210,194992,0.896290689
85132,25640,476684,0.879485179
85137,2280,41273,0.877192982
85138,53980,1030500,0.924416451
85139,23590,382135,0.935989826
85140,54280,1065865,0.935335298
85142,100200,2535152,0.943912176
85143,50180,845296,0.935432443
85145,3310,56120,0.933534743
85172,2610,29426,0.950191571
85173,2570,42085,0.871595331
85192,1280,22597,0.8828125
85193,4120,54977,0.92961165
85194,6760,187457,0.819526627
85201,53110,844655,0.939559405
85202,42730,913460,0.922068804
85203,43900,893761,0.928246014
85204,74030,1130743,0.941240038
85205,45580,1249739,0.851689337
85206,35250,894167,0.832907801
85207,55440,1983918,0.889249639
85208,38520,710647,0.882139148
85209,46870,1198056,0.871986345
85210,44150,734483,0.943374858
85212,57100,1481199,0.93765324
85213,41880,1295429,0.907831901
85215,17160,681188,0.796037296
85224,51630,1537405,0.913035057
85225,84840,1848264,0.935879302
85226,47390,1656994,0.916649082
85233,46800,1398269,0.921153846
85234,63750,1903878,0.925647059
85248,39660,2041203,0.776096823
85249,59870,2390428,0.914314348
85250,16500,880701,0.801818182
85251,36730,2136353,0.869861149
85253,18700,4842822,0.821925134
85254,55130,2845846,0.871576274
85255,50460,5534069,0.838485929
85256,6010,89584,0.951747088
85257,28420,986894,0.871217452
85258,25630,1995244,0.778384705
85259,25600,2135510,0.844140625
85260,41450,2605399,0.84800965
85262,12440,2187934,0.739549839
85263,2320,203487,0.547413793
85264,1700,51335,0.929411765
85266,12320,1236535,0.762175325
85268,23040,1358648,0.746527778
85281,39980,1057928,0.944222111
85282,49980,1409659,0.899359744
85283,49320,1330065,0.911597729
85284,23780,1492839,0.87216148
85286,58800,2127544,0.94829932
85295,63250,1838301,0.956047431
85296,62360,1844345,0.944676074
85297,46320,1424139,0.956606218
85298,52760,1844763,0.923995451
85301,74510,716963,0.963360623
85302,46020,777875,0.918948283
85303,43460,566525,0.958582605
85304,31520,704743,0.902284264
85305,16660,355255,0.947178872
85306,27510,590234,0.905125409
85307,12260,201708,0.953507341
85308,74790,2199258,0.895707982
85309,540,10412,1
85310,23540,879730,0.900594732
85321,3600,50077,0.863888889
85322,790,12042,0.924050633
85323,58000,758638,0.968793103
85324,2560,51694,0.828125
85326,84440,1330256,0.950378967
85331,35110,1822125,0.859299345
85333,520,5955,0.903846154
85335,44450,582801,0.960854893
85337,3490,33892,0.954154728
85338,72020,1651916,0.929325187
85339,63870,1075884,0.960544857
85340,41350,1254832,0.920918984
85342,1370,31195,0.839416058
85344,11520,181987,0.892361111
85345,68520,1182475,0.923671921
85347,420,17079,0.880952381
85348,1680,28105,0.791666667
85350,26180,265818,0.965240642
85351,21920,735774,0.437956204
85353,58640,748060,0.973738063
85354,8710,123833,0.934557979
85355,16560,425005,0.931763285
85356,3670,67033,0.858310627
85361,7640,155098,0.897905759
85363,7930,109736,0.918032787
85364,88960,1408854,0.940759892
85365,56460,1142260,0.917817924
85367,17660,444095,0.785390713
85373,18510,525990,0.714748784
85374,41240,1159938,0.771338506
85375,22510,996086,0.441137272
85379,59300,1237304,0.943676223
85381,30040,838385,0.885486019
85382,47480,1358363,0.862889638
85383,83320,3205905,0.917306769
85387,15550,492550,0.804501608
85388,37920,769849,0.938291139
85390,7200,223431,0.768055556
85392,48180,930447,0.944582814
85395,36820,1286490,0.850896252
85396,35270,1023141,0.885455061
85501,9270,177246,0.88781014
85533,3300,59690,0.924242424
85534,2580,45419,0.895348837
85539,2920,45603,0.893835616
85540,4870,109385,0.969199179
85541,21250,555084,0.780235294
85542,3920,29306,0.969387755
85543,4830,75458,0.929606625
85544,2530,82910,0.695652174
85545,360,8597,0.722222222
85546,19380,320991,0.929824561
85552,8620,171504,0.928074246
85602,10080,198179,0.836309524
85603,5720,121854,0.784965035
85606,810,16927,0.790123457
85607,23960,213937,0.951585977
85610,1220,18380,0.87704918
85611,800,22235,0.75
85613,5080,63910,1
85614,21260,825206,0.5724365
85615,9970,273730,0.833500502
85616,5180,100647,0.855212355
85617,1000,17184,0.81
85621,29890,340332,0.93777183
85622,6010,292613,0.482529118
85623,5140,185022,0.721789883
85624,1150,32181,0.765217391
85625,1650,35657,0.745454545
85629,38610,811333,0.933695934
85630,2670,54768,0.861423221
85631,3330,49989,0.87987988
85632,730,14939,0.835616438
85634,7600,75936,0.951315789
85635,38390,825934,0.882000521
85637,1430,59204,0.741258741
85638,1720,34077,0.73255814
85640,710,19689,0.746478873
85641,36420,1014562,0.913234487
85643,7980,120720,0.912280702
85645,2050,32206,0.868292683
85648,28740,387110,0.943980515
85650,17030,516308,0.829712272
85653,21970,430005,0.929904415
85658,16610,720327,0.818783865
85701,4580,172849,0.868995633
85704,34110,1183625,0.813544415
85705,52680,656350,0.922741078
85706,68670,645444,0.957914664
85708,4850,59581,0.991752577
85710,59340,1218406,0.862487361
85711,42450,809510,0.897290931
85712,29840,702318,0.862935657
85713,51180,635884,0.921258304
85714,17510,176871,0.944603084
85715,19530,756932,0.801331285
85716,28700,768498,0.87630662
85718,29580,2315144,0.781271129
85719,27370,723915,0.893313847
85730,42740,820483,0.889798783
85735,11500,198127,0.883478261
85736,4130,57872,0.900726392
85737,26420,1115602,0.812641938
85739,18570,747220,0.689283791
85741,37220,828133,0.896292316
85742,34420,1024119,0.885241139
85743,34400,961502,0.875872093
85745,37990,1063425,0.871545143
85746,53010,710239,0.935861158
85747,34080,855056,0.925469484
85748,21540,709328,0.838904364
85749,21750,1185040,0.804137931
85750,26710,1709003,0.781729689
85755,19360,1088320,0.76446281
85756,41010,575725,0.939526945
85757,28030,393358,0.956831966
85901,17040,355052,0.855046948
85920,460,13411,0.739130435
85924,1960,35637,0.81122449
85925,5090,83472,0.903732809
85928,1590,30085,0.849056604
85929,8900,186171,0.856179775
85935,4970,136908,0.828973843
85936,4440,71414,0.900900901
85937,10740,158506,0.908752328
85938,2580,49777,0.875968992
86001,24650,932210,0.907099391
86004,43570,1079114,0.909570806
86022,1910,27919,0.890052356
86024,490,22100,0.591836735
86025,6420,92753,0.919003115
86030,1210,11884,0.909090909
86034,2210,21120,0.936651584
86036,350,4490,0.914285714
86039,1840,18167,0.929347826
86042,1740,17824,0.925287356
86043,1860,16046,0.930107527
86044,4110,41269,0.95620438
86045,13840,168656,0.944364162
86046,6650,141963,0.860150376
86047,15140,207753,0.930647292
86301,22970,815350,0.734871572
86303,16480,665572,0.724514563
86305,18950,1024744,0.721372032
86314,41850,792109,0.863799283
86315,10770,325402,0.796657382
86321,2650,61783,0.962264151
86322,12960,246548,0.852623457
86323,20520,429145,0.840643275
86324,4640,122135,0.799568966
86325,5190,158904,0.743737958
86326,26400,550994,0.839015152
86327,11390,291466,0.750658472
86332,1430,29816,0.769230769
86333,5200,89736,0.834615385
86334,5110,82312,0.874755382
86335,4760,85370,0.857142857
86336,9670,564276,0.689762151
86351,5430,293150,0.655616943
86401,27530,613985,0.864511442
86403,16630,397957,0.835838845
86404,16160,455120,0.785272277
86406,23470,688458,0.79505752
86409,25630,443529,0.869683964
86413,8070,134348,0.815365551
86426,15040,299748,0.839760638
86429,6790,171815,0.771723122
86434,1910,20344,0.937172775
86436,1470,30014,0.741496599
86440,6590,119246,0.860394537
86441,1170,16916,0.786324786
86442,31520,513580,0.847715736
86444,800,19484,0.6375
86445,240,4856,0.75
86514,3030,35040,0.943894389
86547,1010,9007,0.97029703
99999,425520,8136981,0.899417184
0,3298280,76547600,0.909755994
71601,13860,158344,0.923520924
71602,17970,341166,0.907067334
71603,31830,566657,0.898523406
71631,690,7959,0.927536232
71635,12310,213844,0.896831844
71638,2910,37228,0.903780069
